word,properties,codes,frequencies
abominable,"['Causes extreme disgust', 'Morally offensive', 'Deserves hatred', 'Exceptionally bad', 'Makes you recoil']","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
accessible,"['Without barriers', 'Easy to enter', 'Usable by everyone', 'Within reach', 'Easy to understand']","['entity', 'situation', 'situation', 'entity', 'entity']","[0.0, 0.6, 0.4, 0.0]"
accurate,"['Free from errors', 'Hits the bullseye', 'Matches the facts', 'On the mark', 'Lands on target']","['entity', 'entity', 'entity', 'taxonomic', 'entity']","[0.2, 0.8, 0.0, 0.0]"
accusation,"['Pointing a finger', 'Saying ""you did it""', 'Claiming wrongdoing', 'Directed at suspects', 'Provokes a denial']","['situation', 'situation', 'situation', 'situation', 'entity']","[0.0, 0.2, 0.8, 0.0]"
admiration,"['Looking up to someone', 'Deeply impressed', 'Thinking highly of them', 'After seeing greatness', 'Wanting to emulate']","['situation', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.2, 0.8]"
adoring,"['Starry-eyed gaze', 'Extreme affection', 'Deep devotion', 'Treating like an idol', 'Viewing as flawless']","['entity', 'taxonomic', 'taxonomic', 'situation', 'introspective']","[0.4, 0.2, 0.2, 0.2]"
affection,"['Gentle emotion', 'Warm feeling', 'Expressed through touch', 'Shown with hugs', 'Publicly displayed']","['entity', 'entity', 'situation', 'situation', 'situation']","[0.0, 0.4, 0.6, 0.0]"
affirmation,"['Positive statement', 'Spoken to oneself', 'Repeated daily', 'Boosts self-esteem', 'Combats self-doubt']","['taxonomic', 'situation', 'situation', 'situation', 'situation']","[0.2, 0.0, 0.8, 0.0]"
affordable,"['Fits budget', 'Within financial means', ""Won't empty wallet"", 'Easy to pay for', 'Causes no money stress']","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
aging,"['Accumulating years', 'Losing youth', 'Causes wrinkles', 'Turns hair gray', 'Improves wine and cheese']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
agitation,"['Feeling worked up', 'Cannot sit still', 'Pacing the floor', 'Constant fidgeting', 'Easily provoked']","['introspective', 'entity', 'entity', 'entity', 'entity']","[0.0, 0.8, 0.0, 0.2]"
agree,"['Share the same opinion', 'Nod your head', 'Be on the same page', 'Say yes', 'Reach a mutual understanding']","['taxonomic', 'entity', 'taxonomic', 'situation', 'taxonomic']","[0.6, 0.2, 0.2, 0.0]"
amazing,"['Exceptionally good', 'Causes jaw to drop', 'Sense of wonder', 'Leaves you speechless', 'Exceeds expectations']","['introspective', 'entity', 'introspective', 'entity', 'introspective']","[0.0, 0.4, 0.0, 0.6]"
amused,"['Slight smile', 'Chuckling softly', 'Finding something funny', 'After a joke', 'Enjoying the humor']","['entity', 'entity', 'introspective', 'situation', 'introspective']","[0.0, 0.4, 0.2, 0.4]"
angry,"['Red face', 'Clenched fists', 'Scowling', 'Raised voice', 'After being wronged']","['entity', 'entity', 'entity', 'entity', 'situation']","[0.0, 0.8, 0.2, 0.0]"
angst,"['During teenage years', 'Inner turmoil', 'Questioning existence', 'Feeling misunderstood', 'Brooding']","['situation', 'entity', 'introspective', 'introspective', 'situation']","[0.0, 0.2, 0.4, 0.4]"
annoyed,"['Mildly angry', 'Losing patience', 'Rolling eyes', 'Heavy sighing', 'Reaction to a nuisance']","['taxonomic', 'introspective', 'entity', 'entity', 'situation']","[0.2, 0.4, 0.2, 0.2]"
anxious,"['Racing heart', 'Biting nails', 'Pacing', 'Expecting the worst', 'Overthinking the future']","['entity', 'entity', 'entity', 'introspective', 'introspective']","[0.0, 0.6, 0.0, 0.4]"
appeal,"['Higher court', 'Overturn a ruling', 'After losing a trial', 'Seek a review', 'Legal escalation']","['situation', 'situation', 'situation', 'situation', 'entity']","[0.0, 0.2, 0.8, 0.0]"
appreciation,"['Recognizing value', 'Not taking for granted', 'Enjoying good qualities', 'Felt after receiving help', 'Expressed by saying thanks']","['introspective', 'introspective', 'introspective', 'introspective', 'situation']","[0.0, 0.0, 0.2, 0.8]"
