word,properties,codes,frequencies
abominable,"['Causes moral revulsion', 'Deserving of hatred', 'Utterly unforgivable', 'Makes you recoil', 'Exceptionally unpleasant']","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
accessible,"['Easy to enter', 'Within physical reach', 'Lacks barriers', 'Equipped with ramps', 'Open to everyone']","['entity', 'entity', 'entity', 'entity', 'situation']","[0.0, 0.8, 0.2, 0.0]"
accurate,"['Zero errors', 'Hits the target', 'Matches reality', 'Carefully measured', 'Highly reliable']","['entity', 'situation', 'entity', 'situation', 'entity']","[0.0, 0.6, 0.4, 0.0]"
accusation,"['Pointing a finger', 'Statement of wrongdoing', 'Heard in court', 'Made against a suspect', 'Triggers a defense']","['situation', 'entity', 'situation', 'situation', 'situation']","[0.0, 0.2, 0.8, 0.0]"
admiration,"['Looking up to someone', 'Highly impressed', 'Desire to emulate', 'Warm gaze', 'Caused by greatness']","['introspective', 'introspective', 'introspective', 'entity', 'situation']","[0.0, 0.2, 0.2, 0.6]"
adoring,"['Starry-eyed', 'Soft gaze', 'Putting on a pedestal', 'Hanging on every word', 'How fans watch pop stars']","['entity', 'entity', 'situation', 'situation', 'situation']","[0.0, 0.4, 0.6, 0.0]"
affection,"['Gentle emotion', 'Physical touch', 'Hugs and kisses', 'Public displays', 'For family or partners']","['entity', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.2, 0.8, 0.0]"
affirmation,"['Positive statement', 'Spoken to oneself', 'Builds self-esteem', 'Emotional support', 'Claims as true']","['taxonomic', 'situation', 'situation', 'entity', 'entity']","[0.2, 0.4, 0.4, 0.0]"
affordable,"['Fits budget', 'Within financial means', 'Have enough money for', 'Realistic price', ""Won't empty wallet""]","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
aging,"['Years passing', 'Hair turning gray', 'Skin wrinkling', 'Body slowing down', 'Losing youth']","['entity', 'entity', 'entity', 'entity', 'introspective']","[0.0, 0.8, 0.0, 0.2]"
agitation,"['Stirred up emotionally', 'Tense and provoked', 'Unable to sit still', 'Pacing and wringing hands', 'Visible nervous energy']","['introspective', 'introspective', 'entity', 'entity', 'entity']","[0.0, 0.6, 0.0, 0.4]"
agree,"['Share an opinion', 'Nod your head', 'Say yes', 'End an argument', 'Reach a mutual decision']","['situation', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.0, 1.0, 0.0]"
amazing,"['Exceptionally good', 'Fills with wonder', 'Makes jaw drop', 'Leaves you speechless', 'Blows your mind']","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
amused,"['Smiling slightly', 'Chuckling quietly', 'After hearing a joke', 'Finding something funny', 'Enjoying light humor']","['entity', 'entity', 'situation', 'introspective', 'introspective']","[0.0, 0.4, 0.2, 0.4]"
angry,"['Clenched fists', 'Furrowed brow', 'Raised voice', 'Blood boiling', 'After being wronged']","['entity', 'entity', 'entity', 'entity', 'situation']","[0.0, 0.8, 0.2, 0.0]"
angst,"['Inner turmoil', 'Teenage years', 'Questioning existence', 'Feeling misunderstood', 'Brooding']","['introspective', 'situation', 'introspective', 'introspective', 'situation']","[0.0, 0.0, 0.4, 0.6]"
annoyed,"['Rolling eyes', 'Sighing heavily', 'Losing patience', 'Slightly angry', 'From a minor inconvenience']","['entity', 'entity', 'entity', 'taxonomic', 'situation']","[0.2, 0.6, 0.2, 0.0]"
anxious,"['Racing heart', 'Sweaty palms', 'Biting nails', 'Overthinking the future', 'Dreading an uncertain outcome']","['entity', 'entity', 'situation', 'introspective', 'introspective']","[0.0, 0.4, 0.2, 0.4]"
appeal,"['Higher court', 'After losing a case', 'Request for review', 'Attempt to overturn a verdict', 'Asking to change a decision']","['situation', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.0, 1.0, 0.0]"
appreciation,"['Recognizing true value', ""Acknowledging someone's effort"", 'Not taking for granted', 'Felt after receiving a favor', 'Expressed by saying ""thank you""']","['introspective', 'introspective', 'introspective', 'situation', 'situation']","[0.0, 0.0, 0.4, 0.6]"
apprehensive,"['Anticipating trouble', 'Hesitating to act', 'Facing the unknown', 'Doubting a positive outcome', 'Knots in stomach']","['introspective', 'situation', 'entity', 'introspective', 'entity']","[0.0, 0.4, 0.2, 0.4]"
ashamed,"['Looking down', 'Avoiding eye contact', 'After doing something wrong', 'Wanting to hide', 'Loss of pride']","['entity', 'entity', 'situation', 'introspective', 'entity']","[0.0, 0.6, 0.2, 0.2]"
assassinate,"['Take a life', 'High-profile target', 'Political motive', 'Secret plot', 'Sudden ambush']","['situation', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.0, 1.0, 0.0]"
astonished,"['Dropped jaw', 'Wide eyes', 'Speechless', 'Overwhelming disbelief', 'Witnessing the impossible']","['entity', 'entity', 'entity', 'entity', 'introspective']","[0.0, 0.8, 0.0, 0.2]"
atrocity,"['Exceptionally evil act', 'Occurs in wartime', 'Brutal physical violence', 'Harms defenseless civilians', 'Shocks the conscience']","['introspective', 'situation', 'entity', 'situation', 'introspective']","[0.0, 0.2, 0.4, 0.4]"
