word,properties,codes,frequencies
ability,[''],[],"[0, 0, 0, 0]"
accusation,"['lawyer', 'scandal', 'newspaper headline', 'interrogations']","['social constellation', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
achievement,[''],[],"[0, 0, 0, 0]"
activity,"['gym', 'outdoor', 'sportswear', 'reward']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
addiction,"['rehab center', 'gambling chips', 'support group', 'withdrawal pains']","['association', 'association', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
admiration,"['art galleries', 'childhood heroes', 'inspiring leaders', 'love at first sight']","['association', 'social constellation', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.5, 0.25]"
advantage,[''],[],"[0, 0, 0, 0]"
adventure,"['mountains', 'pirate', 'treasure map', 'compass']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
advice,[''],[],"[0, 0, 0, 0]"
agony,"['hospital', 'chains', 'darkness', 'scream']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
agreement,[''],[],"[0, 0, 0, 0]"
amazement,"['shockwave', 'fireworks', 'dreamlike', 'wonderstruck']","['association', 'association', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
ambition,"['burning fire', 'towering building', 'strong willpower', 'public award']","['association', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
ambush,"['jungle', 'surprise attack', 'nighttime', 'stealth']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
amusement,"['laughter', 'rollercoaster', 'fireworks', 'carnival']","['internal state and emotion', 'sensorimotor feature', 'association', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
anger,"['scream', 'injustice', 'blood pressure', 'fist']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
anxiety,[''],[],"[0, 0, 0, 0]"
apology,[''],[],"[0, 0, 0, 0]"
appearance,"['makeup', 'judgment', 'mirror', 'photograph']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
appetite,"['breakfast buffet', 'healthy eating', 'midnight cravings', 'food festival']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
application,"['resume', 'interview', 'programming language', 'employment contract']","['association', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
aptitude,[''],[],"[0, 0, 0, 0]"
argument,"['yelling', 'politicians', 'lawyer', 'disagreement']","['sensorimotor feature', 'social constellation', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.5, 0.25]"
art,"['sculpture', 'museum', 'colors', 'expression']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
aspect,"['perspective', 'dimension', 'lens', 'camera']","['other abstract concept', 'other abstract concept', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
assassination,"['investigation', 'politics', 'guns', 'mystery']","['other abstract concept', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
assumption,"['bias', 'ignorance', 'stereotype', 'evidence']","['association', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
astonishment,"['wonder', 'surprise face', 'magic show', 'sudden silence']","['internal state and emotion', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
