word,rating
scholar,3
deputy,2
produce,5
woman,2
scent,6
ambulance,7
doctor,3
obstruction,2
three,1
flavor,6
volcano,5
cow,3
ankle,1
clearance,2
nerve,2
helmet,4
chief,2
cake,6
manner,1
pill,3
robbery,2
marriage,3
spirit,4
speech,1
scene,4
math,1
freedom,3
atom,1
kindness,3
cat,3
ballot,2
abundance,4
incentive,3
guess,1
effort,1
pond,5
impairment,2
grass,6
belief,3
door,1
conclusion,1
photograph,6
photo,6
explanation,1
chocolate,7
candy,7
sword,4
presence,2
admiration,3
lobster,5
jerk,1
knife,4
crime,2
betrayal,2
microscope,1
bracelet,5
emergence,2
mansion,2
escape,2
heresy,1
stimulus,1
deduction,1
reduction,1
pig,3
sugar,6
lamb,3
loan,1
frog,3
lane,1
gorilla,3
flask,1
music,4
willingness,1
hurt,2
combination,1
lightning,5
foundation,1
confidence,3
contempt,2
contract,1
skin,3
magic,4
conscience,3
evidence,1
response,1
addition,1
ceiling,1
brawl,2
pimple,1
temple,2
saloon,2
integrity,3
suit,1
industry,1
fountain,5
occasion,1
file,1
comparison,1
border,1
sandal,1
future,1
money,1
accomplishment,1
composer,1
correspondent,1
month,1
pie,6
conference,1
burner,1
fog,5
disappointment,2
forest,6
linen,1
student,1
kitten,3
thorn,1
zoo,3
enemy,2
hurricane,5
route,1
fabric,1
boredom,2
ignorance,1
sow,3
character,1
cranberry,6
cup,1
episode,1
assistance,1
duration,1
squeak,1
paradigm,1
circuit,1
disagreement,1
hazard,1
arc,1
toilet,1
bottle,1
tool,1
snow,6
permission,1
awareness,1
heart,3
poetry,4
importance,1
pool,5
stick,1
beauty,4
subtraction,1
translation,1
pile,1
performance,1
hospital,3
criticism,1
apology,1
park,5
medicine,3
mile,1
inn,1
grandmother,1
circumstance,1
trust,1
engagement,1
location,1
lettuce,5
tradition,1
cloth,1
alphabet,1
diamond,5
moment,1
child,1
arrangement,1
island,5
variety,1
information,1
latch,1
chicken,3
artist,1
beaver,1
refrigerator,1
destiny,1
tip,1
grammar,1
hotel,1
brevity,1
shortness,1
capacity,1
worry,1
owner,1
view,1
denial,1
issue,1
personality,1
boy,1
entrance,1
orchid,5
radio,1
hatred,2
opera,4
steam,5
phenomenon,1
lizard,3
visitor,1
ambition,1
mankind,1
brother,1
crocodile,3
error,1
miracle,3
bell,1
germ,1
property,1
bet,1
hog,3
bed,1
deceit,1
member,1
intention,1
hope,1
specialist,1
attitude,1
poll,1
salary,1
fireplace,1
rocket,1
past,1
misery,1
thought,1
entree,6
want,1
skull,1
margin,1
ceremony,1
extent,1
potato,5
reputation,1
determination,1
increase,1
independence,1
genuine,1
story,1
