word,properties,codes,frequencies
ability,"['piano', 'mountain', 'flight', 'hands']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['finger', 'gavel', 'whispers', 'interrogation']","['sensorimotor feature', 'association', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
achievement,"['trophy', 'sweat', 'podium', 'diploma']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
activity,"['playground', 'sweat', 'schedule', 'mountain']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'association']","[0.5, 0.0, 0.0, 0.5]"
addiction,"['roulette', 'needle', 'chains', 'midnight']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
admiration,"['telescope', 'applause', 'museum', 'gold medal']","['association', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
advantage,"['height', 'chess', 'race', 'hill']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
adventure,"['map', 'backpack', 'compass', 'mountain']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
advice,"['mentor', 'crossroads', 'ear', 'notebook']","['social constellation', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
agony,"['scream', 'marathon', 'thorns', 'tears']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
agreement,"['handshake', 'nod', 'pen', 'table']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
amazement,"['jaw', 'fireworks', 'magician', 'stars']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
ambition,"['mountain', 'ladder', 'midnight', 'telescope']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambush,"['camouflage', 'jungle', 'silence', 'shadows']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
amusement,"['roller coaster', 'popcorn', 'dimples', 'clown']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
anger,"['red', 'steam', 'fist', 'fire']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
anxiety,"['heartbeat', 'deadline', 'pacing', 'coffee']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
