word,properties,codes,frequencies
ability,"['piano', 'ladder', 'brain', 'marathon']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
accusation,"['finger', 'gavel', 'blush', 'whisper']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
achievement,"['trophy', 'mountain', 'sweat', 'diploma']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
activity,"['gym', 'checklist', 'sweat', 'whistle']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
addiction,"['needle', 'sugar', 'casino', 'itch']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
admiration,"['applause', 'museum', 'pedestal', 'telescope']","['social constellation', 'association', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
advantage,"['tennis', 'high ground', 'head start', 'leverage']","['association', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
adventure,"['compass', 'backpack', 'mountains', 'adrenaline']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
advice,"['mentor', 'crossroads', 'ear', 'mistake']","['social constellation', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
agony,"['thorns', 'marathon', 'iron', 'screaming']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
agreement,"['handshake', 'signature', 'nodding', 'meeting']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.75, 0.0, 0.25, 0.0]"
amazement,"['fireworks', 'magician', 'waterfall', 'silence']","['association', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
ambition,"['ladder', 'midnight', 'peak', 'sweat']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
ambush,"['jungle', 'camouflage', 'silence', 'shadow']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
amusement,"['rollercoaster', 'cotton candy', 'ticket', 'smile']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
anger,"['red', 'fists', 'steam', 'shouting']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['pacing', 'sweat', 'deadline', 'coffee']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
apology,"['flowers', 'letter', 'tears', 'forgiveness']","['association', 'association', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
appearance,"['mirror', 'stage', 'witness', 'mask']","['sensorimotor feature', 'association', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
appetite,"['rumbling', 'buffet', 'dessert', 'workout']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
application,"['resume', 'smartphone', 'paintbrush', 'interview']","['association', 'sensorimotor feature', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
aptitude,"['testing', 'piano', 'blueprint', 'compass']","['other abstract concept', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
argument,"['shouting', 'logic', 'courtroom', 'door-slam']","['sensorimotor feature', 'other abstract concept', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
art,"['museum', 'canvas', 'auction', 'soul']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
aspect,"['screen', 'diamond', 'verb', 'landscape']","['sensorimotor feature', 'association', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
assassination,"['motorcade', 'scope', 'politics', 'balcony']","['sensorimotor feature', 'association', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
assumption,"['iceberg', 'math', 'blindfold', 'gavel']","['association', 'other abstract concept', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
astonishment,"['gasp', 'fireworks', 'eyebrows', 'statue']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
attack,"['castle', 'lion', 'heart', 'chess']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
attention,"['spotlight', 'classroom', 'salute', 'hand']","['association', 'social constellation', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
attraction,"['magnet', 'rollercoaster', 'smile', 'gravity']","['association', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
beauty,"['sunset', 'butterfly', 'mirror', 'smile']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
