word,properties,codes,frequencies
ability,"['guitar', 'mountain', 'stage', 'blueprint']","['sensorimotor feature', 'association', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['finger', 'gavel', 'silence', 'sweat']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
achievement,"['medal', 'summit', 'applause', 'champagne']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
activity,"['running', 'playground', 'heartbeat', 'schedule']","['sensorimotor feature', 'association', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
addiction,"['screen', 'dice', 'sugar', 'chains']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
admiration,"['applause', 'mentor', 'statue', 'gaze']","['association', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
advantage,"['tennis', 'hill', 'sprint', 'binoculars']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
adventure,"['compass', 'backpack', 'binoculars', 'campfire']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
advice,"['crossroads', 'whisper', 'compass', 'grandfather']","['association', 'sensorimotor feature', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
agony,"['marathon', 'fists', 'hospital', 'wait']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
agreement,"['handshake', 'signature', 'nod', 'meeting']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.75, 0.0, 0.25, 0.0]"
amazement,"['fireworks', 'mouth', 'stars', 'magic']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
ambition,"['ladder', 'mountain', 'alarm clock', 'blueprints']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
