word,properties,codes,frequencies
ability,"['piano', 'wings', 'podium', 'checklist']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['finger', 'gavel', 'whisper', 'sweat']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
achievement,"['trophy', 'mountain', 'sweat', 'podium']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
activity,"['sneakers', 'planner', 'mountain', 'pulse']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
addiction,"['needle', 'casino', 'dawn', 'mirror']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
admiration,"['applause', 'telescope', 'mentor', 'spotlight']","['social constellation', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
advantage,"['tennis', 'height', 'lens', 'race']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
adventure,"['mountain', 'backpack', 'adrenaline', 'compass']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
advice,"['crossroads', 'ear', 'coffee', 'notebook']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
agony,"['screaming', 'thorns', 'marathon', 'waiting']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
agreement,"['handshake', 'pen', 'nod', 'puzzle']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
amazement,"['fireworks', 'telescope', 'magician', 'jawdrop']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
ambition,"['ladder', 'mountain', 'midnight', 'suitcase']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambush,"['jungle', 'camouflage', 'silence', 'tiger']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
amusement,"['rollercoaster', 'popcorn', 'tickets', 'prizes']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
anger,"['red', 'fist', 'steam', 'traffic']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
anxiety,"['heartbeat', 'coffee', 'clock', 'breath']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
apology,"['flowers', 'handshake', 'letter', 'tears']","['association', 'social constellation', 'association', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
appearance,"['mirror', 'stage', 'ghost', 'courtroom']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
appetite,"['teenager', 'menu', 'workout', 'aroma']","['social constellation', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
application,"['interview', 'icon', 'lotion', 'enrollment']","['social constellation', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
aptitude,"['pencil', 'engine', 'chessboard', 'DNA']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
argument,"['logic', 'gavel', 'premise', 'heat']","['other abstract concept', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
art,"['museum', 'canvas', 'expression', 'auction']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
aspect,"['telescope', 'verb', 'shadow', 'prism']","['sensorimotor feature', 'other abstract concept', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['rifle', 'motorcade', 'politics', 'rooftop']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
