word,properties,codes,frequencies
abominable,"['Repulsive', 'Dreadful', 'Inspires disgust', 'Extremely bad', 'Unacceptable']","['taxonomic', 'taxonomic', 'introspective', 'introspective', 'introspective']","[0.4, 0.0, 0.0, 0.6]"
accessible,"['Obtainable', 'Easy', 'Open', 'Welcoming', 'Available']","['taxonomic', 'introspective', 'taxonomic', 'entity', 'taxonomic']","[0.6, 0.2, 0.0, 0.2]"
accurate,"['Precise', 'Correct', 'Verified', 'Without error', 'Trustworthy']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'entity']","[0.8, 0.2, 0.0, 0.0]"
accusation,"['Blame', 'Formal', 'Statement', 'Legal', 'Defense']","['taxonomic', 'situation', 'taxonomic', 'situation', 'situation']","[0.4, 0.0, 0.6, 0.0]"
admiration,"['Respect', 'A feeling', 'Looking up to someone', 'Positive regard', 'Often silent']","['taxonomic', 'taxonomic', 'situation', 'taxonomic', 'situation']","[0.6, 0.0, 0.4, 0.0]"
adoring,"['Intense', 'Regard', 'Affection', 'Devotion', 'Look up to']","['entity', 'taxonomic', 'taxonomic', 'taxonomic', 'situation']","[0.6, 0.2, 0.2, 0.0]"
affection,"['Warmth', 'Kindness', 'Caring', 'Gentle touch', 'Close relationships']","['entity', 'entity', 'entity', 'situation', 'situation']","[0.0, 0.6, 0.4, 0.0]"
affirmation,"['Positive', 'Statement', 'Belief', 'Encouragement', 'Self-acceptance']","['introspective', 'taxonomic', 'entity', 'taxonomic', 'situation']","[0.4, 0.2, 0.2, 0.2]"
affordable,"['Within reach', 'Budget-friendly', 'Reasonable price', 'Accessible', 'Economical']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'taxonomic']","[1.0, 0.0, 0.0, 0.0]"
aging,"['Time', 'Gradual', 'Decline', 'Wrinkles', 'Experience']","['situation', 'situation', 'entity', 'entity', 'entity']","[0.0, 0.6, 0.4, 0.0]"
agitation,"['Restlessness', 'Unease', 'Stirring', 'Anxiety', 'Provoked']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'situation']","[0.8, 0.0, 0.2, 0.0]"
agree,"['Concord', 'Shared view', 'Resolution', 'Nod', 'Confirmation']","['taxonomic', 'entity', 'entity', 'situation', 'taxonomic']","[0.4, 0.4, 0.2, 0.0]"
amazing,"['Inspiring awe', 'Unexpected', 'Exceptional', 'Positive reaction', 'Exceeding expectations']","['introspective', 'introspective', 'entity', 'introspective', 'introspective']","[0.0, 0.2, 0.0, 0.8]"
amused,"['Mildly pleased', 'Smiling', 'Lighthearted', 'Entertainment', 'Quiet enjoyment']","['introspective', 'entity', 'introspective', 'situation', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
angry,"['Frustration', 'Raised voice', 'Facial reddening', 'Quickened pulse', 'Desire to retaliate']","['introspective', 'entity', 'entity', 'entity', 'introspective']","[0.0, 0.6, 0.0, 0.4]"
angst,"['Existential', 'Inner turmoil', 'Youth', 'Uncertainty', 'Foreboding']","['taxonomic', 'entity', 'situation', 'entity', 'taxonomic']","[0.4, 0.4, 0.2, 0.0]"
annoyed,"['Irritated', 'Minor frustration', 'Impatience', 'Slight anger', 'Repeated disturbance']","['taxonomic', 'entity', 'taxonomic', 'entity', 'situation']","[0.4, 0.4, 0.2, 0.0]"
