word,properties,codes,frequencies
abominable,"['Repulsive', 'Dreadful', 'Extremely bad', 'Elicits disgust', 'Unacceptable']","['taxonomic', 'taxonomic', 'taxonomic', 'introspective', 'introspective']","[0.6, 0.0, 0.0, 0.4]"
accessible,"['Easy', 'Available', 'Welcoming', 'Open', 'Usable']","['taxonomic', 'taxonomic', 'entity', 'taxonomic', 'taxonomic']","[0.8, 0.2, 0.0, 0.0]"
accurate,"['Correct', 'Precise', 'Verifiable', 'Error-free', 'Reliable']","['taxonomic', 'taxonomic', 'entity', 'taxonomic', 'entity']","[0.6, 0.4, 0.0, 0.0]"
accusation,"['Statement', 'Blame', 'Formal', 'Legal', 'Dispute']","['taxonomic', 'entity', 'entity', 'situation', 'situation']","[0.2, 0.4, 0.4, 0.0]"
admiration,"['Respect', 'Looking up to', 'Positive feeling', 'Earned, not given', 'Awe']","['taxonomic', 'situation', 'introspective', 'introspective', 'taxonomic']","[0.4, 0.0, 0.2, 0.4]"
adoring,"['Intense', 'Affection', 'Gaze', 'Devotion', 'Praising']","['entity', 'taxonomic', 'situation', 'taxonomic', 'situation']","[0.4, 0.2, 0.4, 0.0]"
affection,"['Warmth', 'Tender', 'Caring', 'Positive regard', 'Displayed through actions']","['entity', 'entity', 'entity', 'entity', 'situation']","[0.0, 0.8, 0.2, 0.0]"
affirmation,"['Positive', 'Statement', 'Self-belief', 'Encouragement', 'Repeated']","['entity', 'taxonomic', 'entity', 'situation', 'situation']","[0.2, 0.4, 0.4, 0.0]"
affordable,"['Within reach', 'Budget-friendly', 'Reasonable price', 'Accessible', 'Financial possibility']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'taxonomic']","[1.0, 0.0, 0.0, 0.0]"
aging,"['Gradual', 'Time', 'Decline', 'Biological', 'Wrinkles']","['situation', 'situation', 'entity', 'entity', 'entity']","[0.0, 0.6, 0.4, 0.0]"
agitation,"['Restlessness', 'Anxiety', 'Stirring', 'Frustration', 'Unease']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'taxonomic']","[0.8, 0.2, 0.0, 0.0]"
agree,"['Concur', 'Affirmative', 'Shared opinion', 'Resolution', 'Mutual understanding']","['taxonomic', 'taxonomic', 'entity', 'situation', 'entity']","[0.4, 0.4, 0.2, 0.0]"
amazing,"['Inspiring', 'Astonishing', 'Unexpected', 'Positive reaction', 'Beyond ordinary']","['entity', 'taxonomic', 'entity', 'introspective', 'entity']","[0.2, 0.6, 0.0, 0.2]"
amused,"['Mildly pleased', 'Slight smile', 'Lighthearted', 'Entertainment', 'Quietly enjoying']","['introspective', 'entity', 'entity', 'situation', 'situation']","[0.0, 0.4, 0.4, 0.2]"
angry,"['Elevated heart rate', 'Facial reddening', 'Frustration', 'Raised voice', 'Desire to retaliate']","['entity', 'entity', 'entity', 'entity', 'introspective']","[0.0, 0.8, 0.0, 0.2]"
angst,"['Deep distress', 'Existential', 'Adolescent', 'Inner turmoil', 'Unsettled']","['introspective', 'entity', 'situation', 'introspective', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
annoyed,"['Irritated', 'Mild frustration', 'Impatience', 'Slight anger', 'Restrained reaction']","['taxonomic', 'taxonomic', 'entity', 'taxonomic', 'situation']","[0.6, 0.2, 0.2, 0.0]"
anxious,"['Restless', 'Worry', 'Future-focused', 'Unease', 'Physical tension']","['entity', 'entity', 'entity', 'introspective', 'entity']","[0.0, 0.8, 0.0, 0.2]"
appreciation,"['Gratitude', 'Recognition', 'Value', 'Expressed', 'Positive feeling']","['taxonomic', 'taxonomic', 'entity', 'situation', 'introspective']","[0.4, 0.2, 0.2, 0.2]"
apprehensive,"['Unease', 'Future-focused', 'Slight worry', 'Expecting something bad', 'Hesitant']","['taxonomic', 'introspective', 'taxonomic', 'introspective', 'situation']","[0.4, 0.0, 0.2, 0.4]"
ashamed,"['Regret', 'Red face', 'Social faux pas', 'Wanting to hide', 'Internal feeling']","['introspective', 'entity', 'situation', 'entity', 'taxonomic']","[0.2, 0.4, 0.2, 0.2]"
assassinate,"['Sudden', 'Political', 'Secret', 'Fatal', 'Targeted']","['situation', 'situation', 'situation', 'entity', 'situation']","[0.0, 0.2, 0.8, 0.0]"
astonished,"['Surprised', 'Wide-eyed', 'Unexpected', 'Speechless', 'Awe']","['taxonomic', 'entity', 'introspective', 'entity', 'entity']","[0.2, 0.6, 0.0, 0.2]"
atrocity,"['Heinous', 'Immoral', 'Widespread suffering', 'Shocking', 'Unforgivable']","['introspective', 'introspective', 'entity', 'introspective', 'introspective']","[0.0, 0.2, 0.0, 0.8]"
avenge,"['Retribution', 'Wrongdoing', 'Justice', 'Grief', 'Compensation']","['taxonomic', 'situation', 'situation', 'introspective', 'entity']","[0.2, 0.2, 0.4, 0.2]"
aversion,"['Strong dislike', 'Avoidance', 'Repulsion', 'Emotional reaction', 'Instinctive']","['taxonomic', 'situation', 'taxonomic', 'taxonomic', 'entity']","[0.6, 0.2, 0.2, 0.0]"
blessing,"['Gratitude', 'Gift', 'Divine favor', 'Expressed verbally', 'Positive outcome']","['introspective', 'taxonomic', 'taxonomic', 'situation', 'entity']","[0.4, 0.2, 0.2, 0.2]"
bliss,"['Contentment', 'Serenity', 'Perfect happiness', 'State of mind', 'Untroubled']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'entity']","[0.8, 0.2, 0.0, 0.0]"
brave,"['Courage', 'Facing fear', 'Risk', 'Valor', 'Steadfast']","['taxonomic', 'situation', 'entity', 'taxonomic', 'entity']","[0.4, 0.4, 0.2, 0.0]"
calamity,"['Disaster', 'Sudden', 'Widespread', 'Suffering', 'Unfortunate event']","['taxonomic', 'entity', 'entity', 'entity', 'taxonomic']","[0.4, 0.6, 0.0, 0.0]"
callous,"['Thickened', 'Skin', 'Insensitive', 'Repeated pressure', 'Emotionless']","['entity', 'entity', 'entity', 'situation', 'entity']","[0.0, 0.8, 0.2, 0.0]"
carelessness,"['Neglect', 'Mistakes', 'Lack of thought', 'Potential harm', 'Thoughtless actions']","['taxonomic', 'entity', 'taxonomic', 'entity', 'situation']","[0.4, 0.4, 0.2, 0.0]"
charitable,"['Giving', 'Benevolent', 'Donations', 'Needy', 'Compassionate']","['entity', 'taxonomic', 'situation', 'situation', 'entity']","[0.2, 0.4, 0.4, 0.0]"
cheerful,"['Smiling', 'Optimistic', 'Bright', 'Upbeat', 'Contagious']","['entity', 'taxonomic', 'entity', 'taxonomic', 'entity']","[0.4, 0.6, 0.0, 0.0]"
childlike,"['Innocent', 'Wonder', 'Playful', 'Curious', 'Naive']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
clever,"['Resourceful', 'Quick-witted', 'Problem-solving', 'Ingenious', 'Strategic']","['taxonomic', 'taxonomic', 'situation', 'taxonomic', 'entity']","[0.6, 0.2, 0.2, 0.0]"
clueless,"['Unaware', 'Confused', 'Misunderstanding', 'Naive', 'Out of touch']","['taxonomic', 'entity', 'entity', 'taxonomic', 'taxonomic']","[0.6, 0.4, 0.0, 0.0]"
cocky,"['Arrogant', 'Overconfident', 'Boastful', 'Self-assured', 'Dismissive']","['taxonomic', 'taxonomic', 'entity', 'entity', 'entity']","[0.4, 0.6, 0.0, 0.0]"
coerce,"['Pressure', 'Influence', 'Against will', 'Subtle force', 'Compliance']","['situation', 'taxonomic', 'introspective', 'situation', 'situation']","[0.2, 0.0, 0.6, 0.2]"
commitment,"['Dedication', 'Promise', 'Long-term', 'Effort', 'Resolve']","['taxonomic', 'entity', 'situation', 'introspective', 'taxonomic']","[0.4, 0.2, 0.2, 0.2]"
compassionate,"['Understanding suffering', 'Empathetic', 'Kindness', 'Gentle', 'Forgiving']","['entity', 'taxonomic', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
completion,"['Finished', 'End', 'Fulfillment', 'Finality', 'Project']","['taxonomic', 'taxonomic', 'entity', 'taxonomic', 'situation']","[0.6, 0.2, 0.2, 0.0]"
conceit,"['Excessive', 'Self-regard', 'Prideful', 'Illusion', 'Overestimation']","['entity', 'taxonomic', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
conspire,"['Secret', 'Agreement', 'Plot', 'Deceive', 'Shared goal']","['situation', 'entity', 'taxonomic', 'situation', 'entity']","[0.2, 0.4, 0.4, 0.0]"
contempt,"['Disgust', 'Scorn', 'Superiority', 'Dismissal', 'Moral failing']","['introspective', 'taxonomic', 'entity', 'situation', 'entity']","[0.2, 0.4, 0.2, 0.2]"
courage,"['Facing fear', 'Inner strength', 'Moral action', 'Difficult choices', 'Resilience']","['situation', 'entity', 'situation', 'entity', 'entity']","[0.0, 0.6, 0.4, 0.0]"
courageous,"['Facing fear', 'Inner strength', 'Moral action', 'Risk-taking', 'Steadfast']","['situation', 'entity', 'situation', 'situation', 'entity']","[0.0, 0.4, 0.6, 0.0]"
cowardice,"['Fear', 'Inaction', 'Shame', 'Avoidance', 'Moral failing']","['entity', 'situation', 'entity', 'situation', 'introspective']","[0.0, 0.4, 0.4, 0.2]"
crabby,"['Irritable', 'Grouchy', 'Bad mood', 'Easily annoyed', 'Short-tempered']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'entity']","[0.6, 0.4, 0.0, 0.0]"
crisis,"['Turning point', 'Stressful', 'Decision', 'Urgent', 'Opportunity']","['entity', 'introspective', 'introspective', 'entity', 'entity']","[0.0, 0.6, 0.0, 0.4]"
criticize,"['Evaluation', 'Pointing out flaws', 'Disagreement', 'Constructive', 'Improvement']","['introspective', 'situation', 'entity', 'taxonomic', 'situation']","[0.2, 0.2, 0.4, 0.2]"
cruel,"['Inflicts pain', 'Lack of empathy', 'Intentional', 'Heartless', 'Unjust']","['situation', 'entity', 'entity', 'taxonomic', 'introspective']","[0.2, 0.4, 0.2, 0.2]"
curiosity,"['Questioning', 'Exploration', 'Desire', 'Novelty', 'Seeking answers']","['situation', 'situation', 'taxonomic', 'situation', 'situation']","[0.2, 0.0, 0.8, 0.0]"
dedication,"['Commitment', 'Effort', 'Perseverance', 'Long-term', 'Sacrifice']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
degeneration,"['Decline', 'Deterioration', 'Breakdown', 'Gradual', 'Erosion']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'taxonomic']","[0.8, 0.2, 0.0, 0.0]"
delighted,"['Joyful', 'Pleasant surprise', 'Wide smile', 'Positive emotion', 'Exuberant']","['taxonomic', 'situation', 'entity', 'taxonomic', 'taxonomic']","[0.6, 0.2, 0.2, 0.0]"
deplorable,"['Disgusting', 'Unacceptable', 'Worthy of scorn', 'Causes disapproval', 'Extremely bad']","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
