word,properties,codes,frequencies
ability,[''],[],"[0, 0, 0, 0]"
accusation,"['courtroom', 'pointing', 'guilt', 'defense']","['association', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
achievement,"['summit', 'applause', 'hard work', 'diploma']","['association', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
activity,"['running', 'dancing', 'reading', 'cooking']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
addiction,[''],[],"[0, 0, 0, 0]"
admiration,"['looking up to', 'respect', 'applause', 'role model']","['sensorimotor feature', 'internal state and emotion', 'association', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
advantage,"['lead', 'benefit', 'opportunity', 'edge']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
adventure,[''],[],"[0, 0, 0, 0]"
advice,"['mentor', 'suggestion', 'consultation', 'guidance']","['social constellation', 'other abstract concept', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.5, 0.5]"
agony,"['broken bone', 'childbirth', 'torture', 'grief']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
agreement,"['contract', 'handshake', 'negotiation', 'consensus']","['other abstract concept', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
amazement,"['wide eyes', 'gasping', 'disbelief', 'wonder']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
ambition,"['climbing', 'goals', 'hunger', 'success']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
ambush,"['surprise', 'trap', 'hiding', 'attack']","['internal state and emotion', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
amusement,"['laughter', 'circus', 'game', 'surprise']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
anger,"['clenched fist', 'yelling', 'red face', 'frustration']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
anxiety,"['racing heart', 'sweaty palms', 'dread', 'shallow breathing']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
apology,[''],[],"[0, 0, 0, 0]"
appearance,"['mirror', 'clothing', 'first impression', 'costume']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'association']","[0.5, 0.0, 0.25, 0.25]"
appetite,"['hunger', 'meal', 'craving', 'food']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
application,[''],[],"[0, 0, 0, 0]"
aptitude,"['talent', 'learning', 'skill', 'potential']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
argument,"['disagreement', 'debate', 'shouting', 'evidence']","['other abstract concept', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
art,"['paint', 'canvas', 'gallery', 'sculpture']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
aspect,"['angle', 'detail', 'feature', 'viewpoint']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['betrayal', 'security', 'power', 'secret']","['association', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
assumption,"['guess', 'belief', 'hypothesis', 'presumption']","['internal state and emotion', 'internal state and emotion', 'other abstract concept', 'internal state and emotion']","[0.0, 0.75, 0.0, 0.25]"
astonishment,"['wide eyes', 'dropped jaw', 'sudden silence', 'disbelief']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
attack,"['sword', 'alarm', 'defense', 'strategy']","['sensorimotor feature', 'association', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
attention,"['focus', 'notice', 'observe', 'listen']","['internal state and emotion', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
attraction,[''],[],"[0, 0, 0, 0]"
beauty,"['nature', 'art', 'kindness', 'music']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
