word,properties,codes,frequencies
ability,"['skill', 'talent', 'capacity', 'strength']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
accusation,"['trial', 'lawyer', 'guilt', 'innocence']","['association', 'social constellation', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
achievement,"['graduation', 'award', 'mountain peak', 'finishing line']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
activity,"['running', 'dancing', 'cooking', 'learning']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
addiction,"['cravings', 'relapse', 'denial', 'isolation']","['internal state and emotion', 'internal state and emotion', 'internal state and emotion', 'social constellation']","[0.0, 0.75, 0.25, 0.0]"
admiration,"['looking up to', 'respect', 'applause', 'role model']","['sensorimotor feature', 'internal state and emotion', 'association', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
advantage,"['leverage', 'opportunity', 'benefit', 'head start']","['association', 'other abstract concept', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
adventure,"['uncharted map', 'quest', 'discovery', 'thrill']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
advice,"['wisdom', 'guidance', 'suggestions', 'recommendations']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
agony,"['scream', 'broken bones', 'childbirth', 'torture']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
agreement,"['handshake', 'contract', 'compromise', 'understanding']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
amazement,"['wide eyes', 'dropped jaw', 'gasping', 'disbelief']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
ambition,"['climbing', 'goal', 'striving', 'dream']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
ambush,"['hiding', 'surprise', 'attack', 'trap']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
amusement,"['laughter', 'circus', 'game', 'funny']","['sensorimotor feature', 'association', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
anger,"['shouting', 'red face', 'fists', 'injustice']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
anxiety,[''],[],"[0, 0, 0, 0]"
apology,"['regret', 'amends', 'forgiveness', 'mistake']","['internal state and emotion', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.25, 0.25, 0.25]"
appearance,[''],[],"[0, 0, 0, 0]"
appetite,"['hunger', 'food', 'craving', 'stomach']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
application,"['resume', 'software', 'form', 'job']","['association', 'other abstract concept', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
aptitude,"['talent', 'quick learner', 'problem-solving', 'potential']","['other abstract concept', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
argument,"['disagreement', 'raised voices', 'heated', 'debate']","['other abstract concept', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
art,[''],[],"[0, 0, 0, 0]"
aspect,"['view', 'feature', 'part', 'angle']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
assassination,"['plots', 'secret', 'betrayal', 'power']","['association', 'association', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
