word,properties,codes,frequencies
ability,"['...""']",[],"[0, 0, 0, 0]"
accusation,"['[four unique associations', 'no synonyms', 'spontaneously as possible]']","['accusation', '[guilt, defense, trial, punishment]', 'internal state and emotion', 'social constellation', 'social constellation', 'association']","[0.0, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]"
achievement,"['"" with four items separated by commas. Avoid synonyms. So must think of associations. ""achievement"" associations: graduation', 'trophy', 'milestone', 'satisfaction. Avoid synonyms; ""success"" is synonym', '""so avoid that. I\'ll choose: graduation""', 'trophy', 'milestone', 'satisfaction. Those are fine. Provide exactly like example: word: achievement\\\\nproperties: graduation', 'trophy', 'milestone', 'satisfaction. Ensure no synonyms. ""Milestone"" may be acceptable. Ok.assistantfinalword: achievement']","['graduation, trophy, milestone, satisfaction.', 'association', 'association', 'association', 'internal state and emotion']","[0.0, 0.2, 0.0, 0.6]"
activity,"['hug', 'friends', 'joy', 'sun. So format: word: activity properties: ??? Provide four unique associations/spontaneous. Avoid synonyms. So think of activity: common associations: exercise', 'hobby', 'project', 'task', 'fun', 'outing', 'work. But not synonyms? Avoid synonyms: Not synonyms like ""action"" maybe. Provide four. Let\\\'s output: word: activity properties: gym', 'painting', 'meeting', 'music. That\\\'s okay. Sentence format: ""word: activity\\\\nproperties: gym', 'painting', 'meeting', 'music"". Use same line format? Example: ""word: sympathy\\\\nproperties: hug', 'friends', 'joy', 'sun"". So same. Use consistent format. Done.assistantfinalword: activity']","['gym, painting, meeting, music']","[0.0, 0.0, 0.0, 0.0]"
addiction,"['"" followed by four words separated by commas. Each word should be an association/ situation/property that comes to mind spontaneously. Avoid synonyms. So for ""addiction', '"" we can think of ""craving', 'withdrawal', 'rehab', 'stigma', 'habit', 'compulsion."" Need four unique words. Avoid synonyms of addiction. So ""craving', 'withdrawal', 'rehab', 'stigma"" could work. We need to just output word: addiction. properties: craving', 'withdrawal', 'rehab', 'stigma. Or might be ""cravings', 'rehab', 'coping', 'crisis."" Avoid synonyms like ""habit"" is close but perhaps okay. Use synonyms? They want no synonyms. So best to choose words that are linked but not synonyms. ""Craving"" is not a synonym. ""Withdrawal"" is not. ""Rehab"" is not. ""Stigma."" ok. That is fine. Ensure output uses exactly that format. They want four unique associations. So will output exactly as specified.assistantfinalword: addiction']","['craving, withdrawal, rehab, stigma', 'internal state and emotion', 'sensorimotor feature', 'association', 'social constellation']","[0.2, 0.2, 0.2, 0.2]"
admiration,"['thing1', 'thing2', 'thing3', '""thing4. Let\'s choose: sunset view""', 'gallery painting', 'quiet reflection', 'dedicated mentor. Must avoid synonyms like reverence', 'respect. Ok. Provide.']","['admiration', 'sunset view, gallery painting, quiet reflection, dedicated mentor', 'association', 'association', 'internal state and emotion', 'social constellation']","[0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333]"
advantage,"['""4 unique associations for \'advantage\'. Need avoid synonyms. Provide spontaneously as possible.""']","['other abstract concept', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
adventure,"['mountain hiking', 'pirate radio', 'unknown city', 'thrill seeker']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
advice,"['"" followed by four items separated by commas. They must be unique associations', 'not synonyms. For advice: associations like mentor', 'guidance', 'oracle', 'council. But avoid synonyms of advice? Advice synonyms: counsel', 'guidance. They mention avoid synonyms. So we should avoid synonyms: ""counsel"" maybe considered synonym. They said avoid synonyms. So can\\\'t use synonyms. Use contexts: ""college professor""', '""sitcom""', '""secrets""', '""cooking hobby""? Actually advice: property of ""hearing a story""', '""teacher""', '""payment""', '""app."" Need to be spontaneously.']","['advice', '""college professor"", ""sitcom"", ""secrets"", ""cooking hobby""', 'social constellation', 'association', 'association', 'association']","[0.0, 0.0, 0.16666666666666666, 0.5]"
agony,"['midnight train', 'shattered glass', 'echoing canyon', '""dormant volcano? Better to keep more everyday. Let\'s craft: abandoned amusement park (desire for nostalgia vs horror)""', 'crowded subway (pressing', 'claustrophobia)', 'broken mirror', 'rattling clock? Hmm.']","['association', 'sensorimotor feature', 'association', 'association', 'social constellation', 'association', 'association']","[0.14285714285714285, 0.0, 0.14285714285714285, 0.7142857142857143]"
