word,properties,codes,frequencies
ability,"['paint', 'code', 'score', 'solve']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
accusation,"['courtroom', 'evidence', 'guilt', 'lawyer']","['association', 'association', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
achievement,"['trophy', 'graduation cap', 'home‑built garden', 'first code commit']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
activity,"['hiking', 'brainstorming', 'dance', 'community service']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.5, 0.25, 0.25, 0.0]"
addiction,"['cravings', 'scrolling', 'gambling', 'withdrawal']","['internal state and emotion', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
admiration,"['sunrise', 'teacher explaining a concept', 'rising tide', 'first steps into a new country']","['association', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
advantage,"['speed', 'innovation', 'resource management', 'risk tolerance']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
adventure,"['mountain climb', 'pirate ship', 'jungle trek', 'cliff jump']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
advice,"['midnight phone call', 'GPS recalculates', 'mentor handshake', 'coffee with boss']","['association', 'association', 'social constellation', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
agony,"['burnt toast on a sunny morning', 'echoing violin', 'buzzing cell at 3\\u202fa.m.', 'heavy weight📚']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
agreement,"['handshake', 'treaty', 'marriage', 'arbitration']","['sensorimotor feature', 'other abstract concept', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
amazement,"['fireworks', 'cliff at sunrise', 'deep ocean', 'child’s first word']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
ambition,"['ladder', 'mountain', 'skyscraper', 'rocket']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambush,"['silence', 'forest', 'hunter', 'prey']","['association', 'association', 'social constellation', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
amusement,"['circus', 'stand‑up comedy', 'video games', 'pranks']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
anger,"['traffic jam', 'hot coffee spill', 'lost keys', 'thunderstorm']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
anxiety,"['exam prep', 'early morning commute', 'first date', 'pacing in hallway']","['association', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
apology,"['broken vase', 'offering tea', 'genuine gaze', 'handwritten card']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
appearance,"['first impression', 'camera flash', 'costume change', 'public persona']","['association', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
appetite,"['breakfast', 'chef', 'dessert', 'cravings']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.25, 0.0]"
application,"['job application', 'mobile app', 'paint application', 'visa application']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
aptitude,"['test', 'curiosity', 'student', 'future']","['association', 'internal state and emotion', 'social constellation', 'other abstract concept']","[0.0, 0.25, 0.25, 0.5]"
argument,"['heated street clash over politics', 'courtroom advocacy', 'parent‑child discussion over allowances', 'roommate fight about shared chores']","['social constellation', 'social constellation', 'social constellation', 'social constellation']","[0.0, 0.0, 1.0, 0.0]"
art,"['museum', 'inspiration', 'brush', 'color']","['association', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
aspect,"['sunrise over the city skyline', 'quiet rustle of library pages', 'scent of fresh coffee', 'hum of a subway tunnel']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
assassination,"['political intrigue', 'suspense film', 'unresolved mystery', 'covert operation']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
assumption,"['hasty judgement', 'confidence interval', 'assert macro', 'default setting']","['internal state and emotion', 'other abstract concept', 'other abstract concept', 'association']","[0.0, 0.25, 0.0, 0.75]"
astonishment,"['clap', 'fireworks', 'roller coaster', 'moon landing']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
attack,"['pizza', 'chess opening', 'siren', 'bee sting']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
attention,"['phone notification', '""teacher\'s call on the playground""', '""detective\'s subtle observation""', 'crowd captivated by a live show']","['association', 'social constellation', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
attraction,"['rollercoaster loop', 'starlit sky', 'candy shop aroma', 'morning sea breeze']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
beauty,"['sunrise', 'painting', 'ocean', 'laughter']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
being,"['breath', 'echo', 'horizon', 'whisper']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
betrayal,"['broken trust', 'surprise plot twist', 'cold silence', 'painful lesson']","['internal state and emotion', 'association', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
blackmail,"['confidential data', 'courtroom', 'shock', 'poverty']","['association', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
boredom,"['waiting room', 'spilled coffee', 'staring at ceiling', 'calendar pages<|reserved_200016|>User text: ""1"".?']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
boycott,"['coffee chain', 'workers strike', 'online campaign', 'store closures']","['association', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
bravery,"['firefighter', 'whistleblower', 'marathon runner', 'front‑row protester']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.5, 0.0]"
career,"['ambition', 'résumé', 'networking', 'office']","['internal state and emotion', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
carefulness,"['tightrope', 'surgery', 'blueprint', 'scuba']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
catastrophe,"['earthquake', 'wildfire', 'oil spill', 'pandemic']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.75, 0.0, 0.25, 0.0]"
caution,"['tape', 'sign', 'harness', 'stair']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
challenge,"['mountain', 'debate', 'startup', 'marathon']","['sensorimotor feature', 'social constellation', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
chaos,"['traffic jam', 'thunderstorm', 'swirling vortex', 'creative brainstorm']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
character,"['hero', 'villain', 'costume', 'dialogue']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
charm,"['fox', 'perfume', 'spellbound', 'fairy']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
comfort,"['blanket', 'reading', 'home', 'gentle']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
commitment,"['wedding vows', 'planting a tree', 'meeting a deadline', 'signing up for a marathon']","['social constellation', 'association', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
comparison,"['apples', 'graph', 'exam', 'envy']","['association', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
compassion,"['volunteer at a soup kitchen', '""listen to an old woman\'s story""', 'comfort an injured animal', 'donate blood']","['social constellation', 'social constellation', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.75, 0.0]"
competence,"['interview', 'certificate', 'feedback', 'teamwork']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
compromise,"['negotiation', 'middle ground', 'dialogue', 'balance']","['social constellation', 'association', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.5, 0.5]"
compulsion,"['cleaning', 'tapping', 'scrolling', 'chewing']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
confession,"['closet', 'diary', 'courtroom', 'confessional']","['association', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
conflict,"['court case', 'family argument', 'political debate', 'dinner table disagreement']","['association', 'social constellation', 'social constellation', 'social constellation']","[0.0, 0.0, 0.75, 0.25]"
consideration,"['budgeting a trip', 'writing a meeting agenda', 'picking a color palette for a room', 'planning a surprise party for a friend']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
consolation,"['rain', 'blanket', 'warm soup', 'silence']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
contempt,"['icy glare', 'hollow applause', 'snubbed compliment', 'distant irony']","['sensorimotor feature', 'association', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
convention,"['keynote', 'handshake', 'poster session', 'dance floor']","['association', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
cooperation,"['teamwork', 'joint effort', 'consensus', 'coordination']","['social constellation', 'social constellation', 'social constellation', 'social constellation']","[0.0, 0.0, 1.0, 0.0]"
courage,"['first speech', 'lifeguard', 'bungee jump', 'standing up to bullies']","['association', 'social constellation', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
creativity,"['paint', 'dance', 'hackathon', 'thunderstorm']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'association']","[0.5, 0.0, 0.25, 0.25]"
crime,"['alleyways', 'sirens', 'justice', 'whistleblowers']","['association', 'association', 'other abstract concept', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
criticism,"['teacher grading papers', 'online product review', 'academic peer review', 'public backlash after a policy announcement']","['sensorimotor feature', 'association', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
cruelty,"['red-faced bully', 'silent interrogation room', 'iron bars', 'stifled laughter']","['social constellation', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
culture,"['cuisine', 'ceremonies', 'folklore', 'art']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
curiosity,"['science experiment', 'detective trail', 'first time on a roller coaster', 'hidden door']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
custom,"['tailored suits', 'family reunion', 'artisan craft', 'border paperwork']","['sensorimotor feature', 'social constellation', 'association', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
danger,"['car crash', 'electric shock', 'poisonous snake', 'stock market tumble']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
death,"['funeral', 'mourning', 'coffin', 'finality']","['association', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
decision,"['crossroads', 'consequences', 'deadline', 'brainpower']","['association', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
demand,"['invoice', 'protest chant', 'contract clause', 'price elasticity']","['association', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
desire,"['ambition', 'curiosity', 'romance', 'hunger']","['internal state and emotion', 'internal state and emotion', 'social constellation', 'sensorimotor feature']","[0.25, 0.5, 0.25, 0.0]"
desperation,"['chipped streetlamp', 'rain‑soaked alley', 'flickering neon sign', 'lone midnight bus stop']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
destruction,"['earthquake', 'fire', 'collapsed building', 'emergency sirens']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
detection,"['crime scene clues', 'radar sweep', 'blood test', 'security cameras']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
dictatorship,"['authoritarian control', 'censorship', 'fear', 'protests']","['other abstract concept', 'other abstract concept', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
difference,"['microscope', 'election', 'recipe', 'version control']","['sensorimotor feature', 'social constellation', 'association', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
difficulty,"['traffic jam', 'midterm exam hill', 'red tape']","['sensorimotor feature', 'association', 'association']","[0.3333333333333333, 0.0, 0.0, 0.6666666666666666]"
dignity,"['marble bust', 'formal speech', 'royal coronation', 'quiet determination']","['association', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
diligence,"['college thesis', 'coffee before dawn', 'organized notebooks', 'ticking clock']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
disadvantage,"['delayed flights', 'steep learning curve', 'limited resources', 'overlooked talent']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
disappointment,"['broken promise', 'rainstorm', 'empty seat', 'unopened gift']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
discovery,"['ancient cave', 'scientific breakthrough', 'life lesson', 'thrilling moment']","['association', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
disgust,"['rotting food', 'foul odor', 'visible mold', 'injustice']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
dismay,"['thunderstorm', 'empty theater', 'forgotten homework', 'crumpled letter']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
dispute,"['courtroom', 'evidence', 'settlement', 'arbitration']","['association', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
distance,"['desert', 'astronaut', 'marathon', 'map']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
distraction,"['phone notifications', 'bright lights', 'noisy theater', 'wandering thoughts']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
diversity,"['rainbow', 'cultures', 'ecosystems', 'ideas']","['association', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
doubt,"['question mark', 'detective pause', 'crossroads', 'critical thinking']","['association', 'internal state and emotion', 'association', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
downfall,"['cliff', 'sinking ship', 'curtain fall', 'dark omen']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
dream,"['sleep', 'nighttime', 'imagination', 'unconscious']","['sensorimotor feature', 'association', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
duty,"['army', 'courtroom', 'parent', 'oath']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
eagerness,"['sunrise hike', 'early flight', 'last‑minute ticket', 'new bookstore opening']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
effort,"['sweat', 'deadline', 'motivation', 'teamwork']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
elegance,"['moonlit garden', 'vintage watch', 'jazz club', 'violinist']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
emotion,"['thunder', 'melody', 'sunrise', 'canvas']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
enchantment,"['faerie glitter', 'ancient sigils', 'starlit clearing', 'murmuring brook']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
enthusiasm,"['team huddle', 'championship trophy', 'bright sunrise', 'viral video']","['social constellation', 'association', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
envy,"['trophy', 'smartphone', 'beach', 'car']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
error,"['glitch', 'typo', 'failed test', 'learning moment']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
event,"['birthday', 'wedding', 'product launch', 'conference']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
excitement,"['rollercoaster', 'fireworks', 'graduation', 'first kiss']","['sensorimotor feature', 'association', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
expectation,"['deadline pressure', 'stock prediction', 'wedding planning', 'lesson outcome']","['internal state and emotion', 'association', 'social constellation', 'association']","[0.0, 0.25, 0.25, 0.5]"
experience,"['concert', 'first kiss', 'hiking', 'paint']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
explanation,"['detective report', 'cooking recipe', 'physics equation', 'courtroom testimony']","['association', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
exploitation,"['child labor', 'data mining', 'resource extraction', 'corporate greed']","['social constellation', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
faithfulness,"['golden retriever', 'marriage vows', 'constant sunrise', 'unyielding compass']","['association', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
fantasy,"['dragons', 'portal', 'quest', 'imagination']","['association', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
fate,"['crystal ball', 'roulette wheel', 'broken compass', '""spider\'s web""']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
fear,"['night', 'scream', 'rapid heartbeat', 'shiver']","['association', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
fight,"['boxing ring', 'heated debate', 'self‑defense seminar', 'wrestling match']","['association', 'social constellation', 'social constellation', 'social constellation']","[0.0, 0.0, 0.75, 0.25]"
fitness,"['gym', 'running track', 'sweat', 'balanced diet']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
flexibility,"['yoga session', 'rock climber', 'improvisational acting', 'rubber band stretch']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
force,"['gravity', 'collision', 'military', 'electromagnetism']","['other abstract concept', 'sensorimotor feature', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
forgiveness,"['release of resentment', 'mending a friendship', 'bright new beginning', 'quiet catharsis']","['internal state and emotion', 'social constellation', 'association', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
freedom,"['open road', 'spontaneous dancing', 'stretching hand to wind', 'reading without a plan']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
fright,"['creepy doll', 'sudden noise', 'candlelight', 'sudden chill']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
frustration,"['traffic jam', 'missed deadline', 'broken phone', 'elevator stuck']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
