word,properties,codes,frequencies
ability,"['talent', 'skill', 'power', 'potential']","['association', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['trial', 'guilt', 'anger', 'evidence']","['other abstract concept', 'internal state and emotion', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.5, 0.0, 0.25]"
achievement,"['effort', 'reward', 'pride', 'recognition']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
activity,"['running', 'noise', 'energy', 'group']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
addiction,"['withdrawal', 'cravings', 'shame', 'loss']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'association']","[0.25, 0.5, 0.0, 0.25]"
admiration,"['applause', 'respect', 'loyalty', 'gratitude']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'internal state and emotion']","[0.25, 0.5, 0.25, 0.0]"
advantage,"['win', 'boost', 'edge', 'help']","['association', 'internal state and emotion', 'other abstract concept', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
adventure,"['journey', 'risk', 'excitement', 'map']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'association']","[0.25, 0.5, 0.0, 0.25]"
advice,"['guidance', 'listening', 'wisdom', 'regret']","['other abstract concept', 'sensorimotor feature', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
agony,"['pain', 'tears', 'silence', 'darkness']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
agreement,"['contract', 'compromise', 'discussion', 'signature']","['other abstract concept', 'other abstract concept', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
amazement,"['fireworks', 'gasp', 'wide-eyed', 'stillness']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
ambition,"['striving', 'pressure', 'reward', 'legacy']","['internal state and emotion', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
ambush,"['darkness', 'surprise', 'trap', 'danger']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
amusement,"['laughter', 'circus', 'games', 'park']","['internal state and emotion', 'association', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
anger,"['heat', 'shouting', 'fists', 'red']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.25, 0.25]"
anxiety,"['racing', 'tightness', 'worry', 'breath']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
apology,"['regret', 'silence', 'forgiveness', 'shame']","['internal state and emotion', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
