word,properties,codes,frequencies
ability,"['skill', 'potential', 'challenge', 'limit']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['trial', 'anger', 'doubt', 'evidence']","['other abstract concept', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
achievement,"['effort', 'reward', 'pride', 'recognition']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
activity,"['game', 'noise', 'movement', 'energy']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
addiction,"['withdrawal', 'shame', 'relapse', 'control']","['sensorimotor feature', 'internal state and emotion', 'association', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
admiration,"['applause', 'respect', 'hero', 'statue']","['association', 'internal state and emotion', 'social constellation', 'association']","[0.0, 0.25, 0.25, 0.5]"
advantage,"['win', 'lead', 'boost', 'edge']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
adventure,"['journey', 'risk', 'excitement', 'map']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'association']","[0.25, 0.5, 0.0, 0.25]"
advice,"['guidance', 'wisdom', 'listening', 'caution']","['other abstract concept', 'other abstract concept', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
agony,"['pain', 'scream', 'darkness', 'loss']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
agreement,"['contract', 'negotiation', 'compromise', 'signature']","['other abstract concept', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
amazement,"['fireworks', 'gasp', 'wide-eyed', 'stillness']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
ambition,"['drive', 'struggle', 'reward', 'legacy']","['internal state and emotion', 'internal state and emotion', 'association', 'association']","[0.0, 0.5, 0.0, 0.5]"
ambush,"['darkness', 'surprise', 'danger', 'trap']","['association', 'internal state and emotion', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
amusement,"['laughter', 'circus', 'games', 'park']","['internal state and emotion', 'association', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
anger,"['shouting', 'heat', 'fists', 'red']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
anxiety,"['racing', 'tightness', 'worry', 'breath']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
apology,"['regret', 'silence', 'forgiveness', 'shame']","['internal state and emotion', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
appearance,"['reflection', 'disguise', 'shadow', 'memory']","['sensorimotor feature', 'social constellation', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
appetite,"['food', 'hunger', 'craving', 'fullness']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
application,"['form', 'process', 'software', 'deadline']","['other abstract concept', 'other abstract concept', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
aptitude,"['test', 'learning', 'skill', 'potential']","['association', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
argument,"['shouting', 'anger', 'disagreement', 'tension']","['sensorimotor feature', 'internal state and emotion', 'other abstract concept', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
art,"['canvas', 'brush', 'color', 'sculpture']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
aspect,"['shadow', 'view', 'detail', 'form']","['association', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['darkness', 'betrayal', 'target', 'silence']","['association', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
assumption,"['bias', 'mistake', 'belief', 'judgment']","['association', 'association', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
astonishment,"['wide-eyed', 'silence', 'shock', 'breathlessness']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
attack,"['chaos', 'pain', 'fear', 'weapon']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
attention,"['spotlight', 'focus', 'request', 'notice']","['association', 'internal state and emotion', 'social constellation', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
attraction,"['magnet', 'pull', 'sparkle', 'heat']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
beauty,"['light', 'reflection', 'feeling', 'art']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
being,"['existence', 'consciousness', 'life', 'soul']","['other abstract concept', 'internal state and emotion', 'other abstract concept', 'association']","[0.0, 0.25, 0.0, 0.75]"
betrayal,"['guilt', 'broken', 'silence', 'distrust']","['internal state and emotion', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
blackmail,"['secrets', 'fear', 'money', 'consequences']","['association', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
boredom,"['gray', 'stillness', 'rain', 'slow']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
boycott,"['protest', 'strike', 'refusal', 'impact']","['social constellation', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.5, 0.25]"
bravery,"['shield', 'risk', 'courage', 'battle']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
career,"['pressure', 'ambition', 'timeline', 'ladder']","['internal state and emotion', 'internal state and emotion', 'other abstract concept', 'association']","[0.0, 0.5, 0.0, 0.5]"
carefulness,"['mistake', 'patience', 'risk', 'shield']","['association', 'internal state and emotion', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
catastrophe,"['rubble', 'chaos', 'fear', 'loss']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
caution,"['warning', 'risk', 'slow', 'careful']","['association', 'other abstract concept', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
challenge,"['effort', 'struggle', 'growth', 'reward']","['internal state and emotion', 'internal state and emotion', 'other abstract concept', 'association']","[0.0, 0.5, 0.0, 0.5]"
chaos,"['fire', 'storm', 'scramble', 'dark']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
character,"['story', 'role', 'flaw', 'voice']","['association', 'other abstract concept', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
charm,"['sparkle', 'smile', 'influence', 'velvet']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
comfort,"['blanket', 'warmth', 'silence', 'hug']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
commitment,"['vows', 'struggle', 'promise', 'weight']","['association', 'internal state and emotion', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
comparison,"['scales', 'charts', 'differences', 'judgment']","['sensorimotor feature', 'association', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
compassion,"['healing', 'kindness', 'comfort', 'empathy']","['association', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
competence,"['training', 'skill', 'confidence', 'leadership']","['association', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
