word,properties,codes,frequencies
abominable,"['Extreme dislike', 'Moral failing', 'Repulsive quality', 'Causes disgust', 'Horrendous behavior']","['introspective', 'entity', 'entity', 'introspective', 'taxonomic']","[0.2, 0.4, 0.0, 0.4]"
accessible,"['Easy', 'Open', 'Reachable', 'Available', 'Without barriers']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'introspective']","[0.8, 0.0, 0.0, 0.2]"
accurate,"['Measurement', 'Truthful', 'Close', 'Precision', 'Verification']","['situation', 'taxonomic', 'entity', 'entity', 'situation']","[0.2, 0.4, 0.4, 0.0]"
accusation,"['Blame', 'Formal', 'Serious', 'Formal statement', 'Implies wrongdoing']","['taxonomic', 'entity', 'entity', 'entity', 'situation']","[0.2, 0.6, 0.2, 0.0]"
admiration,"['Respect', 'Looking up', 'Genuine feeling', 'Often unspoken', 'Elevated view']","['taxonomic', 'introspective', 'entity', 'situation', 'introspective']","[0.2, 0.2, 0.2, 0.4]"
adoring,"['Deep fondness', 'Often expressed verbally', 'Related to love', 'Can be sentimental', 'Implies devotion']","['entity', 'situation', 'taxonomic', 'entity', 'entity']","[0.2, 0.6, 0.2, 0.0]"
affection,"['Warmth', 'Connection', 'Gentle feeling', 'Time spent', 'Expressing fondness']","['entity', 'entity', 'entity', 'introspective', 'situation']","[0.0, 0.6, 0.2, 0.2]"
affirmation,"['Promise', 'Repeating', 'Belief', 'Positive', 'Declaration']","['taxonomic', 'situation', 'entity', 'entity', 'taxonomic']","[0.4, 0.4, 0.2, 0.0]"
affordable,"['Cost-related', 'Within reach', ""Doesn't strain finances"", 'Relates to purchasing', 'Easy on the budget']","['entity', 'taxonomic', 'situation', 'entity', 'situation']","[0.2, 0.4, 0.4, 0.0]"
aging,"['Time’s effect', 'Decreasing strength', 'Skin changes', 'Growing older', 'Biological process']","['situation', 'entity', 'entity', 'taxonomic', 'taxonomic']","[0.4, 0.4, 0.2, 0.0]"
agitation,"['Restlessness', 'Internal disturbance', 'Unease', 'Often anxious', 'Seeking change']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'entity']","[0.6, 0.4, 0.0, 0.0]"
agree,"['Mutual', 'Shared', 'Concord', 'Decision', 'Harmony']","['entity', 'entity', 'taxonomic', 'entity', 'taxonomic']","[0.4, 0.6, 0.0, 0.0]"
amazing,"['Astonishment', 'Unexpected', 'Wow', 'Remarkable', 'Joyful surprise']","['introspective', 'entity', 'situation', 'taxonomic', 'introspective']","[0.2, 0.2, 0.2, 0.4]"
amused,"['Lighthearted', 'A gentle reaction', 'Smiling subtly', 'Not angry', 'Finding something pleasant']","['entity', 'situation', 'entity', 'introspective', 'introspective']","[0.0, 0.4, 0.2, 0.4]"
angry,"['Intense feeling', 'Raised voice', 'Facial redness', 'Reaction to injustice', 'Clenched fists']","['entity', 'entity', 'entity', 'situation', 'entity']","[0.0, 0.8, 0.2, 0.0]"
angst,"['Disquiet', 'Teenage', 'Unresolved', 'Yearning', 'Existential']","['taxonomic', 'situation', 'entity', 'entity', 'taxonomic']","[0.4, 0.4, 0.2, 0.0]"
annoyed,"['Discomfort', 'Mild irritation', 'A slight frown', 'Rising impatience', 'A quiet grumble']","['introspective', 'taxonomic', 'entity', 'introspective', 'situation']","[0.2, 0.2, 0.2, 0.4]"
anxious,"['Unease', 'Worrying', 'Future-focused', 'Restless', 'About something uncertain']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
appeal,"['Request', 'Higher authority', 'Legal argument', 'Persuasion', 'Change outcome']","['taxonomic', 'situation', 'situation', 'situation', 'situation']","[0.2, 0.0, 0.8, 0.0]"
appreciation,"['Feeling', 'Recognition', 'Gratitude', 'Value', 'Warmth']","['introspective', 'introspective', 'taxonomic', 'entity', 'introspective']","[0.2, 0.2, 0.0, 0.6]"
apprehensive,"['Uncertainty', 'Anticipation', 'Worried', 'Future-oriented', 'Hesitant']","['entity', 'entity', 'taxonomic', 'entity', 'situation']","[0.2, 0.6, 0.2, 0.0]"
ashamed,"['Feeling', 'Discomfort', 'Socially', 'Regretful', 'Mortified']","['taxonomic', 'entity', 'situation', 'taxonomic', 'taxonomic']","[0.6, 0.2, 0.2, 0.0]"
assassinate,"['Secret', 'Planned', 'Violence', 'Targeted', 'Eliminate']","['situation', 'situation', 'entity', 'situation', 'taxonomic']","[0.2, 0.2, 0.6, 0.0]"
atrocity,"['Extreme suffering', 'Moral failing', 'Mass violence', 'Beyond forgiveness', 'Cause of horror']","['entity', 'entity', 'situation', 'introspective', 'introspective']","[0.0, 0.4, 0.2, 0.4]"
avenge,"['Retribution', 'Wrongdoing', 'Justice', 'Response', 'Action']","['situation', 'situation', 'entity', 'taxonomic', 'taxonomic']","[0.4, 0.2, 0.4, 0.0]"
aversion,"['Dislike', 'Strong feeling', 'Resistance', 'Avoidance', 'Negative reaction']","['taxonomic', 'entity', 'situation', 'situation', 'taxonomic']","[0.4, 0.2, 0.4, 0.0]"
blessing,"['Gratitude', 'Positive', 'Unexpected', 'Good fortune', 'Divine']","['introspective', 'introspective', 'situation', 'taxonomic', 'situation']","[0.2, 0.0, 0.4, 0.4]"
bliss,"['Complete satisfaction', 'Quiet moments', 'Warmth', 'Serenity', 'Pure joy']","['taxonomic', 'situation', 'entity', 'taxonomic', 'taxonomic']","[0.6, 0.2, 0.2, 0.0]"
brave,"['Facing fear', 'Resisting danger', 'Strong spirit', 'Often selfless', 'Acts despite worry']","['situation', 'situation', 'entity', 'entity', 'situation']","[0.0, 0.4, 0.6, 0.0]"
calamity,"['Disaster', 'Significant harm', 'Sudden misfortune', 'Widespread suffering', 'Devastating event']","['taxonomic', 'entity', 'taxonomic', 'entity', 'taxonomic']","[0.6, 0.4, 0.0, 0.0]"
