word,properties,codes,frequencies
abominable,"['Disgust', 'Extreme disapproval', 'Moral failing', 'Something repulsive', 'Unacceptable behavior']","['introspective', 'introspective', 'entity', 'taxonomic', 'taxonomic']","[0.4, 0.2, 0.0, 0.4]"
accessible,"['Easy', 'Open', 'Reachable', 'Simple', 'Available']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'taxonomic']","[1.0, 0.0, 0.0, 0.0]"
accurate,"['Measurement', 'Truthful', 'Close', 'Details', 'Correct']","['situation', 'taxonomic', 'entity', 'situation', 'taxonomic']","[0.4, 0.2, 0.4, 0.0]"
accusation,"['Blame', 'Formal', 'Serious', 'Implies guilt', 'Presented publicly']","['taxonomic', 'entity', 'entity', 'entity', 'situation']","[0.2, 0.6, 0.2, 0.0]"
admiration,"['Respectful feeling', 'Looking up', 'Often unspoken', 'Acknowledging excellence', 'Warm glow']","['introspective', 'introspective', 'situation', 'introspective', 'introspective']","[0.0, 0.0, 0.2, 0.8]"
adoring,"['Deep affection', 'Looking up', 'Often unspoken', 'A feeling of warmth', 'Loyal sentiment']","['introspective', 'situation', 'situation', 'introspective', 'introspective']","[0.0, 0.0, 0.4, 0.6]"
affection,"['Warmth', 'Connection', 'Tenderness', 'Displayed openly', 'Often reciprocal']","['entity', 'entity', 'entity', 'situation', 'situation']","[0.0, 0.6, 0.4, 0.0]"
affirmation,"['Statement', 'Believe', 'Positive', 'Repeat', 'Strength']","['taxonomic', 'entity', 'entity', 'situation', 'entity']","[0.2, 0.6, 0.2, 0.0]"
affordable,"['Within reach', 'Budget-friendly', ""Doesn't strain finances"", 'Suitable for many', 'Reasonable cost']","['taxonomic', 'taxonomic', 'situation', 'introspective', 'taxonomic']","[0.6, 0.0, 0.2, 0.2]"
aging,"['Slow', 'Change', 'Time’s effect', 'Cells', 'Wear']","['situation', 'entity', 'situation', 'entity', 'entity']","[0.0, 0.6, 0.4, 0.0]"
agitation,"['Unease', 'Restlessness', 'Troubled', 'Internal disturbance', 'Heightened emotion']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'entity']","[0.6, 0.4, 0.0, 0.0]"
agree,"['Mutual', 'Harmony', 'Shared', 'Concur', 'Accord']","['entity', 'entity', 'entity', 'taxonomic', 'taxonomic']","[0.4, 0.6, 0.0, 0.0]"
amazing,"['Extraordinary', 'Astonishment', 'Remarkable', 'Surprise', 'Wonderful']","['taxonomic', 'introspective', 'taxonomic', 'introspective', 'taxonomic']","[0.6, 0.0, 0.0, 0.4]"
amused,"['Lighthearted', 'Gentle reaction', 'A smile', 'Not angry', 'Finding something funny']","['entity', 'situation', 'entity', 'introspective', 'introspective']","[0.0, 0.4, 0.2, 0.4]"
angry,"['Sharp', 'Hot', 'Discomfort', 'Raised voice', 'Resistance']","['introspective', 'entity', 'introspective', 'entity', 'entity']","[0.0, 0.6, 0.0, 0.4]"
angst,"['Emotion', 'Teenage', 'Unresolved', 'Yearning', 'Melancholy']","['taxonomic', 'situation', 'entity', 'entity', 'taxonomic']","[0.4, 0.4, 0.2, 0.0]"
annoyed,"['Mild', 'Restless', 'Slightly irritated', 'A response to bother', 'A quiet frustration']","['entity', 'entity', 'taxonomic', 'situation', 'taxonomic']","[0.4, 0.4, 0.2, 0.0]"
anxious,"['Unease', 'Future-focused', 'Racing thoughts', 'Increased heart rate', 'Worrying about something']","['taxonomic', 'entity', 'introspective', 'entity', 'introspective']","[0.2, 0.4, 0.0, 0.4]"
appeal,"['Request', 'Higher authority', 'Persuasion', 'Legal process', 'Change outcome']","['taxonomic', 'situation', 'situation', 'entity', 'situation']","[0.2, 0.2, 0.6, 0.0]"
appreciation,"['Feeling', 'Gratitude', 'Acknowledging value', 'Often expressed', 'Warm sensation']","['introspective', 'taxonomic', 'situation', 'situation', 'entity']","[0.2, 0.2, 0.4, 0.2]"
apprehensive,"['Uncertainty', 'Anticipation', 'Unease', 'Foreboding', 'Concerned']","['entity', 'entity', 'taxonomic', 'entity', 'taxonomic']","[0.4, 0.6, 0.0, 0.0]"
ashamed,"['Feeling', 'Loss', 'Discomfort', 'Regretful', 'Hidden']","['introspective', 'entity', 'introspective', 'introspective', 'situation']","[0.0, 0.2, 0.2, 0.6]"
assassinate,"['Intentional', 'Secret', 'Targeted', 'Violence', 'Political']","['situation', 'situation', 'situation', 'entity', 'entity']","[0.0, 0.4, 0.6, 0.0]"
astonished,"['Surprise', 'Wide-eyed', 'Silent', 'Temporary', 'Bewildered']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
atrocity,"['Extreme suffering', 'Violation', 'Moral wrong', 'Large scale', 'Unforgivable act']","['entity', 'entity', 'entity', 'entity', 'introspective']","[0.0, 0.8, 0.0, 0.2]"
avenge,"['Recklessness', 'Rightful', 'Retribution', 'Harm', 'Justice']","['situation', 'introspective', 'taxonomic', 'entity', 'entity']","[0.2, 0.4, 0.2, 0.2]"
aversion,"['Dislike', 'Strong feeling', 'Avoidance', 'Resistance', 'Negative reaction']","['taxonomic', 'entity', 'situation', 'situation', 'taxonomic']","[0.4, 0.2, 0.4, 0.0]"
blessing,"['Gratitude', 'Good fortune', 'Often spoken', 'Feels warm', 'Divine favor']","['introspective', 'entity', 'situation', 'introspective', 'entity']","[0.0, 0.4, 0.2, 0.4]"
bliss,"['Complete contentment', 'Quiet joy', 'A fleeting moment', 'Warmth', 'Serenity']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
brave,"['Risk', 'Fearless', 'Facing danger', 'Courageous act', 'Protecting others']","['introspective', 'taxonomic', 'situation', 'situation', 'situation']","[0.2, 0.0, 0.6, 0.2]"
calamity,"['Disaster', 'Widespread damage', 'Sudden misfortune', 'Loss, suffering', 'Devastating event']","['taxonomic', 'entity', 'taxonomic', 'entity', 'taxonomic']","[0.6, 0.4, 0.0, 0.0]"
callous,"['Hardened', 'Skin', 'Injury', 'Unfeeling', 'Resistance']","['entity', 'entity', 'situation', 'taxonomic', 'entity']","[0.2, 0.6, 0.2, 0.0]"
carelessness,"['Negligence', 'Lack of attention', 'Resulting in errors', 'Often unintentional', 'Ignoring responsibilities']","['taxonomic', 'entity', 'entity', 'entity', 'situation']","[0.2, 0.6, 0.2, 0.0]"
charitable,"['Giving', 'Altruistic', 'Concern', 'Benefit', 'Needs']","['situation', 'taxonomic', 'entity', 'situation', 'introspective']","[0.2, 0.2, 0.4, 0.2]"
cheerful,"['Joyful', 'Bright', 'Sunlight', 'Positive', 'Warmth']","['taxonomic', 'entity', 'situation', 'introspective', 'entity']","[0.2, 0.4, 0.2, 0.2]"
childlike,"['Innocence', 'Unaware', 'Playful', 'Simple', 'Curious']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
clever,"['Solution', 'Resourceful', 'Quick-witted', 'Insightful', 'Adaptable']","['entity', 'taxonomic', 'taxonomic', 'taxonomic', 'entity']","[0.6, 0.4, 0.0, 0.0]"
clueless,"['Lack of awareness', 'Uninformed position', 'Ignoring reality', 'Simple mistake', 'Without guidance']","['entity', 'entity', 'entity', 'situation', 'introspective']","[0.0, 0.6, 0.2, 0.2]"
cocky,"['Overconfident', 'Arrogant attitude', 'Bragging', 'Youthful exuberance', 'Often undeserved belief']","['taxonomic', 'entity', 'entity', 'situation', 'entity']","[0.2, 0.6, 0.2, 0.0]"
coerce,"['Pressure', 'Compliance', 'Forceful', 'Resistance', 'Influence']","['situation', 'situation', 'situation', 'situation', 'taxonomic']","[0.2, 0.0, 0.8, 0.0]"
commitment,"['Promise', 'Responsibility', 'Binding', 'Long-term', 'Sacrifice']","['taxonomic', 'entity', 'entity', 'situation', 'introspective']","[0.2, 0.4, 0.2, 0.2]"
compassionate,"['Empathy', 'Understanding suffering', 'Gentle action', 'Concern for others', 'Offering support']","['entity', 'entity', 'situation', 'entity', 'situation']","[0.0, 0.6, 0.4, 0.0]"
completion,"['Final stage', 'Bringing to an end', 'Fully done', 'Result of effort', 'A state of wholeness']","['entity', 'situation', 'entity', 'introspective', 'entity']","[0.0, 0.6, 0.2, 0.2]"
conceit,"['Excessive pride', 'Overestimation', 'Arrogance', 'Self-importance', 'Unwarranted confidence']","['taxonomic', 'entity', 'taxonomic', 'taxonomic', 'entity']","[0.6, 0.4, 0.0, 0.0]"
conspire,"['Secret', 'Agreement', 'Hidden', 'Plot', 'Toward a goal']","['situation', 'situation', 'situation', 'taxonomic', 'situation']","[0.2, 0.0, 0.8, 0.0]"
contempt,"['Disdain', 'Superiority', 'Dismissive', 'Resentment', 'Lack of respect']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
courage,"['Facing fear', 'Difficult situations', 'Inner strength', 'Doing what’s right', 'Resilience in hardship']","['situation', 'situation', 'entity', 'situation', 'entity']","[0.0, 0.4, 0.6, 0.0]"
courageous,"['Facing fear', 'Standing tall', 'Despite risk', 'Doing what’s right', 'Inner strength']","['situation', 'entity', 'introspective', 'situation', 'entity']","[0.0, 0.4, 0.4, 0.2]"
cowardice,"['Fearful reaction', 'Avoidance of danger', 'Ignoring responsibility', 'Moral failing', 'Lack of bravery']","['entity', 'entity', 'entity', 'introspective', 'introspective']","[0.0, 0.6, 0.0, 0.4]"
crabby,"['Irritable', 'Low mood', 'Short-tempered', 'Grumpy', 'Unpleasant demeanor']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'entity']","[0.8, 0.2, 0.0, 0.0]"
criticize,"['Evaluation', 'Judgment', 'Pointing out flaws', 'Often written', 'Constructive feedback']","['introspective', 'introspective', 'situation', 'situation', 'taxonomic']","[0.2, 0.0, 0.4, 0.4]"
cruel,"['Painful', 'Deliberate', 'Intentional', 'Without empathy', 'Unfeeling']","['entity', 'entity', 'entity', 'introspective', 'introspective']","[0.0, 0.6, 0.0, 0.4]"
curiosity,"['Questioning', 'Seeking', 'Wonder', 'Investigation', 'Inquisitive']","['situation', 'situation', 'taxonomic', 'situation', 'taxonomic']","[0.4, 0.0, 0.6, 0.0]"
dedication,"['Commitment', 'Effortful', 'Long-term', 'Purposeful', 'Sacrifice']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
degeneration,"['Loss', 'Worsening', 'Cellular', 'Progressive', 'Breakdown']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'taxonomic']","[0.8, 0.2, 0.0, 0.0]"
delighted,"['Joyful', 'Surprise', 'Warmth', 'Contentment', 'Genuine happiness']","['taxonomic', 'introspective', 'introspective', 'taxonomic', 'taxonomic']","[0.6, 0.0, 0.0, 0.4]"
deplorable,"['Bad', 'Unacceptable', 'Shocking', 'Causes disgust', 'Morally wrong']","['taxonomic', 'taxonomic', 'introspective', 'introspective', 'introspective']","[0.4, 0.0, 0.0, 0.6]"
depravity,"['Moral failing', 'Extreme corruption', 'Loss of standards', 'Darkness within', 'Shameful acts']","['taxonomic', 'taxonomic', 'entity', 'entity', 'situation']","[0.4, 0.4, 0.2, 0.0]"
depressed,"['Low mood', 'Darkened spirits', 'Reduced energy', 'Feeling downcast', 'Lack of joy']","['entity', 'entity', 'entity', 'entity', 'introspective']","[0.0, 0.8, 0.0, 0.2]"
derogatory,"['Insulting', 'Lowers esteem', 'Implies inferiority', 'Often spoken', 'Harms feelings']","['taxonomic', 'situation', 'entity', 'situation', 'introspective']","[0.2, 0.2, 0.4, 0.2]"
despairing,"['Loss', 'Darkness', 'Empty', 'Without hope', 'Quiet suffering']","['entity', 'entity', 'entity', 'entity', 'introspective']","[0.0, 0.8, 0.0, 0.2]"
desperate,"['Need', 'Without hope', 'Extreme', 'Urgent', 'Last resort']","['introspective', 'entity', 'entity', 'entity', 'introspective']","[0.0, 0.6, 0.0, 0.4]"
despondent,"['Low', 'Diminished hope', 'Heavy feeling', 'Following loss', 'Quiet sorrow']","['introspective', 'entity', 'introspective', 'situation', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
detest,"['Strong dislike', 'Intense aversion', 'Feeling of repugnance', 'Forceful rejection', 'Persistent opposition']","['taxonomic', 'taxonomic', 'introspective', 'situation', 'situation']","[0.4, 0.0, 0.4, 0.2]"
devotion,"['Strong feeling', 'Loyalty', 'Unwavering', 'Often expressed', 'Time and effort']","['entity', 'taxonomic', 'entity', 'situation', 'introspective']","[0.2, 0.4, 0.2, 0.2]"
dignity,"['Respect', 'Self-worth', 'Graceful bearing', 'Maintaining composure', 'Facing hardship']","['entity', 'entity', 'situation', 'situation', 'situation']","[0.0, 0.4, 0.6, 0.0]"
disadvantage,"['Hindrance', 'Impairment', 'Negative effect', 'Unequal footing', 'Reduced chance']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'entity']","[0.6, 0.4, 0.0, 0.0]"
disappointed,"['Loss', 'Expectation', 'Sadness', 'Subdued', 'Letdown']","['entity', 'introspective', 'introspective', 'entity', 'taxonomic']","[0.2, 0.4, 0.0, 0.4]"
disapproval,"['Feeling', 'Negative', 'Reaction', 'Silence', 'Resistance']","['taxonomic', 'introspective', 'taxonomic', 'situation', 'situation']","[0.4, 0.0, 0.4, 0.2]"
disastrous,"['Complete failure', 'Severe damage', 'Negative outcome', 'Unfortunate event', 'Catastrophic result']","['entity', 'entity', 'entity', 'taxonomic', 'entity']","[0.2, 0.8, 0.0, 0.0]"
disgruntled,"['Unhappy', 'Resentful', 'Annoyed', 'Quietly displeased', 'Mildly irritated']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'taxonomic']","[1.0, 0.0, 0.0, 0.0]"
disgusted,"['Feeling', 'Strong aversion', 'Reacts to something unpleasant', 'Often expressed verbally', 'Internal reaction']","['taxonomic', 'entity', 'situation', 'situation', 'entity']","[0.2, 0.4, 0.4, 0.0]"
dislike,"['Feeling', 'Negative reaction', 'Opposition', 'Aversion', 'Not wanting']","['taxonomic', 'introspective', 'entity', 'taxonomic', 'introspective']","[0.4, 0.2, 0.0, 0.4]"
disloyalty,"['Breach', 'Trust', 'Betrayal', 'Broken promise', 'Harmful consequence']","['taxonomic', 'entity', 'taxonomic', 'situation', 'entity']","[0.4, 0.4, 0.2, 0.0]"
disobey,"['Against rules', 'Refusal', 'Consequence', 'Authority', 'Negative action']","['situation', 'taxonomic', 'entity', 'situation', 'introspective']","[0.2, 0.2, 0.4, 0.2]"
displeased,"['Negative reaction', 'Mild annoyance', 'A quiet feeling', 'Not satisfied', 'Subdued expression']","['introspective', 'taxonomic', 'entity', 'introspective', 'entity']","[0.2, 0.4, 0.0, 0.4]"
disposable,"['Temporary', 'Single-use', 'Trash', 'Plastic', 'Discarded']","['entity', 'entity', 'situation', 'entity', 'situation']","[0.0, 0.6, 0.4, 0.0]"
dodgy,"['Unreliable', 'Suspicious', 'Questionable', 'Shady', 'Potentially harmful']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'entity']","[0.8, 0.2, 0.0, 0.0]"
