word,properties,codes,frequencies
ability,"['competition', 'ladder', 'mastery', 'recognition']","['social constellation', 'association', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.5, 0.25]"
accusation,"['courtroom', 'defiance', 'legal documents', 'reputational damage']","['association', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
achievement,"['reward', 'sacrifice', 'celebration', 'pride']","['association', 'association', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
activity,"['sports', 'gathering', 'routine', 'play']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
addiction,"['withdrawal symptoms', 'isolation', 'relapse', 'loss of control']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
admiration,"['silent respect', 'trophy', 'inspired imitation', 'awe-filled gaze']","['internal state and emotion', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
advantage,"['head start', 'strategic move', 'favorable timing', 'resource edge']","['association', 'other abstract concept', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
adventure,"['map', 'risk', 'discovery', 'journey']","['sensorimotor feature', 'internal state and emotion', 'association', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
advice,"['mentorship', 'conflict resolution', 'life choices', 'expert counsel']","['social constellation', 'social constellation', 'other abstract concept', 'association']","[0.0, 0.0, 0.5, 0.5]"
agony,"['broken bone', 'screaming child', 'lost love', 'burning pain']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.25, 0.0]"
agreement,"['contract', 'peace treaty', 'collaborative project', 'handshake']","['other abstract concept', 'other abstract concept', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
amazement,"['fireworks display', 'hidden room discovery', 'rainbow aftermath', '""street artist\'s live creation""']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
ambition,"['career ladder', 'sacrifices', 'competitive drive', 'overcoming obstacles']","['association', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
ambush,"['covert strike', 'dense foliage', 'sudden emergence', 'concealed weapons']","['other abstract concept', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
amusement,"['clown', 'joke', 'roller coaster', 'magic show']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
anger,"['clenched fists', 'road rage', 'conflict', 'red face']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'sensorimotor feature']","[0.5, 0.25, 0.25, 0.0]"
anxiety,"['racing heart', 'public speaking', 'financial stress', 'chest tightness']","['sensorimotor feature', 'social constellation', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
apology,"['mistake at work', 'heartfelt tone', 'public statement', 'emotional relief']","['association', 'internal state and emotion', 'social constellation', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
appearance,"['mirror', 'disguise', 'first impression', 'facade']","['sensorimotor feature', 'association', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
appetite,"['stomach growling', 'meal planning', 'chocolate cravings', 'adventurous eating']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
application,"['form submission', 'mobile interface', 'painting surface', 'code execution']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
aptitude,"['problem-solving', 'skill mastery', 'academic success', 'career progression']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
argument,"['disagreement', 'debate', 'legal trial', 'emotional tension']","['other abstract concept', 'social constellation', 'association', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
art,"['canvas', 'exhibition', 'expression', 'innovation']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.25, 0.25]"
aspect,"['camera angle', 'architectural feature', 'analytical viewpoint', 'geometric ratio']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
assassination,"['hidden weapon', 'secret plot', 'sudden death', 'political intrigue']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
assumption,"['blind acceptance', 'default state', 'uncertain basis', 'unverified premise']","['internal state and emotion', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
astonishment,"['sudden loud noise', 'witnessing astronomical phenomenon', 'gasping', 'moment of realization']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
attack,"['ambush', 'firewall', 'adrenaline', 'predator']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
attention,"['classroom', 'distraction', 'spotlight', 'notification']","['social constellation', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.25, 0.25]"
attraction,"['magnet', 'orbit', 'spark', 'gravitational pull']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
beauty,"['sunset', 'rose', 'reflection', 'sculpture']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
being,"['existence', 'presence', 'identity', 'essence']","['other abstract concept', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
betrayal,"['broken promises', 'secret revealed', 'silent confrontation', 'fractured trust']","['association', 'association', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
blackmail,"['secret leverage', 'forced compliance', 'exposure threat', 'fear of ruin']","['association', 'social constellation', 'association', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
boredom,"['waiting in line', 'empty room', 'listless afternoon', 'endless scrolling']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
boycott,"['refusal to engage', 'economic pressure', 'public defiance', 'nonviolent resistance']","['sensorimotor feature', 'association', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
bravery,"['battlefield', 'silent defiance', 'storm survival', '""lion\'s roar""']","['association', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
career,"['job interview', 'salary negotiation', 'professional development', 'workplace culture']","['social constellation', 'social constellation', 'other abstract concept', 'social constellation']","[0.0, 0.0, 0.75, 0.25]"
carefulness,"['double-checking', 'fragile handling', 'meticulous organization', 'cautious navigation']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.5, 0.0, 0.0]"
catastrophe,"['volcanic eruption', 'financial ruin', 'shattered glass', 'silence']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
caution,"['traffic sign', 'slowed movement', 'checking surroundings', 'alertness']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
challenge,"['competition', 'growth', 'pressure', 'risk']","['social constellation', 'other abstract concept', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
chaos,"['collapsing building', 'crowded marketplace', 'stormy sea', 'computer system glitching']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.25, 0.25]"
character,"['trait', 'narrative', 'integrity', 'persona']","['other abstract concept', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
charm,"['spellbook', 'enchanted locket', 'secret garden', 'mischievous wink']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
