word,properties,codes,frequencies
ability,"['competition', 'problem-solving', 'learning new skills', 'physical endurance']","['social constellation', 'internal state and emotion', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.5, 0.25, 0.0]"
accusation,"['courtroom drama', 'defiant response', 'written evidence', 'public scrutiny']","['association', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
achievement,"['pride', 'trophy', 'recognition', 'celebration']","['internal state and emotion', 'association', 'social constellation', 'social constellation']","[0.0, 0.25, 0.5, 0.25]"
activity,"['exercise', 'competition', 'teamwork', 'energy']","['sensorimotor feature', 'social constellation', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.5, 0.0]"
addiction,"['cycle of craving', 'loss of control', 'withdrawal symptoms', 'secrecy']","['internal state and emotion', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.5, 0.25, 0.0]"
admiration,"['trophy', 'silent gaze', 'reverence', 'radiant smile']","['association', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
advantage,"['chess strategy', 'market edge', 'insider info', 'prime location']","['association', 'other abstract concept', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
adventure,"['unknown paths', 'risk-taking', 'discovery', 'excitement']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
advice,"['doctor-patient conversation', 'mentor-guided decision', 'family conflict resolution', 'strategic business planning']","['social constellation', 'social constellation', 'social constellation', 'social constellation']","[0.0, 0.0, 1.0, 0.0]"
agony,"['searing burn', 'shattered silence', 'relentless scream', 'hollow ache']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
agreement,"['contract signing', 'team collaboration', 'peace treaty', 'negotiation process']","['sensorimotor feature', 'social constellation', 'association', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
amazement,"['supernova', 'revelation', 'stunned silence', 'kaleidoscope']","['association', 'other abstract concept', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
ambition,"['climbing a mountain', 'burning light inside', 'blueprint for success', 'weight on shoulders']","['association', 'internal state and emotion', 'other abstract concept', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
ambush,"['hidden location', 'sudden attack', 'tactical maneuver', 'deceptive strategy']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
amusement,"['laughter', 'circus', 'thrill', 'distraction']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
anger,"['clenched fists', 'traffic jam', 'burning car engine', 'slammed door']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
anxiety,"['racing heart', 'waiting in line', 'cluttered room', 'avoiding eye contact']","['sensorimotor feature', 'association', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
