word,properties,codes,frequencies
ability,"['speech', 'competition', 'confidence', 'mastery']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.25, 0.25]"
accusation,"['courtroom', 'confrontation', 'reputation damage', 'legal document']","['association', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
achievement,"['trophy', 'pride', 'milestone', 'recognition']","['association', 'internal state and emotion', 'other abstract concept', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
activity,"['movement', 'energy', 'crowd', 'goal']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'other abstract concept']","[0.5, 0.0, 0.25, 0.25]"
addiction,"['withdrawal', 'cravings', 'neglect', 'isolation']","['internal state and emotion', 'internal state and emotion', 'social constellation', 'social constellation']","[0.0, 0.5, 0.5, 0.0]"
admiration,"['sculpture', 'sincerity', 'silent nod', 'fleeting glow']","['association', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
advantage,"['chessboard control', 'racing lead', 'exclusive access', 'strategic negotiation']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'social constellation']","[0.5, 0.0, 0.5, 0.0]"
adventure,"['maps', 'danger', 'unknown', 'thrill']","['association', 'sensorimotor feature', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
advice,"['conflict resolution', 'mentorship', 'decision-making', 'unsolicited suggestions']","['other abstract concept', 'social constellation', 'other abstract concept', 'association']","[0.0, 0.0, 0.25, 0.75]"
agony,"['burning chest', 'trapped in darkness', 'scream echoing', 'electric shock']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
agreement,"['legal contract', 'conflict resolution', 'shared understanding', 'implemented plan']","['other abstract concept', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
