word,response,properties
abominable,"Extremely hateful
Morally disgusting
Shockingly bad
Inspires revulsion
Deserving condemnation","['Extremely hateful', 'Morally disgusting', 'Shockingly bad', 'Inspires revulsion', 'Deserving condemnation']"
accessible,"Easy to reach
Simple to use
Available to many people
Not blocked by barriers
Includes disabilities","['Easy to reach', 'Simple to use', 'Available to many people', 'Not blocked by barriers', 'Includes disabilities']"
accurate,"Free of mistakes
Matches reality
Correct measurement
Precise result
Faithful to facts","['Free of mistakes', 'Matches reality', 'Correct measurement', 'Precise result', 'Faithful to facts']"
accusation,"Claim of wrongdoing
Directed at someone
Spoken or written
Often without proof yet
Common in conflict or court","['Claim of wrongdoing', 'Directed at someone', 'Spoken or written', 'Often without proof yet', 'Common in conflict or court']"
admiration,"Respect for excellence
Warm positive feeling
Often toward a person
Inspired by qualities or achievements
Looking up to someone","['Respect for excellence', 'Warm positive feeling', 'Often toward a person', 'Inspired by qualities or achievements', 'Looking up to someone']"
adoring,"Loving gaze
Full of affection
Looking up to someone
Warm, tender attention
Often shown toward a beloved person","['Loving gaze', 'Full of affection', 'Looking up to someone', 'Warm, tender attention', 'Often shown toward a beloved person']"
affection,"Warm feeling
Directed toward someone
Shown by gentle touch
Caring, tender behavior
Common in close relationships","['Warm feeling', 'Directed toward someone', 'Shown by gentle touch', 'Caring, tender behavior', 'Common in close relationships']"
affirmation,"Positive statement
Declares something true
Often spoken aloud
Used for encouragement
Self-help or confidence practice","['Positive statement', 'Declares something true', 'Often spoken aloud', 'Used for encouragement', 'Self-help or confidence practice']"
affordable,"Low price
Within budget
Easy to pay for
Not financially straining
Ordinary people can buy it","['Low price', 'Within budget', 'Easy to pay for', 'Not financially straining', 'Ordinary people can buy it']"
aging,"Growing older
Gradual bodily change
Wrinkles and gray hair
Happens over time
In people, animals, and things","['Growing older', 'Gradual bodily change', 'Wrinkles and gray hair', 'Happens over time', 'In people, animals, and things']"
agitation,"Restless state
Nervous energy
Unable to stay calm
Pacing or fidgeting
Caused by worry or upset","['Restless state', 'Nervous energy', 'Unable to stay calm', 'Pacing or fidgeting', 'Caused by worry or upset']"
agree,"Same opinion
Say yes
Accept a proposal
Think it is true
Be in accord","['Same opinion', 'Say yes', 'Accept a proposal', 'Think it is true', 'Be in accord']"
amazing,"Causes wonder
Better than expected
Strongly impressive
Makes people say “wow”
Rarely disappointing","['Causes wonder', 'Better than expected', 'Strongly impressive', 'Makes people say “wow”', 'Rarely disappointing']"
amused,"Mildly entertained
Small smile
By something funny
Lighthearted reaction
Not serious laughter","['Mildly entertained', 'Small smile', 'By something funny', 'Lighthearted reaction', 'Not serious laughter']"
angry,"Strong displeasure
Wants to argue
Frowning face
Raised voice
After unfair treatment","['Strong displeasure', 'Wants to argue', 'Frowning face', 'Raised voice', 'After unfair treatment']"
angst,"Deep unease
Dread about life
Often in adolescence
Brooding, restless feeling
Inner emotional turmoil","['Deep unease', 'Dread about life', 'Often in adolescence', 'Brooding, restless feeling', 'Inner emotional turmoil']"
annoyed,"Mild irritation
Caused by repeated nuisance
Not fully angry
Impatient expression
Wants it to stop","['Mild irritation', 'Caused by repeated nuisance', 'Not fully angry', 'Impatient expression', 'Wants it to stop']"
anxious,"Worried about what might happen
Uneasy waiting
Tense body
Restless, hard to relax
Before an important event","['Worried about what might happen', 'Uneasy waiting', 'Tense body', 'Restless, hard to relax', 'Before an important event']"
appeal,"Attractiveness
Makes people interested
Draws admiration
Pleasing quality
In products, places, or people","['Attractiveness', 'Makes people interested', 'Draws admiration', 'Pleasing quality', 'In products, places, or people']"
appreciation,"Recognition of value
For help, beauty, or effort
Warm thankful feeling
Often shown by praise
Can increase over time","['Recognition of value', 'For help, beauty, or effort', 'Warm thankful feeling', 'Often shown by praise', 'Can increase over time']"
apprehensive,"Uneasy about what may happen
Before a test or difficult conversation
Expecting possible trouble
Tense, worried body feeling
Hesitant, not fully reassured","['Uneasy about what may happen', 'Before a test or difficult conversation', 'Expecting possible trouble', 'Tense, worried body feeling', 'Hesitant, not fully reassured']"
