word,response,properties
abominable,"Extremely hateful or disgusting
Causes moral revulsion
Describes something deserving strong condemnation
Often paired with snowman in folklore
Intensely unpleasant beyond ordinary dislike","['Extremely hateful or disgusting', 'Causes moral revulsion', 'Describes something deserving strong condemnation', 'Often paired with snowman in folklore', 'Intensely unpleasant beyond ordinary dislike']"
accessible,"Easy to reach or enter
Available to everyone, including people with disabilities
Ramps and wide doorways
Simple to understand or use
No barriers preventing participation","['Easy to reach or enter', 'Available to everyone, including people with disabilities', 'Ramps and wide doorways', 'Simple to understand or use', 'No barriers preventing participation']"
accurate,"Correct
Free from errors
Hitting the intended target
Precise measurement
Matches the truth exactly","['Correct', 'Free from errors', 'Hitting the intended target', 'Precise measurement', 'Matches the truth exactly']"
accusation,"Claim that someone did something wrong
Spoken or written in courtrooms
Points blame at another person
Often begins a legal proceeding
The targeted person must defend themselves","['Claim that someone did something wrong', 'Spoken or written in courtrooms', 'Points blame at another person', 'Often begins a legal proceeding', 'The targeted person must defend themselves']"
admiration,"Deep respect felt toward someone impressive
Looking up to a person's achievements or qualities
Warm positive feeling, stronger than simple liking
Often directed at heroes, role models, or skilled performers
Expressed through praise, attentive gazing, or emulation","['Deep respect felt toward someone impressive', ""Looking up to a person's achievements or qualities"", 'Warm positive feeling, stronger than simple liking', 'Often directed at heroes, role models, or skilled performers', 'Expressed through praise, attentive gazing, or emulation']"
adoring,"Gazing with deep affection
Worship-like devotion toward someone
Eyes wide and warm
A fan toward their idol
Expressing intense loving admiration","['Gazing with deep affection', 'Worship-like devotion toward someone', 'Eyes wide and warm', 'A fan toward their idol', 'Expressing intense loving admiration']"
affection,"Warm feeling toward someone
Expressed through hugs and kisses
Gentle caring fondness
Felt between parent and child
Deeper than liking but softer than passion","['Warm feeling toward someone', 'Expressed through hugs and kisses', 'Gentle caring fondness', 'Felt between parent and child', 'Deeper than liking but softer than passion']"
affirmation,"Positive statement declared as truth
Self-encouragement spoken aloud
Repeated daily like a ritual
Builds confidence and belief
Agreement or confirmation of something","['Positive statement declared as truth', 'Self-encouragement spoken aloud', 'Repeated daily like a ritual', 'Builds confidence and belief', 'Agreement or confirmation of something']"
affordable,"Reasonably priced
Within your budget
Won't cause financial strain
Accessible to average income earners
Opposite of expensive","['Reasonably priced', 'Within your budget', ""Won't cause financial strain"", 'Accessible to average income earners', 'Opposite of expensive']"
aging,"Gradual biological process over time
Wrinkles and gray hair
Happens to all living things
Loss of youthful vitality
Growing older each year","['Gradual biological process over time', 'Wrinkles and gray hair', 'Happens to all living things', 'Loss of youthful vitality', 'Growing older each year']"
agitation,"Restless nervous energy
Inability to stay still
Emotional disturbance or unease
Pacing back and forth
Stirring up or shaking vigorously","['Restless nervous energy', 'Inability to stay still', 'Emotional disturbance or unease', 'Pacing back and forth', 'Stirring up or shaking vigorously']"
agree,"Share the same opinion as another person
Nod your head yes
Opposite of disagree or argue
Say ""yes"" to a proposal or plan
Reach a mutual understanding together","['Share the same opinion as another person', 'Nod your head yes', 'Opposite of disagree or argue', 'Say ""yes"" to a proposal or plan', 'Reach a mutual understanding together']"
amazing,"Jaw-dropping experience
Exceeds all expectations
Leaves you speechless
Eyes wide with wonder
Remarkably impressive quality","['Jaw-dropping experience', 'Exceeds all expectations', 'Leaves you speechless', 'Eyes wide with wonder', 'Remarkably impressive quality']"
amused,"Entertained by something funny or lighthearted
Slight smile or chuckle
Feeling when watching a comedian perform
Pleased in a lighthearted, not serious way
Often shown by a smirk or twinkling eyes","['Entertained by something funny or lighthearted', 'Slight smile or chuckle', 'Feeling when watching a comedian perform', 'Pleased in a lighthearted, not serious way', 'Often shown by a smirk or twinkling eyes']"
angry,"Feeling of strong displeasure toward someone or something
Furrowed brows and clenched fists
Raised voice and sharp tone
Face turns red
Triggered by being wronged or frustrated","['Feeling of strong displeasure toward someone or something', 'Furrowed brows and clenched fists', 'Raised voice and sharp tone', 'Face turns red', 'Triggered by being wronged or frustrated']"
angst,"Deep inner dread without specific cause
Existential unease about life's meaning
Teenage years commonly associated
Heavy feeling in chest
German-origin emotion word describing pervasive worry","['Deep inner dread without specific cause', ""Existential unease about life's meaning"", 'Teenage years commonly associated', 'Heavy feeling in chest', 'German-origin emotion word describing pervasive worry']"
annoyed,"Mild irritation
Furrowed brow
Exasperated sigh
Someone repeatedly bothering you
Less intense than angry","['Mild irritation', 'Furrowed brow', 'Exasperated sigh', 'Someone repeatedly bothering you', 'Less intense than angry']"
