word,response,properties
abominable,"Causes moral revulsion
Deserves hatred
Extremely unpleasant
Unforgivable actions
Describes a legendary snowman","['Causes moral revulsion', 'Deserves hatred', 'Extremely unpleasant', 'Unforgivable actions', 'Describes a legendary snowman']"
accessible,"Easy to get to
Can be entered
Usable by anyone
Lacks physical barriers
Has wheelchair ramps","['Easy to get to', 'Can be entered', 'Usable by anyone', 'Lacks physical barriers', 'Has wheelchair ramps']"
accurate,"Zero mistakes
Hits the bull's-eye
Matches reality
Essential for measurements
Lands on target","['Zero mistakes', ""Hits the bull's-eye"", 'Matches reality', 'Essential for measurements', 'Lands on target']"
accusation,"Pointing a finger
Saying someone did something wrong
Heard in court
Makes you defensive
Saying ""you did it""","['Pointing a finger', 'Saying someone did something wrong', 'Heard in court', 'Makes you defensive', 'Saying ""you did it""']"
admiration,"Looking up to someone
Thinking highly of them
Deeply impressed
Feeling inspired
Wanting to emulate","['Looking up to someone', 'Thinking highly of them', 'Deeply impressed', 'Feeling inspired', 'Wanting to emulate']"
adoring,"Starry-eyed gaze
Deep fondness
Seeing no flaws
Treating like an idol
Complete devotion","['Starry-eyed gaze', 'Deep fondness', 'Seeing no flaws', 'Treating like an idol', 'Complete devotion']"
affection,"Warm emotion
Gentle touch
Shown with hugs
Expressing care
Milder than love","['Warm emotion', 'Gentle touch', 'Shown with hugs', 'Expressing care', 'Milder than love']"
affirmation,"Positive statement
Spoken to yourself
Repeated daily
Said into a mirror
Boosts self-worth","['Positive statement', 'Spoken to yourself', 'Repeated daily', 'Said into a mirror', 'Boosts self-worth']"
affordable,"Fits budget
Within financial means
Reasonable price
Easy to pay for
Won't cause debt","['Fits budget', 'Within financial means', 'Reasonable price', 'Easy to pay for', ""Won't cause debt""]"
aging,"Years passing
Causes wrinkles
Turning gray
Losing youth
Improves wine","['Years passing', 'Causes wrinkles', 'Turning gray', 'Losing youth', 'Improves wine']"
agitation,"Emotionally stirred up
Cannot sit still
Pacing back and forth
Constant fidgeting
Highly irritated","['Emotionally stirred up', 'Cannot sit still', 'Pacing back and forth', 'Constant fidgeting', 'Highly irritated']"
agree,"Nodding your head
Having the same opinion
Saying yes
Being on the same page
Shaking hands on a decision","['Nodding your head', 'Having the same opinion', 'Saying yes', 'Being on the same page', 'Shaking hands on a decision']"
amazing,"Causes wonder
Hard to believe
Exceeds expectations
Dropped jaw
Makes you say wow","['Causes wonder', 'Hard to believe', 'Exceeds expectations', 'Dropped jaw', 'Makes you say wow']"
amused,"Slight smile
Soft chuckle
Finding something funny
After hearing a joke
Lighthearted feeling","['Slight smile', 'Soft chuckle', 'Finding something funny', 'After hearing a joke', 'Lighthearted feeling']"
angry,"Clenched fists
Red face
Scowling
Raised voice
Feeling provoked","['Clenched fists', 'Red face', 'Scowling', 'Raised voice', 'Feeling provoked']"
angst,"Teenage years
Brooding
Existential crisis
Feeling misunderstood
Inner turmoil","['Teenage years', 'Brooding', 'Existential crisis', 'Feeling misunderstood', 'Inner turmoil']"
annoyed,"Mildly angry
Losing patience
Rolling eyes
Heavy sighing
Reaction to a persistent noise","['Mildly angry', 'Losing patience', 'Rolling eyes', 'Heavy sighing', 'Reaction to a persistent noise']"
anxious,"Racing heart
Biting nails
Overthinking the future
Unable to relax
Dreading the unknown","['Racing heart', 'Biting nails', 'Overthinking the future', 'Unable to relax', 'Dreading the unknown']"
appeal,"Used in courts
After losing a case
Sent to a higher judge
Asks to overturn a ruling
Formal legal document","['Used in courts', 'After losing a case', 'Sent to a higher judge', 'Asks to overturn a ruling', 'Formal legal document']"
appreciation,"Recognizing value
Saying ""thank you""
After receiving a favor
Not taking for granted
Acknowledging a kind act","['Recognizing value', 'Saying ""thank you""', 'After receiving a favor', 'Not taking for granted', 'Acknowledging a kind act']"
apprehensive,"Anticipating something bad
Knot in stomach
Holding back
Facing the unknown
Doubting it is safe","['Anticipating something bad', 'Knot in stomach', 'Holding back', 'Facing the unknown', 'Doubting it is safe']"
ashamed,"Hanging your head
Avoiding eye contact
After doing something wrong
Wanting to hide
Feeling bad about yourself","['Hanging your head', 'Avoiding eye contact', 'After doing something wrong', 'Wanting to hide', 'Feeling bad about yourself']"
assassinate,"Target a prominent leader
Take their life
Politically motivated
Planned secretly
Sudden attack","['Target a prominent leader', 'Take their life', 'Politically motivated', 'Planned secretly', 'Sudden attack']"
astonished,"Dropped jaw
Wide eyes
Left speechless
Complete disbelief
Reacting to the impossible","['Dropped jaw', 'Wide eyes', 'Left speechless', 'Complete disbelief', 'Reacting to the impossible']"
atrocity,"Extremely cruel act
Severe physical violence
Wartime occurrence
Evokes deep horror
Shockingly wicked","['Extremely cruel act', 'Severe physical violence', 'Wartime occurrence', 'Evokes deep horror', 'Shockingly wicked']"
avenge,"After someone is hurt
Act for a victim
Seek justice
Inflict harm in return
Right a wrong","['After someone is hurt', 'Act for a victim', 'Seek justice', 'Inflict harm in return', 'Right a wrong']"
aversion,"Turning away
Urge to avoid
Pulling back
Refusing to engage
Strongly opposed","['Turning away', 'Urge to avoid', 'Pulling back', 'Refusing to engage', 'Strongly opposed']"
blessing,"Bestowed by clergy
Spoken before meals
Grants holy protection
Counted when grateful
Highly beneficial gift","['Bestowed by clergy', 'Spoken before meals', 'Grants holy protection', 'Counted when grateful', 'Highly beneficial gift']"
bliss,"Heavenly state
Completely untroubled mind
Absolute lack of stress
Ultimate positive emotion
Feeling of flawless perfection","['Heavenly state', 'Completely untroubled mind', 'Absolute lack of stress', 'Ultimate positive emotion', 'Feeling of flawless perfection']"
brave,"Faces danger
Acts despite fear
Stands tall
Confronts threats
Never backs down","['Faces danger', 'Acts despite fear', 'Stands tall', 'Confronts threats', 'Never backs down']"
calamity,"Happens suddenly
Causes massive destruction
Widespread ruin
Brings severe distress
Extreme loss","['Happens suddenly', 'Causes massive destruction', 'Widespread ruin', 'Brings severe distress', 'Extreme loss']"
callous,"Emotionally hardened
Lacks empathy
Unmoved by suffering
Disregards others' pain
Shows no pity","['Emotionally hardened', 'Lacks empathy', 'Unmoved by suffering', ""Disregards others' pain"", 'Shows no pity']"
carelessness,"Not paying attention
Rushing through tasks
Failing to double-check
Making avoidable mistakes
Leads to accidents","['Not paying attention', 'Rushing through tasks', 'Failing to double-check', 'Making avoidable mistakes', 'Leads to accidents']"
charitable,"Donating money
Helping the needy
Supporting non-profits
Expecting no repayment
Volunteering time","['Donating money', 'Helping the needy', 'Supporting non-profits', 'Expecting no repayment', 'Volunteering time']"
cheerful,"Constant smile
Lively voice
Positive disposition
Excellent mood
In high spirits","['Constant smile', 'Lively voice', 'Positive disposition', 'Excellent mood', 'In high spirits']"
childlike,"Innocent
Full of wonder
Trusting
Wide-eyed
Unspoiled by adulthood","['Innocent', 'Full of wonder', 'Trusting', 'Wide-eyed', 'Unspoiled by adulthood']"
clever,"Brain works fast
Thinks outside the box
Solves difficult puzzles
Finds original workarounds
Always a step ahead","['Brain works fast', 'Thinks outside the box', 'Solves difficult puzzles', 'Finds original workarounds', 'Always a step ahead']"
clueless,"Blank stare
Completely lost
Misses the obvious
Has absolutely no idea
Without a single hint","['Blank stare', 'Completely lost', 'Misses the obvious', 'Has absolutely no idea', 'Without a single hint']"
cocky,"Too sure of yourself
Chest puffed out
Smirking face
Strutting walk
Showing off","['Too sure of yourself', 'Chest puffed out', 'Smirking face', 'Strutting walk', 'Showing off']"
coerce,"Make someone act
Against their will
By using threats
Leaving no choice
Unwilling compliance","['Make someone act', 'Against their will', 'By using threats', 'Leaving no choice', 'Unwilling compliance']"
commitment,"Seeing it through
Long-term
Refusing to quit
Investing your time
Required for marriage","['Seeing it through', 'Long-term', 'Refusing to quit', 'Investing your time', 'Required for marriage']"
compassionate,"Notices others' suffering
Deeply moved by pain
Strong urge to help
Acts to ease distress
Provides gentle comfort","[""Notices others' suffering"", 'Deeply moved by pain', 'Strong urge to help', 'Acts to ease distress', 'Provides gentle comfort']"
completion,"Act of making whole
Reaching one hundred percent
Checking the final box
Fulfilling all requirements
Leaving nothing undone","['Act of making whole', 'Reaching one hundred percent', 'Checking the final box', 'Fulfilling all requirements', 'Leaving nothing undone']"
conceit,"High self-opinion
Feeling superior
Nose in the air
Expecting admiration
Inflated self-worth","['High self-opinion', 'Feeling superior', 'Nose in the air', 'Expecting admiration', 'Inflated self-worth']"
conspire,"Done in secret
Working together
Making a plan
Unlawful or harmful goal
Requires two or more people","['Done in secret', 'Working together', 'Making a plan', 'Unlawful or harmful goal', 'Requires two or more people']"
contempt,"Intense lack of respect
Feeling of superiority
Looking down on someone
Viewing another as worthless
Expressed by a sneer","['Intense lack of respect', 'Feeling of superiority', 'Looking down on someone', 'Viewing another as worthless', 'Expressed by a sneer']"
courage,"Feeling afraid
Taking action anyway
Facing danger
Inner moral strength
Standing your ground","['Feeling afraid', 'Taking action anyway', 'Facing danger', 'Inner moral strength', 'Standing your ground']"
courageous,"Standing tall
Facing danger
Acting despite fear
Risking yourself
Refusing to flee","['Standing tall', 'Facing danger', 'Acting despite fear', 'Risking yourself', 'Refusing to flee']"
cowardice,"Lack of bravery
Fleeing danger
Refusing to fight
Hiding from threats
Abandoning allies","['Lack of bravery', 'Fleeing danger', 'Refusing to fight', 'Hiding from threats', 'Abandoning allies']"
crabby,"Easily annoyed
Snaps at others
Short temper
Complaining
When tired","['Easily annoyed', 'Snaps at others', 'Short temper', 'Complaining', 'When tired']"
