word,properties,codes,frequencies
ability,"['learning', 'overcoming', 'growth', 'confidence']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
accusation,"['courtroom', 'betrayal', 'denial', 'scandal']","['association', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
achievement,"['medal', 'first time', 'confidence boost', 'milestone celebration']","['association', 'other abstract concept', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
activity,"['sports event', 'classroom lesson', 'park run', 'dance performance']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
addiction,"['compulsive behavior', 'physical dependence', 'loss of control', 'hidden shame']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
admiration,"['compliment', 'quiet moment', 'eyes shining', 'standing tall']","['social constellation', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.25, 0.0]"
advantage,"['negotiation', 'competition', 'strategy', 'edge']","['social constellation', 'social constellation', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.5, 0.25]"
adventure,"['mountain peak', 'unknown forest', 'treasure map', 'solo hike']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
advice,"['career choice', 'relationship conflict', 'life decision', 'personal growth']","['other abstract concept', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
agony,"['sharp pain', 'helplessness', 'silent tears', 'suffocating silence']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
agreement,"['contract', 'compromise', 'peace', 'collaboration']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
amazement,"['witnessing a miracle', 'first seeing a comet', 'discovering a hidden room', '""hearing a child\'s laugh at dawn""']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambition,"['early morning rise', 'uncharted path', 'relentless drive', 'long-term vision']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
ambush,"['surprise attack', 'hidden trap', 'sudden violence', 'strategic surprise']","['social constellation', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.25, 0.25]"
amusement,"['carnival', 'laughter', 'roller coaster', 'comic book']","['association', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
anger,"['shouting', 'betrayal', 'clenched fists', 'road rage']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
anxiety,"['racing heart', 'insomnia', 'clenching jaw', 'avoidance behavior']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
apology,"['broken promise', 'public admission', 'sincere regret', 'forgiveness offered']","['association', 'social constellation', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.5, 0.25]"
appearance,"['mirror', 'fashion', 'first impression', 'crowd reaction']","['sensorimotor feature', 'association', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
appetite,"['hunger', 'meal prep', 'stomach growl', 'first bite']","['internal state and emotion', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
application,"['software', 'medical', 'form', 'software update']","['association', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
aptitude,"['academic success', 'quick learning', 'problem-solving ability', 'natural talent']","['association', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
argument,"['disagreement', 'raised voices', 'broken silence', 'unresolved issues']","['other abstract concept', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
art,"['brushstrokes', 'silent rebellion', 'imagination', 'museum lighting']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
aspect,"['angle', 'perspective', 'dimension', 'feature']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
