word,properties,codes,frequencies
ability,"['learning', 'adaptation', 'confidence', 'innovation']","['other abstract concept', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
accusation,"['trial', 'betrayal', 'silence', 'confrontation']","['other abstract concept', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
achievement,"['award ceremony', 'personal growth', 'overcoming obstacles', 'pride']","['association', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
activity,"['sports competition', 'classroom lesson', 'outdoor hike', 'dance performance']","['social constellation', 'social constellation', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.5, 0.0]"
addiction,"['withdrawal', 'cravings', 'dependency', 'tolerance']","['internal state and emotion', 'internal state and emotion', 'internal state and emotion', 'internal state and emotion']","[0.0, 1.0, 0.0, 0.0]"
admiration,"['standing ovation', 'quiet respect', 'thoughtful gift', 'glowing eyes']","['social constellation', 'internal state and emotion', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
advantage,"['competition', 'strategy', 'negotiation', 'edge']","['social constellation', 'other abstract concept', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.5, 0.25]"
adventure,"['climbing mountains', 'discovering ancient ruins', 'navigating uncharted forests', 'meeting wild animals']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
advice,"['career decision', 'relationship conflict', 'personal growth', 'life pivot']","['other abstract concept', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
agony,"['pain', 'silence', 'tears', 'desperation']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
agreement,"['treaty', 'negotiation', 'compromise', 'contract']","['other abstract concept', 'social constellation', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.25, 0.5]"
amazement,"['a sudden realization', 'witnessing a miracle', 'falling in love with a stranger', 'seeing a perfect sunrise in the desert']","['internal state and emotion', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
ambition,"['climbing mountains', 'starting a business', 'late nights', 'relentless drive']","['association', 'social constellation', 'association', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
ambush,"['sudden attack', 'hidden trap', 'surprise element', 'covert operation']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
amusement,"['circus', 'laughter', 'roller coaster', 'candy floss']","['association', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
anger,"['road rage', 'betrayal', 'clenched fists', 'shouting match']","['association', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
anxiety,"['panic attack', 'crowded room', 'racing heart', 'future uncertainty']","['internal state and emotion', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.25, 0.25]"
apology,"['guilt', 'broken promise', 'sincere voice', 'forgiveness offered']","['internal state and emotion', 'association', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
appearance,"['mirror', 'disguise', 'shadow', 'first impression']","['sensorimotor feature', 'social constellation', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
appetite,"['hunger', 'mealtime', 'stomach growl', 'food cravings']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
application,"['software', 'form filling', 'mobile download', 'medical prescription']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
aptitude,"['quick learning', 'problem-solving', 'natural talent', 'academic success']","['internal state and emotion', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.75, 0.0, 0.25]"
argument,"['raised voice', 'broken silence', 'mutual blame', 'room temperature']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'association']","[0.5, 0.0, 0.25, 0.25]"
art,"['painting', 'silence', 'creativity', 'expression']","[""503 unavailable. {'error'""]","[0.0, 0.0, 0.0, 0.0]"
aspect,"['perspective', 'shadow', 'dimension', 'balance']","['other abstract concept', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
assassination,"['political intrigue', 'sudden violence', 'covert operation', 'historical betrayal']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
assumption,"['bias', 'hidden belief', 'unverified claim', 'social expectation']","['internal state and emotion', 'internal state and emotion', 'other abstract concept', 'social constellation']","[0.0, 0.5, 0.25, 0.25]"
astonishment,"['unexpected twist', 'falling silence', 'gasp', 'eye contact']","[""503 unavailable. {'error'""]","[0.0, 0.0, 0.0, 0.0]"
attack,"['rebellion', 'surprise', 'damage', 'strategy']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
attention,"['classroom', 'focus', 'spotlight', 'recognition']","['association', 'internal state and emotion', 'association', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
attraction,"['magnetic pull', 'falling in love', 'natural draw', 'unexpected connection']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
beauty,"['mirror', 'flowers', 'calm', 'light']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
being,"['presence', 'stillness', 'awareness', 'breath']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
betrayal,"['broken trust', 'silent anger', 'hidden secrets', 'emotional wound']","['other abstract concept', 'internal state and emotion', 'association', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
blackmail,"['threat', 'extortion', 'coercion', 'secret deal']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
boredom,"['idle time', 'monotonous routine', 'staring at walls', 'blank screen']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
boycott,"['protest', 'fair trade', 'political action', 'consumer choice']","['social constellation', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
bravery,"['saving a stranger', 'standing against injustice', 'facing fear in battle', '""risking one\'s life for others""']","['social constellation', 'other abstract concept', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.5, 0.25]"
career,"['promotion', 'long hours', 'skill development', 'job transition']","['other abstract concept', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
carefulness,"['patient listening', 'meticulous planning', 'thoughtful gestures', 'quiet consistency']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
catastrophe,"['collapse', 'sudden rain', 'global shutdown', 'mass evacuation']","['sensorimotor feature', 'association', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
