word,properties,codes,frequencies
ability,"['learning', 'overcoming', 'confidence', 'adaptability']","['other abstract concept', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
accusation,"['courtroom', 'betrayal', 'denial', 'confrontation']","['association', 'association', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
achievement,"['medal', 'first time', 'confidence boost', 'milestone reached']","['association', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
activity,"['sports event', 'classroom lesson', 'weekend hike', 'dance performance']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
addiction,"['compulsive behavior', 'withdrawal symptoms', 'loss of control', 'dependency cycle']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.25, 0.5, 0.0, 0.25]"
admiration,"['compliment', 'quiet respect', 'glowing eyes', 'public recognition']","['social constellation', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.5, 0.0]"
advantage,"['negotiation', 'competition', 'strategy', 'opportunity']","['social constellation', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.5, 0.5]"
adventure,"['mountain peak', 'lost map', 'unknown forest', 'solo trek']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
advice,"['career choice', 'relationship conflict', 'life decision', 'mentorship']","['other abstract concept', 'social constellation', 'other abstract concept', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
agony,"['sharp pain', 'helpless cry', 'broken silence', 'overwhelming fear']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
agreement,"['contract', 'negotiation', 'compromise', 'consensus']","['other abstract concept', 'social constellation', 'social constellation', 'social constellation']","[0.0, 0.0, 0.75, 0.25]"
amazement,"['witnessing a miracle', 'stumbling upon an old photograph', 'hearing a child’s first word', 'seeing a comet appear suddenly']","['internal state and emotion', 'association', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.75, 0.0, 0.25]"
ambition,"['early morning rise', 'climbing mountains', 'writing a business plan', 'overcoming failure']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
ambush,"['surprise', 'stealth', 'sudden attack', 'hidden trap']","['internal state and emotion', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
