word,properties,codes,frequencies
ability,"['learning', 'overcoming', 'confidence', 'adaptability']","['other abstract concept', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
accusation,"['courtroom', 'betrayal', 'silence', 'confrontation']","['association', 'internal state and emotion', 'association', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
achievement,"['medal', 'personal growth', 'overcoming failure', 'pride']","['association', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
activity,"['sports event', 'school project', 'dance class', 'morning run']","['social constellation', 'social constellation', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.75, 0.0]"
addiction,"['compulsive behavior', 'withdrawal symptoms', 'loss of control', 'dependency cycle']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.25, 0.5, 0.0, 0.25]"
admiration,"['compliment', 'quiet respect', 'glowing eyes', 'public recognition']","['social constellation', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.5, 0.0]"
advantage,"['negotiation', 'competition', 'strategy', 'edge']","['social constellation', 'social constellation', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.5, 0.25]"
adventure,"['mountain climb', 'lost forest', 'foreign language', 'unexpected twist']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
advice,"['career choice', 'family conflict', 'personal growth', 'life decision']","['other abstract concept', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
agony,"['sharp pain', 'isolation', 'silent tears', 'helplessness']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.25, 0.0]"
agreement,"['contract', 'peace', 'compromise', 'collaboration']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
amazement,"['witnessing a rare bird', 'solving a long-standing puzzle', '""seeing a child\'s first smile""', 'stumbling upon a hidden treasure']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'association']","[0.25, 0.25, 0.25, 0.25]"
ambition,"['early mornings', 'climbing mountains', 'lifelong goals', 'relentless drive']","['association', 'sensorimotor feature', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
ambush,"['surprise', 'stealth', 'sudden attack', 'hidden trap']","['internal state and emotion', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
amusement,"['carnival', 'laughter', 'popcorn', 'roller coaster']","['association', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
anger,"['shouting', 'betrayal', 'fists', 'silence']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['racing heart', 'tight chest', 'sleepless night', 'avoidance behavior']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
apology,"['broken promise', 'public statement', 'heartfelt admission', 'regretful tone']","['association', 'social constellation', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
appearance,"['mirror', 'fashion', 'identity', 'first impression']","['sensorimotor feature', 'association', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
appetite,"['hunger', 'meal prep', 'food cravings', 'first bite']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
application,"['software', 'phone', 'form', 'update']","['association', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
aptitude,"['academic success', 'quick learning', 'problem-solving ability', 'natural talent']","['association', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
argument,"['disagreement', 'raised voice', 'broken silence', 'heated debate']","['other abstract concept', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
art,"['brushstrokes', 'silent conversation', 'transformation', 'rebellion']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'association']","[0.25, 0.0, 0.25, 0.5]"
aspect,"['angle', 'dimension', 'perspective', 'feature']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['political conspiracy', 'silent trigger', 'hidden motive', 'sudden violence']","['social constellation', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
assumption,"['hidden bias', 'unverified truth', 'flawed inference', 'social expectation']","['internal state and emotion', 'other abstract concept', 'other abstract concept', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
astonishment,"['a sudden silence', 'a person dropping their spoon', 'eyes widening', 'a gasp escaping mid-sentence']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
attack,"['battle', 'betrayal', 'sudden movement', 'defense mechanism']","['association', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
attention,"['classroom', 'phone notification', 'focused eye contact', 'public speech']","['association', 'association', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
attraction,"['magnetic pull', 'unexpected meeting', 'romantic spark', 'natural drawing']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
beauty,"['symmetry', 'soft light', 'natural flow', 'quiet grace']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
being,"['meditation', 'stillness', 'presence', 'awareness']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
betrayal,"['trust shattered', 'silent revenge', 'broken promise', 'emotional wound']","['internal state and emotion', 'internal state and emotion', 'other abstract concept', 'internal state and emotion']","[0.0, 0.75, 0.0, 0.25]"
blackmail,"['threat', 'coercion', 'secret', 'revenge']","['internal state and emotion', 'social constellation', 'association', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
boredom,"['staring at walls', 'scrolling mindlessly', 'time passing slowly', 'idle thoughts']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
boycott,"['protest', 'food', 'political', 'refusal']","['social constellation', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
bravery,"['standing up for others', 'facing danger alone', 'making difficult choices', 'risking personal safety']","['social constellation', 'internal state and emotion', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.5, 0.25, 0.0]"
career,"['job interview', 'professional growth', 'long hours', 'promotion']","['social constellation', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
carefulness,"['patience', 'meticulous planning', 'quiet observation', 'thoughtful gestures']","['internal state and emotion', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.5, 0.0, 0.0]"
catastrophe,"['natural disaster', 'sudden collapse', 'global impact', 'irreversible loss']","['association', 'sensorimotor feature', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
caution,"['traffic lights', 'warning sign', 'safety gear', 'slippery floor']","['association', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
challenge,"['mountain climb', 'solving a puzzle', 'public speaking', 'competitive sports']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'social constellation']","[0.25, 0.25, 0.5, 0.0]"
chaos,"['storm', 'broken clocks', 'runaway trains', 'scattered papers']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
character,"['integrity', 'transformation', 'conflict', 'loyalty']","['internal state and emotion', 'other abstract concept', 'social constellation', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
charm,"['magic', 'attraction', 'mystery', 'confidence']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
comfort,"['warm blanket', 'quiet room', 'soft music', 'familiar scent']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
commitment,"['loyalty', 'long-term partnership', 'trust', 'responsibility']","['internal state and emotion', 'social constellation', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.25, 0.25]"
comparison,"['side-by-side review', 'price difference', 'rating analysis', 'feature contrast']","['sensorimotor feature', 'association', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
compassion,"['healing', 'silence', 'shared breath', 'quiet strength']","['association', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
competence,"['professional success', 'self-confidence', 'skill mastery', 'clear decision-making']","['association', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
compromise,"['negotiation', 'conflict resolution', 'mutual agreement', 'sacrifice']","['social constellation', 'other abstract concept', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.5, 0.25]"
compulsion,"['addiction', 'irresistible urge', 'uncontrollable habit', 'moral dilemma']","['association', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
confession,"['truth', 'guilt', 'silence', 'vulnerability']","['sensorimotor feature', 'internal state and emotion', 'association', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
conflict,"['war', 'negotiation', 'disagreement', 'power struggle']","['association', 'social constellation', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.5, 0.25]"
consideration,"['compromise', 'patience', 'thoughtful action', 'long-term impact']","['social constellation', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.25, 0.25]"
consolation,"['grief', 'quiet', 'warmth', 'hope']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
