word,properties,codes,frequencies
ability,"['learning', 'confidence', 'adaptability', 'innovation']","['other abstract concept', 'internal state and emotion', 'other abstract concept', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
accusation,"['courtroom', 'betrayal', 'denial', 'confrontation']","['association', 'association', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
achievement,"['medal', 'first time', 'personal growth', 'pride']","['association', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
activity,"['sports event', 'classroom lesson', 'outdoor hike', 'team game']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
addiction,"['compulsive behavior', 'physical dependence', 'emotional withdrawal', 'loss of control']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
admiration,"['compliment', 'quiet moment', 'respect', 'gaze']","['social constellation', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
advantage,"['negotiation', 'competition', 'strategy', 'opportunity']","['social constellation', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.5, 0.5]"
adventure,"['mountain peak', 'lost map', 'foreign language', 'campfire stories']","['sensorimotor feature', 'association', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
advice,"['career choice', 'relationship conflict', 'life decision', 'personal growth']","['other abstract concept', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
agony,"['sharp pain', 'helplessness', 'silent tears', 'suffocating silence']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
agreement,"['contract', 'compromise', 'consensus', 'negotiation']","['other abstract concept', 'internal state and emotion', 'social constellation', 'social constellation']","[0.0, 0.25, 0.5, 0.25]"
amazement,"['witnessing a miracle', 'stumbling upon a hidden room', 'hearing a long-lost song', 'seeing a comet in the sky']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambition,"['early morning rise', 'relentless pursuit', 'long-term planning', 'overcoming failure']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
ambush,"['surprise attack', 'hidden trap', 'sudden movement', 'stealthy approach']","['social constellation', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.25, 0.0]"
amusement,"['carnival', 'laughter', 'roller coaster', 'clown performance']","['association', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
anger,"['fight', 'betrayal', 'clenched teeth', 'storm clouds']","['social constellation', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.25, 0.25]"
anxiety,"['racing heart', 'insomnia', 'clenched fists', 'avoidance behavior']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
apology,"['broken promise', 'public admission', 'heartfelt speech', 'regretful action']","['association', 'social constellation', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
appearance,"['mirror', 'fashion', 'first impression', 'public eye']","['sensorimotor feature', 'association', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
appetite,"['hunger', 'meal prep', 'stomach growl', 'first bite']","['internal state and emotion', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
application,"['software', 'medical', 'form', 'startup']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
