word,response,properties
ability,"word: ability
properties: skill, potential, practice, challenge","['skill', 'potential', 'practice', 'challenge']"
accusation,"word: accusation
properties: finger-pointing, courtroom, guilt, whisper","['finger-pointing', 'courtroom', 'guilt', 'whisper']"
achievement,"achievement: goal, effort, pride, milestone",[]
activity,"word: activity
properties: movement, energy, play, task","['movement', 'energy', 'play', 'task']"
addiction,"word: addiction
properties: craving, secrecy, tolerance, chain","['craving', 'secrecy', 'tolerance', 'chain']"
admiration,"word: admiration
properties: awe, inspiration, hero, applause","['awe', 'inspiration', 'hero', 'applause']"
advantage,"word: advantage
properties: head start, high ground, insight, asset","['head start', 'high ground', 'insight', 'asset']"
adventure,"word: adventure
properties: map, mountain, thrill, backpack","['map', 'mountain', 'thrill', 'backpack']"
advice,"word: advice
properties: parent, crossroads, mentor, book","['parent', 'crossroads', 'mentor', 'book']"
agony,"word: agony
properties: scream, hospital, tears, knife","['scream', 'hospital', 'tears', 'knife']"
agreement,"word: agreement
properties: handshake, contract, compromise, nod","['handshake', 'contract', 'compromise', 'nod']"
amazement,"word: amazement
properties: wide eyes, gasp, magic show, fireworks","['wide eyes', 'gasp', 'magic show', 'fireworks']"
ambition,"word: ambition
properties: ladder, sweat, mountain, blueprint","['ladder', 'sweat', 'mountain', 'blueprint']"
ambush,"word: ambush
properties: surprise, hiding, forest, trap","['surprise', 'hiding', 'forest', 'trap']"
amusement,"word: amusement
properties: laughter, theme park, rollercoaster, joke","['laughter', 'theme park', 'rollercoaster', 'joke']"
anger,"word: anger
properties: red face, slamming door, fight, knotted stomach","['red face', 'slamming door', 'fight', 'knotted stomach']"
anxiety,"word: anxiety
properties: racing heart, dark cloud, endless to-do list, shaking hands","['racing heart', 'dark cloud', 'endless to-do list', 'shaking hands']"
apology,"word: apology
properties: guilt, reconciliation, flowers, whisper","['guilt', 'reconciliation', 'flowers', 'whisper']"
appearance,"appearance: reflection, impression, color, costume",[]
appetite,"word: appetite
properties: food, stomach, smell, energy","['food', 'stomach', 'smell', 'energy']"
application,"word: application
properties: job, phone, form, permit","['job', 'phone', 'form', 'permit']"
aptitude,"word: aptitude
properties: learning speed, career path, skill development, raw talent","['learning speed', 'career path', 'skill development', 'raw talent']"
argument,"word: argument
properties: conflict, debate, headache, proof","['conflict', 'debate', 'headache', 'proof']"
art,"word: art
properties: brush, gallery, emotion, sculpture","['brush', 'gallery', 'emotion', 'sculpture']"
aspect,"word: aspect
properties: lens, trait, factor, face","['lens', 'trait', 'factor', 'face']"
assassination,"word: assassination
properties: bullet, president, conspiracy, ripple","['bullet', 'president', 'conspiracy', 'ripple']"
assumption,"word: assumption
properties: leap, mistake, future, unspoken","['leap', 'mistake', 'future', 'unspoken']"
astonishment,"word: astonishment
properties: jaw dropping, eyes widening, magic show, silence","['jaw dropping', 'eyes widening', 'magic show', 'silence']"
attack,"word: attack
properties: suddenness, target, defense, predator","['suddenness', 'target', 'defense', 'predator']"
attention,"word: attention
properties: spotlight, child crying, listening, stage","['spotlight', 'child crying', 'listening', 'stage']"
attraction,"word: attraction
properties: magnet, love, honeypot, rollercoaster","['magnet', 'love', 'honeypot', 'rollercoaster']"
beauty,"word: beauty
properties: rose, awe, sunset, melody","['rose', 'awe', 'sunset', 'melody']"
being,"word: being
properties: life, awareness, form, interaction","['life', 'awareness', 'form', 'interaction']"
betrayal,"word: betrayal
properties: trust broken, dagger, whispers, shattered glass","['trust broken', 'dagger', 'whispers', 'shattered glass']"
blackmail,"word: blackmail
properties: secret, fear, envelope, leverage","['secret', 'fear', 'envelope', 'leverage']"
boredom,"word: boredom
properties: yawn, clock-watching, empty room, doodling","['yawn', 'clock-watching', 'empty room', 'doodling']"
boycott,"word: boycott
properties: protest, empty aisles, sticking together, ethical choice","['protest', 'empty aisles', 'sticking together', 'ethical choice']"
bravery,"word: bravery
properties: firefighter, darkness, lion, speech","['firefighter', 'darkness', 'lion', 'speech']"
career,"word: career
properties: ladder, purpose, growth, skill","['ladder', 'purpose', 'growth', 'skill']"
carefulness,"word: carefulness
properties: surgeon, egg, minefield, spiderweb","['surgeon', 'egg', 'minefield', 'spiderweb']"
catastrophe,"word: catastrophe
properties: collapse, aftermath, siren, dust","['collapse', 'aftermath', 'siren', 'dust']"
caution,"word: caution
properties: stop sign, thin ice, fragile sticker, listen","['stop sign', 'thin ice', 'fragile sticker', 'listen']"
challenge,"word: challenge
properties: mountain, puzzle, sweat, triumph","['mountain', 'puzzle', 'sweat', 'triumph']"
chaos,"word: chaos
properties: clutter, unforeseen, unmanageable, din","['clutter', 'unforeseen', 'unmanageable', 'din']"
character,"word: character
properties: role, integrity, letter, development","['role', 'integrity', 'letter', 'development']"
charm,"word: charm
properties: amulet, smile, bracelet, enchantment","['amulet', 'smile', 'bracelet', 'enchantment']"
comfort,"word: comfort
properties: blanket, warmth, quiet room, mug of tea","['blanket', 'warmth', 'quiet room', 'mug of tea']"
commitment,"word: commitment
properties: duration, effort, responsibility, investment","['duration', 'effort', 'responsibility', 'investment']"
comparison,"word: comparison
properties: metric, choice, critique, chart","['metric', 'choice', 'critique', 'chart']"
compassion,"word: compassion
properties: relief, helping hand, quiet presence, soft gaze","['relief', 'helping hand', 'quiet presence', 'soft gaze']"
competence,"word: competence
properties: results, problem-solving, trust, practice","['results', 'problem-solving', 'trust', 'practice']"
compromise,"word: compromise
properties: negotiation, scales, resolution, give and take","['negotiation', 'scales', 'resolution', 'give and take']"
compulsion,"word: compulsion
properties: ritual, urge, anxiety, checking","['ritual', 'urge', 'anxiety', 'checking']"
confession,"word: confession
properties: Guilt, Whisper, Priest, Relief","['Guilt', 'Whisper', 'Priest', 'Relief']"
conflict,"word: conflict
properties: battle, dilemma, debate, collision","['battle', 'dilemma', 'debate', 'collision']"
consideration,"word: consideration
properties: time, decision, perspective, kindness","['time', 'decision', 'perspective', 'kindness']"
consolation,"word: consolation
properties: loss, embrace, relief, words","['loss', 'embrace', 'relief', 'words']"
contempt,"word: contempt
properties: sneer, shrug, dismissal, mockery","['sneer', 'shrug', 'dismissal', 'mockery']"
convention,"word: convention
properties: badges, hotel, networking, swag","['badges', 'hotel', 'networking', 'swag']"
cooperation,"word: cooperation
properties: puzzle, ants, orchestra, bridge","['puzzle', 'ants', 'orchestra', 'bridge']"
courage,"word: courage
properties: confession, standing up, leap, protecting young","['confession', 'standing up', 'leap', 'protecting young']"
creativity,"word: creativity
properties: brainstorm, canvas, solution, spark","['brainstorm', 'canvas', 'solution', 'spark']"
crime,"word: crime
properties: police, jail, victim, evidence","['police', 'jail', 'victim', 'evidence']"
criticism,"word: criticism
properties: defensiveness, mirror, report card, sculptor","['defensiveness', 'mirror', 'report card', 'sculptor']"
cruelty,"word: cruelty
properties: fear, whip, trauma, war","['fear', 'whip', 'trauma', 'war']"
culture,"word: culture
properties: food, language, rituals, art","['food', 'language', 'rituals', 'art']"
curiosity,"word: curiosity
properties: question mark, keyhole, explorer, child","['question mark', 'keyhole', 'explorer', 'child']"
custom,"word: custom
properties: tailored, bespoke, request, hand-made","['tailored', 'bespoke', 'request', 'hand-made']"
danger,"word: danger
properties: warning, risk, avoidance, edge","['warning', 'risk', 'avoidance', 'edge']"
death,"word: death
properties: silence, grief, cemetery, legacy","['silence', 'grief', 'cemetery', 'legacy']"
decision,"word: decision
properties: risk, path, crossroads, consequence","['risk', 'path', 'crossroads', 'consequence']"
demand,"word: demand
properties: expectation, urgency, firmness, power","['expectation', 'urgency', 'firmness', 'power']"
desire,"word: desire
properties: aspiration, motivation, hunger, future","['aspiration', 'motivation', 'hunger', 'future']"
desperation,"word: desperation
properties: clutching, whisper, broken glass, cold sweat","['clutching', 'whisper', 'broken glass', 'cold sweat']"
destruction,"word: destruction
properties: rubble, earthquake, silence, crumbling","['rubble', 'earthquake', 'silence', 'crumbling']"
detection,"word: detection
properties: evidence, diagnosis, sensor, error","['evidence', 'diagnosis', 'sensor', 'error']"
dictatorship,"word: dictatorship
properties: censorship, giant portraits, ration lines, secret police","['censorship', 'giant portraits', 'ration lines', 'secret police']"
difference,"word: difference
properties: comparison, uniqueness, impact, gap","['comparison', 'uniqueness', 'impact', 'gap']"
difficulty,"difficulty: struggle, mountain, puzzle, sweat",[]
dignity,"word: dignity
properties: posture, composure, adversity, self-worth","['posture', 'composure', 'adversity', 'self-worth']"
diligence,"word: diligence
properties: late nights, stack of books, calloused hands, well-tended garden","['late nights', 'stack of books', 'calloused hands', 'well-tended garden']"
disadvantage,"word: disadvantage
properties: obstacle, catch-up, headwind, inequality","['obstacle', 'catch-up', 'headwind', 'inequality']"
disappointment,"word: disappointment
properties: unmet expectation, sigh, slumped shoulders, bitter taste","['unmet expectation', 'sigh', 'slumped shoulders', 'bitter taste']"
discovery,"word: discovery
properties: Aha! moment, telescope, treasure map, new species","['Aha! moment', 'telescope', 'treasure map', 'new species']"
disgust,"word: disgust
properties: rotten food, vomit, wrinkled nose, cockroach","['rotten food', 'vomit', 'wrinkled nose', 'cockroach']"
dismay,"word: dismay
properties: dropped jaw, silence, unexpected email, sinking feeling","['dropped jaw', 'silence', 'unexpected email', 'sinking feeling']"
dispute,"word: dispute
properties: voice, judge, tension, sides","['voice', 'judge', 'tension', 'sides']"
distance,"word: distance
properties: travel, measurement, perspective, time","['travel', 'measurement', 'perspective', 'time']"
distraction,"word: distraction
properties: phone, butterfly, music, alarm","['phone', 'butterfly', 'music', 'alarm']"
diversity,"word: diversity
properties: colors, spices, team, garden","['colors', 'spices', 'team', 'garden']"
doubt,"doubt: hesitation, question mark, second guess, uncertain path",[]
downfall,"word: downfall
properties: collapse, slippery slope, hubris, shadow","['collapse', 'slippery slope', 'hubris', 'shadow']"
dream,"word: dream
properties: sleep, goal, surreal, future","['sleep', 'goal', 'surreal', 'future']"
duty,"word: duty
properties: soldier, parent, burden, clock","['soldier', 'parent', 'burden', 'clock']"
