word,response,properties
ability,"word: ability  
properties: learning, resilience, creativity, confidence","['learning', 'resilience', 'creativity', 'confidence']"
accusation,"word: accusation  
properties: trial, betrayal, silence, legal testimony","['trial', 'betrayal', 'silence', 'legal testimony']"
achievement,"word: achievement  
properties: award ceremony, personal growth, overcoming obstacles, milestone celebration","['award ceremony', 'personal growth', 'overcoming obstacles', 'milestone celebration']"
activity,"word: activity  
properties: sports match, classroom lesson, nature hike, dance performance","['sports match', 'classroom lesson', 'nature hike', 'dance performance']"
addiction,"word: addiction  
properties: gambling, compulsive behaviors, emotional dependency, physical withdrawal","['gambling', 'compulsive behaviors', 'emotional dependency', 'physical withdrawal']"
admiration,"word: admiration  
properties: standing ovation, quiet smile, heartfelt glance, praise in a letter","['standing ovation', 'quiet smile', 'heartfelt glance', 'praise in a letter']"
advantage,"word: advantage  
properties: competition, strategy, timing, leverage","['competition', 'strategy', 'timing', 'leverage']"
adventure,"word: adventure  
properties: climbing mountains, discovering lost cities, navigating uncharted forests, meeting strangers in remote villages","['climbing mountains', 'discovering lost cities', 'navigating uncharted forests', 'meeting strangers in remote villages']"
advice,"word: advice  
properties: career decision, relationship conflict, life change, personal growth","['career decision', 'relationship conflict', 'life change', 'personal growth']"
agony,"word: agony  
properties: screaming, silence, pain, desperation","['screaming', 'silence', 'pain', 'desperation']"
agreement,"word: agreement  
properties: treaty, negotiation, compromise, legal contract","['treaty', 'negotiation', 'compromise', 'legal contract']"
amazement,"word: amazement  
properties: a sudden realization, a starry night, witnessing a miracle, unexpected joy","['a sudden realization', 'a starry night', 'witnessing a miracle', 'unexpected joy']"
ambition,"word: ambition  
properties: startup, long hours, self-discipline, climbing mountains","['startup', 'long hours', 'self-discipline', 'climbing mountains']"
ambush,"word: ambush  
properties: sudden attack, hidden location, surprise element, tactical planning","['sudden attack', 'hidden location', 'surprise element', 'tactical planning']"
amusement,"word: amusement  
properties: circus, laughter, popcorn, roller coaster","['circus', 'laughter', 'popcorn', 'roller coaster']"
anger,"word: anger  
properties: fists, betrayal, silence, fire","['fists', 'betrayal', 'silence', 'fire']"
anxiety,"word: anxiety  
properties: panic attack, crowded room, racing heart, future uncertainty","['panic attack', 'crowded room', 'racing heart', 'future uncertainty']"
apology,"word: apology  
properties: mistake, regret, honesty, forgiveness","['mistake', 'regret', 'honesty', 'forgiveness']"
appearance,"word: appearance  
properties: mirror, disguise, shadow, stage","['mirror', 'disguise', 'shadow', 'stage']"
appetite,"word: appetite  
properties: hunger, mealtime, stomach growl, craving for spicy food","['hunger', 'mealtime', 'stomach growl', 'craving for spicy food']"
application,"word: application  
properties: software, form filling, user interface, mobile download","['software', 'form filling', 'user interface', 'mobile download']"
aptitude,"word: aptitude  
properties: math skills, quick learning, problem-solving, natural talent","['math skills', 'quick learning', 'problem-solving', 'natural talent']"
argument,"word: argument  
properties: breakup, silence, raised voices, cold shoulders","['breakup', 'silence', 'raised voices', 'cold shoulders']"
art,"word: art  
properties: painting, silence, imagination, rebellion","['painting', 'silence', 'imagination', 'rebellion']"
aspect,"word: aspect  
properties: perspective, shadow, dimension, detail","['perspective', 'shadow', 'dimension', 'detail']"
assassination,"word: assassination  
properties: political tension, sudden violence, hidden motives, public outrage","['political tension', 'sudden violence', 'hidden motives', 'public outrage']"
assumption,"word: assumption  
properties: blind belief, unverified truth, hidden bias, logical leap","['blind belief', 'unverified truth', 'hidden bias', 'logical leap']"
astonishment,"word: astonishment  
properties: a falling tree, a clock stopping, a child's first word, sudden rain at noon","['a falling tree', 'a clock stopping', ""a child's first word"", 'sudden rain at noon']"
attack,"word: attack  
properties: sudden move, defensive response, breaking rules, battlefield tension","['sudden move', 'defensive response', 'breaking rules', 'battlefield tension']"
attention,"word: attention  
properties: classroom, focus, spotlight, praise","['classroom', 'focus', 'spotlight', 'praise']"
attraction,"word: attraction  
properties: magnetic pull, falling in love, natural drawing, spontaneous connection","['magnetic pull', 'falling in love', 'natural drawing', 'spontaneous connection']"
beauty,"word: beauty  
properties: mirror, flowers, stillness, light","['mirror', 'flowers', 'stillness', 'light']"
being,"word: being  
properties: presence, stillness, awareness, silence","['presence', 'stillness', 'awareness', 'silence']"
betrayal,"word: betrayal  
properties: broken trust, silent guilt, hidden truth, sudden collapse","['broken trust', 'silent guilt', 'hidden truth', 'sudden collapse']"
