word,response,properties
ability,"word: ability
properties: wings, piano, running, puzzle","['wings', 'piano', 'running', 'puzzle']"
accusation,"word: accusation
properties: finger, gavel, silence, eyewitness","['finger', 'gavel', 'silence', 'eyewitness']"
achievement,"word: achievement
properties: trophy, mountain, sweat, diploma","['trophy', 'mountain', 'sweat', 'diploma']"
activity,"word: activity
properties: sneakers, playground, sweat, checklist","['sneakers', 'playground', 'sweat', 'checklist']"
addiction,"word: addiction
properties: needle, smartphone, shackles, dopamine","['needle', 'smartphone', 'shackles', 'dopamine']"
admiration,"word: admiration
properties: applause, pedestal, mentor, portrait","['applause', 'pedestal', 'mentor', 'portrait']"
advantage,"word: advantage
properties: tennis, ladder, binoculars, stopwatch","['tennis', 'ladder', 'binoculars', 'stopwatch']"
adventure,"word: adventure
properties: mountain, compass, backpack, map","['mountain', 'compass', 'backpack', 'map']"
advice,"word: advice
properties: mentor, crossroads, ear, notebook","['mentor', 'crossroads', 'ear', 'notebook']"
agony,"word: agony
properties: hospital, scream, clock, thorns","['hospital', 'scream', 'clock', 'thorns']"
agreement,"word: agreement
properties: handshake, pen, nod, table","['handshake', 'pen', 'nod', 'table']"
amazement,"word: amazement
properties: fireworks, jaw, magic, telescope","['fireworks', 'jaw', 'magic', 'telescope']"
ambition,"word: ambition
properties: ladder, mountain, coffee, trophy","['ladder', 'mountain', 'coffee', 'trophy']"
ambush,"word: ambush
properties: jungle, camouflage, silence, shadows","['jungle', 'camouflage', 'silence', 'shadows']"
amusement,"word: amusement
properties: rollercoaster, popcorn, smirk, park","['rollercoaster', 'popcorn', 'smirk', 'park']"
anger,"word: anger
properties: fire, traffic, fist, steam","['fire', 'traffic', 'fist', 'steam']"
anxiety,"word: anxiety
properties: pacing, sweat, deadline, coffee","['pacing', 'sweat', 'deadline', 'coffee']"
apology,"word: apology
properties: flowers, letter, tears, handshake","['flowers', 'letter', 'tears', 'handshake']"
appearance,"word: appearance
properties: mirror, court, disguise, stage","['mirror', 'court', 'disguise', 'stage']"
appetite,"word: appetite
properties: kitchen, growl, menu, hike","['kitchen', 'growl', 'menu', 'hike']"
application,"word: application
properties: smartphone, interview, lotion, university","['smartphone', 'interview', 'lotion', 'university']"
aptitude,"word: aptitude
properties: scantron, piano, seed, puzzle","['scantron', 'piano', 'seed', 'puzzle']"
argument,"word: argument
properties: logic, courtroom, pulse, silence","['logic', 'courtroom', 'pulse', 'silence']"
art,"word: art
properties: museum, canvas, emotion, frame","['museum', 'canvas', 'emotion', 'frame']"
aspect,"word: aspect
properties: prism, verbs, telescope, shadow","['prism', 'verbs', 'telescope', 'shadow']"
assassination,"word: assassination
properties: scope, balcony, motorcade, dagger","['scope', 'balcony', 'motorcade', 'dagger']"
assumption,"word: assumption
properties: pointing, fog, bridge, iceberg","['pointing', 'fog', 'bridge', 'iceberg']"
astonishment,"word: astonishment
properties: jaw, galaxy, magician, lottery","['jaw', 'galaxy', 'magician', 'lottery']"
attack,"word: attack
properties: chess, heart, sword, wall","['chess', 'heart', 'sword', 'wall']"
attention,"word: attention
properties: spotlight, classroom, meditation, soldier","['spotlight', 'classroom', 'meditation', 'soldier']"
attraction,"word: attraction
properties: magnet, roller coaster, smile, iron filings","['magnet', 'roller coaster', 'smile', 'iron filings']"
beauty,"word: beauty
properties: sunset, mirror, canvas, petals","['sunset', 'mirror', 'canvas', 'petals']"
being,"word: being
properties: breathing, starlight, silence, pulse","['breathing', 'starlight', 'silence', 'pulse']"
betrayal,"word: betrayal
properties: dagger, kiss, signature, shadow","['dagger', 'kiss', 'signature', 'shadow']"
blackmail,"word: blackmail
properties: secret, envelope, silence, phone","['secret', 'envelope', 'silence', 'phone']"
boredom,"word: boredom
properties: doodling, clock, rain, ceiling","['doodling', 'clock', 'rain', 'ceiling']"
boycott,"word: boycott
properties: grocery shelf, picket sign, empty bus, wallet","['grocery shelf', 'picket sign', 'empty bus', 'wallet']"
bravery,"word: bravery
properties: fire, mountain, medal, darkness","['fire', 'mountain', 'medal', 'darkness']"
career,"word: career
properties: ladder, retirement, briefcase, ambition","['ladder', 'retirement', 'briefcase', 'ambition']"
carefulness,"word: carefulness
properties: glass, tiptoe, tweezers, ice","['glass', 'tiptoe', 'tweezers', 'ice']"
catastrophe,"word: catastrophe
properties: rubble, sirens, flood, insurance","['rubble', 'sirens', 'flood', 'insurance']"
caution,"word: caution
properties: yellow, puddle, glass, cliff","['yellow', 'puddle', 'glass', 'cliff']"
challenge,"word: challenge
properties: mountain, sweat, chess, trophy","['mountain', 'sweat', 'chess', 'trophy']"
chaos,"word: chaos
properties: storm, glitter, crowd, static","['storm', 'glitter', 'crowd', 'static']"
character,"word: character
properties: ink, stage, spine, mask","['ink', 'stage', 'spine', 'mask']"
charm,"word: charm
properties: bracelet, smile, spell, luck","['bracelet', 'smile', 'spell', 'luck']"
comfort,"word: comfort
properties: blanket, soup, rain, pillow","['blanket', 'soup', 'rain', 'pillow']"
commitment,"word: commitment
properties: ring, signature, mortgage, marathon","['ring', 'signature', 'mortgage', 'marathon']"
comparison,"word: comparison
properties: scale, shopping, mirror, envy","['scale', 'shopping', 'mirror', 'envy']"
compassion,"word: compassion
properties: soup, bandage, shelter, listening","['soup', 'bandage', 'shelter', 'listening']"
competence,"word: competence
properties: surgeon, certificate, toolbelt, promotion","['surgeon', 'certificate', 'toolbelt', 'promotion']"
compromise,"word: compromise
properties: handshake, pizza, scales, gray","['handshake', 'pizza', 'scales', 'gray']"
compulsion,"word: compulsion
properties: padlock, magnet, clockwork, itch","['padlock', 'magnet', 'clockwork', 'itch']"
confession,"word: confession
properties: booth, guilt, police, secrets","['booth', 'guilt', 'police', 'secrets']"
conflict,"word: conflict
properties: sword, lightning, border, knot","['sword', 'lightning', 'border', 'knot']"
consideration,"word: consideration
properties: contract, scale, waiting, library","['contract', 'scale', 'waiting', 'library']"
consolation,"word: consolation
properties: prize, shoulder, tissue, blanket","['prize', 'shoulder', 'tissue', 'blanket']"
contempt,"word: contempt
properties: sneer, gavel, ice, spit","['sneer', 'gavel', 'ice', 'spit']"
convention,"word: convention
properties: lanyard, ballroom, cosplay, handshake","['lanyard', 'ballroom', 'cosplay', 'handshake']"
cooperation,"word: cooperation
properties: ants, gears, orchestra, bridge","['ants', 'gears', 'orchestra', 'bridge']"
courage,"word: courage
properties: lion, cliff, trembling, shield","['lion', 'cliff', 'trembling', 'shield']"
creativity,"word: creativity
properties: canvas, chaos, lightbulb, mess","['canvas', 'chaos', 'lightbulb', 'mess']"
crime,"word: crime
properties: handcuffs, night, siren, prison","['handcuffs', 'night', 'siren', 'prison']"
criticism,"word: criticism
properties: red pen, thick skin, theater, sting","['red pen', 'thick skin', 'theater', 'sting']"
cruelty,"word: cruelty
properties: whip, cage, thorns, ice","['whip', 'cage', 'thorns', 'ice']"
culture,"word: culture
properties: petri dish, spices, museum, ancestors","['petri dish', 'spices', 'museum', 'ancestors']"
curiosity,"word: curiosity
properties: magnifying glass, Mars, keyhole, library","['magnifying glass', 'Mars', 'keyhole', 'library']"
custom,"word: custom
properties: tailor, wedding, paint, airport","['tailor', 'wedding', 'paint', 'airport']"
danger,"word: danger
properties: cliff, poison, red, adrenaline","['cliff', 'poison', 'red', 'adrenaline']"
death,"word: death
properties: skull, will, raven, hourglass","['skull', 'will', 'raven', 'hourglass']"
decision,"word: decision
properties: fork, coin, deadline, regret","['fork', 'coin', 'deadline', 'regret']"
demand,"word: demand
properties: supply, finger, deadline, shouting","['supply', 'finger', 'deadline', 'shouting']"
desire,"word: desire
properties: fire, reach, chocolate, thirst","['fire', 'reach', 'chocolate', 'thirst']"
desperation,"word: desperation
properties: clawing, empty wallet, ticking clock, desert","['clawing', 'empty wallet', 'ticking clock', 'desert']"
destruction,"word: destruction
properties: rubble, wrecking ball, ashes, earthquake","['rubble', 'wrecking ball', 'ashes', 'earthquake']"
detection,"word: detection
properties: radar, magnifying glass, bloodhound, beep","['radar', 'magnifying glass', 'bloodhound', 'beep']"
dictatorship,"word: dictatorship
properties: propaganda, iron fist, silence, statue","['propaganda', 'iron fist', 'silence', 'statue']"
difference,"word: difference
properties: subtraction, puzzle, impact, colors","['subtraction', 'puzzle', 'impact', 'colors']"
difficulty,"word: difficulty
properties: mountain, puzzle, sweat, knot","['mountain', 'puzzle', 'sweat', 'knot']"
dignity,"word: dignity
properties: spine, hospital, silence, suit","['spine', 'hospital', 'silence', 'suit']"
diligence,"word: diligence
properties: ants, library, sunrise, pencils","['ants', 'library', 'sunrise', 'pencils']"
disadvantage,"word: disadvantage
properties: hurdles, mountain, anchor, darkness","['hurdles', 'mountain', 'anchor', 'darkness']"
disappointment,"word: disappointment
properties: rain, sigh, empty, grey","['rain', 'sigh', 'empty', 'grey']"
discovery,"word: discovery
properties: telescope, magnifying glass, hidden, gold","['telescope', 'magnifying glass', 'hidden', 'gold']"
disgust,"word: disgust
properties: garbage, maggots, slime, sour milk","['garbage', 'maggots', 'slime', 'sour milk']"
dismay,"word: dismay
properties: spilled, gasp, shadow, cracks","['spilled', 'gasp', 'shadow', 'cracks']"
dispute,"word: dispute
properties: gavel, fence, whistle, inheritance","['gavel', 'fence', 'whistle', 'inheritance']"
distance,"word: distance
properties: horizon, marathon, telescope, map","['horizon', 'marathon', 'telescope', 'map']"
distraction,"word: distraction
properties: smartphone, window, magician, static","['smartphone', 'window', 'magician', 'static']"
diversity,"word: diversity
properties: ecosystem, mosaic, potluck, genes","['ecosystem', 'mosaic', 'potluck', 'genes']"
doubt,"word: doubt
properties: fog, shadow, question mark, crossroads","['fog', 'shadow', 'question mark', 'crossroads']"
downfall,"word: downfall
properties: crown, cliff, ego, rain","['crown', 'cliff', 'ego', 'rain']"
dream,"word: dream
properties: pillow, clouds, running, alarm","['pillow', 'clouds', 'running', 'alarm']"
duty,"word: duty
properties: uniform, clock, medal, trash","['uniform', 'clock', 'medal', 'trash']"
eagerness,"word: eagerness
properties: puppy, doorstep, sunrise, unwrapping","['puppy', 'doorstep', 'sunrise', 'unwrapping']"
effort,"word: effort
properties: sweat, mountain, marathon, trophy","['sweat', 'mountain', 'marathon', 'trophy']"
elegance,"word: elegance
properties: swan, velvet, waltz, marble","['swan', 'velvet', 'waltz', 'marble']"
emotion,"word: emotion
properties: tears, heart, storm, painting","['tears', 'heart', 'storm', 'painting']"
enchantment,"word: enchantment
properties: wand, forest, music, moon","['wand', 'forest', 'music', 'moon']"
enthusiasm,"word: enthusiasm
properties: fireworks, sprinting, confetti, megaphone","['fireworks', 'sprinting', 'confetti', 'megaphone']"
envy,"word: envy
properties: green, neighbor, trophy, poison","['green', 'neighbor', 'trophy', 'poison']"
error,"word: error
    properties: computer, eraser, trial, buzzer","['computer', 'eraser', 'trial', 'buzzer']"
event,"word: event
properties: ticket, stage, calendar, crowd","['ticket', 'stage', 'calendar', 'crowd']"
excitement,"word: excitement
properties: roller coaster, confetti, heartbeat, countdown","['roller coaster', 'confetti', 'heartbeat', 'countdown']"
expectation,"word: expectation
properties: baby, clock, grades, stage","['baby', 'clock', 'grades', 'stage']"
experience,"word: experience
properties: resume, wrinkles, backpacking, scar","['resume', 'wrinkles', 'backpacking', 'scar']"
explanation,"word: explanation
properties: chalkboard, lightbulb, teacher, diagram","['chalkboard', 'lightbulb', 'teacher', 'diagram']"
exploitation,"word: exploitation
properties: oil, factory, mine, dividend","['oil', 'factory', 'mine', 'dividend']"
faithfulness,"word: faithfulness
properties: dog, ring, mountain, anchor","['dog', 'ring', 'mountain', 'anchor']"
fantasy,"word: fantasy
properties: dragon, castle, wand, island","['dragon', 'castle', 'wand', 'island']"
fate,"word: fate
properties: thread, scissors, stars, crossroads","['thread', 'scissors', 'stars', 'crossroads']"
fear,"word: fear
properties: darkness, sweat, shadows, heartbeat","['darkness', 'sweat', 'shadows', 'heartbeat']"
fight,"word: fight
properties: gloves, bruise, adrenaline, bell","['gloves', 'bruise', 'adrenaline', 'bell']"
fitness,"word: fitness
properties: sweat, dumbbell, pulse, yoga mat","['sweat', 'dumbbell', 'pulse', 'yoga mat']"
flexibility,"word: flexibility
properties: yoga, schedule, bamboo, limbo","['yoga', 'schedule', 'bamboo', 'limbo']"
force,"word: force
properties: magnet, badge, lightsaber, gravity","['magnet', 'badge', 'lightsaber', 'gravity']"
forgiveness,"word: forgiveness
properties: weight, bridge, eraser, handshake","['weight', 'bridge', 'eraser', 'handshake']"
freedom,"word: freedom
properties: sky, wings, barefoot, ocean","['sky', 'wings', 'barefoot', 'ocean']"
fright,"word: fright
properties: goosebumps, shadow, adrenaline, basement","['goosebumps', 'shadow', 'adrenaline', 'basement']"
frustration,"word: frustration
properties: traffic, knot, scream, puzzle","['traffic', 'knot', 'scream', 'puzzle']"
