word,response,properties
ability,"ability
properties: talent, sports, education, performance","['talent', 'sports', 'education', 'performance']"
accusation,"accusation 
properties: courtroom, anger, evidence, police","['courtroom', 'anger', 'evidence', 'police']"
achievement,"achievement
properties: award, education, effort, career","['award', 'education', 'effort', 'career']"
activity,"activity
properties: gym, schedule, energy, hobbies","['gym', 'schedule', 'energy', 'hobbies']"
addiction,"addiction 
properties: cigarettes, rehab, brain chemistry, overdose","['cigarettes', 'rehab', 'brain chemistry', 'overdose']"
admiration,"admiration 
properties: trophy, teacher, stadium, museum","['trophy', 'teacher', 'stadium', 'museum']"
advantage,"advantage
properties: business, sports, education, wealth","['business', 'sports', 'education', 'wealth']"
adventure,"adventure 
properties: exploration, jungle, treasure, risk","['exploration', 'jungle', 'treasure', 'risk']"
advice,"advice 
properties: guidance, mentor, decision, problem","['guidance', 'mentor', 'decision', 'problem']"
agony,"agony
properties: scream, hospital, torture, death","['scream', 'hospital', 'torture', 'death']"
agreement,"agreement 
properties: contract, partners, negotiation, signature","['contract', 'partners', 'negotiation', 'signature']"
amazement,"amazement 
properties: circus, magic, wonderland, fireworks","['circus', 'magic', 'wonderland', 'fireworks']"
ambition,"ambition 
properties: drive, success, career, motivation","['drive', 'success', 'career', 'motivation']"
ambush,"ambush 
properties: jungle, soldiers, surprise, attack","['jungle', 'soldiers', 'surprise', 'attack']"
amusement,"amusement 
properties: theme park, laughter, carnival rides, popcorn","['theme park', 'laughter', 'carnival rides', 'popcorn']"
anger,"anger
properties: shouting, traffic, frustration, fist","['shouting', 'traffic', 'frustration', 'fist']"
anxiety,"anxiety
properties: exam, therapy, insomnia, deadlines","['exam', 'therapy', 'insomnia', 'deadlines']"
apology,"apology 
properties: regret, mistake, forgiveness, speech","['regret', 'mistake', 'forgiveness', 'speech']"
appearance,"appearance 
properties: clothes, makeup, celebrity, photoshoot","['clothes', 'makeup', 'celebrity', 'photoshoot']"
appetite,"appetite 
properties: dinner, stomach, hunger, foodie","['dinner', 'stomach', 'hunger', 'foodie']"
application,"application 
properties: computer, job, form, software","['computer', 'job', 'form', 'software']"
aptitude,"aptitude
properties: test, intelligence, talent, student","['test', 'intelligence', 'talent', 'student']"
argument,"argument 
properties: lawyers, debate, loud, relationship","['lawyers', 'debate', 'loud', 'relationship']"
art,"art
properties: museum, painting, creativity, beauty","['museum', 'painting', 'creativity', 'beauty']"
aspect,"aspect
properties: view, angle, feature, analysis","['view', 'angle', 'feature', 'analysis']"
assassination,"assassination 
properties: President Kennedy, conspiracy, poison, Mafia","['President Kennedy', 'conspiracy', 'poison', 'Mafia']"
assumption,"assumption 
properties: guess, theory, mistake, scientist","['guess', 'theory', 'mistake', 'scientist']"
astonishment,"astonishment 
properties: circus, magic, wonder, silence","['circus', 'magic', 'wonder', 'silence']"
attack,"attack
properties: war, shark, virus, keyboard","['war', 'shark', 'virus', 'keyboard']"
attention,"attention 
properties: focus, classroom, spotlight, concentration","['focus', 'classroom', 'spotlight', 'concentration']"
attraction,"attraction
properties: theme park, magnet, love, tourism","['theme park', 'magnet', 'love', 'tourism']"
beauty,"beauty 
properties: fashion, makeup, nature, photography","['fashion', 'makeup', 'nature', 'photography']"
being,"being 
properties: existence, human, alive, philosophy","['existence', 'human', 'alive', 'philosophy']"
betrayal,"betrayal 
properties: relationship, trust, Shakespeare, politics","['relationship', 'trust', 'Shakespeare', 'politics']"
blackmail,"blackmail 
properties: threats, crime, money, scandal","['threats', 'crime', 'money', 'scandal']"
boredom,"boredom 
properties: homework, weekend, video games, monotony","['homework', 'weekend', 'video games', 'monotony']"
boycott,"boycott 
properties: protest, consumers, rights, politics","['protest', 'consumers', 'rights', 'politics']"
bravery,"bravery 
properties: firefighters, battle, courage awards, superheroes","['firefighters', 'battle', 'courage awards', 'superheroes']"
career,"career
properties: office, growth, interview, degree","['office', 'growth', 'interview', 'degree']"
carefulness,"carefulness 
properties: laboratory, surgeon, fragile, librarian","['laboratory', 'surgeon', 'fragile', 'librarian']"
catastrophe,"catastrophe 
properties: hurricane, destruction, chaos, earthquake","['hurricane', 'destruction', 'chaos', 'earthquake']"
caution,"caution
properties: warning signs, roadworks, safety helmets, emergency lights","['warning signs', 'roadworks', 'safety helmets', 'emergency lights']"
challenge,"challenge
properties: obstacle, competition, growth, confidence","['obstacle', 'competition', 'growth', 'confidence']"
chaos,"chaos
properties: riot, universe, destruction, anarchy","['riot', 'universe', 'destruction', 'anarchy']"
character,"character: 
properties: actor, novel, trait, reputation","['actor', 'novel', 'trait', 'reputation']"
charm,"Charm 
properties: necklace, smile, actor, magic","['necklace', 'smile', 'actor', 'magic']"
comfort,"comfort
properties: pillow, home, warmth, massage","['pillow', 'home', 'warmth', 'massage']"
commitment,"commitment 
properties: wedding, responsibility, promise, relationship","['wedding', 'responsibility', 'promise', 'relationship']"
comparison,"comparison
properties: shopping, research, charts, mathematics","['shopping', 'research', 'charts', 'mathematics']"
compassion,"compassion 
properties: volunteer, nurse, charity, kindness","['volunteer', 'nurse', 'charity', 'kindness']"
competence,"competence 
properties: expert, education, confidence, certification","['expert', 'education', 'confidence', 'certification']"
compromise,"compromise
properties: relationship, politics, negotiation, middle ground","['relationship', 'politics', 'negotiation', 'middle ground']"
compulsion,"compulsion 
properties: control, disorder, anxiety, ritual","['control', 'disorder', 'anxiety', 'ritual']"
confession,"confession 
properties: church, guilt, forgiveness, priest","['church', 'guilt', 'forgiveness', 'priest']"
conflict,"conflict
properties: war, divorce, argument, stress","['war', 'divorce', 'argument', 'stress']"
consideration,"consideration 
properties: contract, respect, kindness, thoughtfulness","['contract', 'respect', 'kindness', 'thoughtfulness']"
consolation,"consolation 
properties: tears, funeral, apology, therapy","['tears', 'funeral', 'apology', 'therapy']"
contempt,"contempt 
properties: hate, court, judge, rude","['hate', 'court', 'judge', 'rude']"
convention,"convention
properties: hotel, speakers, badges, exhibition","['hotel', 'speakers', 'badges', 'exhibition']"
cooperation,"cooperation 
properties: business, teamwork, trust, goals","['business', 'teamwork', 'trust', 'goals']"
courage,"courage 
properties: battlefield, lion, superhero, paratrooper","['battlefield', 'lion', 'superhero', 'paratrooper']"
creativity,"creativity 
properties: innovation, art, imagination, genius","['innovation', 'art', 'imagination', 'genius']"
crime,"crime
properties: police, prison, violence, evidence","['police', 'prison', 'violence', 'evidence']"
criticism,"criticism
properties: teacher, newspaper, debate, perfectionism","['teacher', 'newspaper', 'debate', 'perfectionism']"
cruelty,"cruelty 
properties: abuse, torture, oppression, villain","['abuse', 'torture', 'oppression', 'villain']"
culture,"culture: 
artifacts, museum, India, tradition",[]
curiosity,"curiosity 
properties: science, space, child, mystery","['science', 'space', 'child', 'mystery']"
custom,"custom
properties: tailoring, import, heritage, motorcycle","['tailoring', 'import', 'heritage', 'motorcycle']"
danger,"danger
properties: warning, accident, caution, threat","['warning', 'accident', 'caution', 'threat']"
death,"death: 
properties: funeral, darkness, mourning, coffins","['funeral', 'darkness', 'mourning', 'coffins']"
decision,"decision
properties: meeting, choice, responsibility, stress","['meeting', 'choice', 'responsibility', 'stress']"
demand,"demand
properties: market, economy, law, order","['market', 'economy', 'law', 'order']"
desire,"desire 
properties: motivation, passion, love, obsession","['motivation', 'passion', 'love', 'obsession']"
desperation,"desperation
properties: hostage, poverty, addiction, wilderness","['hostage', 'poverty', 'addiction', 'wilderness']"
destruction,"destruction 
properties: earthquake, chaos, war, tornado","['earthquake', 'chaos', 'war', 'tornado']"
detection,"detection
properties: police, virus, airport, hacker","['police', 'virus', 'airport', 'hacker']"
dictatorship,"dictatorship 
properties: corruption, oppression, propaganda, revolution","['corruption', 'oppression', 'propaganda', 'revolution']"
difference,"difference
properties: math, culture, opinion, inequality","['math', 'culture', 'opinion', 'inequality']"
difficulty,"difficulty 
properties: puzzle, mountain, exam, obstacle","['puzzle', 'mountain', 'exam', 'obstacle']"
dignity,"dignity
properties: respect, royalty, confidence, humility","['respect', 'royalty', 'confidence', 'humility']"
diligence,"diligence 
properties: reward, hardwork, success, habits","['reward', 'hardwork', 'success', 'habits']"
disadvantage,"disadvantage 
properties: competition, obstacle, weakness, poverty","['competition', 'obstacle', 'weakness', 'poverty']"
disappointment,"disappointment 
properties: unmet expectations, sadness, canceled plans, regret","['unmet expectations', 'sadness', 'canceled plans', 'regret']"
discovery,"discovery 
properties: science, space, treasure, archaeologist","['science', 'space', 'treasure', 'archaeologist']"
disgust,"disgust
properties: rotten food, vomiting, garbage, toilet","['rotten food', 'vomiting', 'garbage', 'toilet']"
dismay,"dismay
properties: fear, darkness, scream, disaster","['fear', 'darkness', 'scream', 'disaster']"
dispute,"dispute 
properties: lawyers, argument, court, negotiation","['lawyers', 'argument', 'court', 'negotiation']"
distance,"distance 
properties: space, travel, measure, long","['space', 'travel', 'measure', 'long']"
distraction,"distraction
properties: phone, noise, multitasking, driving","['phone', 'noise', 'multitasking', 'driving']"
diversity,"diversity 
properties: cultures, workplace, ecosystem, university","['cultures', 'workplace', 'ecosystem', 'university']"
doubt,"doubt
properties: uncertainty, investigation, fear, indecision","['uncertainty', 'investigation', 'fear', 'indecision']"
downfall,"downfall 
properties: ruin, corruption, failure, tragedy","['ruin', 'corruption', 'failure', 'tragedy']"
dream,"dream
properties: sleep, fantasy, goals, nighttime","['sleep', 'fantasy', 'goals', 'nighttime']"
duty,"duty
properties: responsibility, soldier, obligation, honor","['responsibility', 'soldier', 'obligation', 'honor']"
eagerness,"eagerness 
properties: students, competition, motivation, athletes","['students', 'competition', 'motivation', 'athletes']"
effort,"effort
properties: exercise, dedication, progress, sweat","['exercise', 'dedication', 'progress', 'sweat']"
elegance,"elegance 
properties: evening gown, ballroom dance, diamond necklace, refinement","['evening gown', 'ballroom dance', 'diamond necklace', 'refinement']"
emotion,"emotion 
properties: tears, music, heartbreak, anxiety","['tears', 'music', 'heartbreak', 'anxiety']"
enchantment,"enchantment 
properties: magic, fairy tale, romantic, mystique","['magic', 'fairy tale', 'romantic', 'mystique']"
enthusiasm,"enthusiasm 
properties: passion, sports, excitement, achievement","['passion', 'sports', 'excitement', 'achievement']"
envy,"envy 
properties: insecurity, rival, wealth, comparison","['insecurity', 'rival', 'wealth', 'comparison']"
error,"error
properties: computer, mistake, warning, debug","['computer', 'mistake', 'warning', 'debug']"
event,"event 
properties: party, planning, date, attendance","['party', 'planning', 'date', 'attendance']"
excitement,"excitement 
properties: thrill rides, parties, sports games, fireworks","['thrill rides', 'parties', 'sports games', 'fireworks']"
expectation,"expectation 
properties: exam, promise, hope, waiting","['exam', 'promise', 'hope', 'waiting']"
experience,"experience 
properties: skill, travel, job, teacher","['skill', 'travel', 'job', 'teacher']"
explanation,"explanation 
properties: teacher, classroom, textbook, confusion","['teacher', 'classroom', 'textbook', 'confusion']"
exploitation,"exploitation 
properties: capitalism, slavery, environment, corruption","['capitalism', 'slavery', 'environment', 'corruption']"
faithfulness,"faithfulness 
properties: relationship, commitment, loyalty, promise","['relationship', 'commitment', 'loyalty', 'promise']"
fantasy,"fantasy 
properties: magic, dragons, dreams, movies","['magic', 'dragons', 'dreams', 'movies']"
fate,"fate 
properties: prophecy, destiny, karma, fortune","['prophecy', 'destiny', 'karma', 'fortune']"
fear,"fear
properties: darkness, spiders, heights, horror","['darkness', 'spiders', 'heights', 'horror']"
fight,"fight 
properties: boxing, war, anger, adrenaline","['boxing', 'war', 'anger', 'adrenaline']"
fitness,"fitness 
properties: exercise, gym, nutrition, athlete","['exercise', 'gym', 'nutrition', 'athlete']"
flexibility,"flexibility 
properties: gymnast, yoga, rubber_band, octopus","['gymnast', 'yoga', 'rubber_band', 'octopus']"
force,"force: 
properties: police, energy, weightlifting, gravity","['police', 'energy', 'weightlifting', 'gravity']"
forgiveness,"forgiveness 
properties: relationships, apology, guilt, therapy","['relationships', 'apology', 'guilt', 'therapy']"
freedom,"freedom
properties: birds, America, independence, rights","['birds', 'America', 'independence', 'rights']"
fright,"fright
properties: darkness, scream, Halloween, adrenaline","['darkness', 'scream', 'Halloween', 'adrenaline']"
frustration,"frustration 
properties: anger, traffic, deadlines, screaming","['anger', 'traffic', 'deadlines', 'screaming']"
fun,"fun: 
amusement park, laughter, games, weekend",[]
fury,"fury 
properties: storm, boxing, hellish, destruction","['storm', 'boxing', 'hellish', 'destruction']"
future,"future 
properties: robots, space, career, technology","['robots', 'space', 'career', 'technology']"
genius,"genius
properties: Einstein, inventor, puzzle, composer","['Einstein', 'inventor', 'puzzle', 'composer']"
glory,"glory 
properties: gold, stadium, halo, champion","['gold', 'stadium', 'halo', 'champion']"
grace,"grace 
properties: dancer, elegance, forgiveness, church","['dancer', 'elegance', 'forgiveness', 'church']"
gratitude,"gratitude 
properties: prayer, family, gift, holidays","['prayer', 'family', 'gift', 'holidays']"
greed,"Greed 
properties: money, corporations, corruption, excess","['money', 'corporations', 'corruption', 'excess']"
guess,"guess
properties: lottery, game, test, mystery","['lottery', 'game', 'test', 'mystery']"
habit,"habit
properties: routine, smoking, exercise, nervousness","['routine', 'smoking', 'exercise', 'nervousness']"
happiness,"happiness
properties: smile, family, vacation, gratitude","['smile', 'family', 'vacation', 'gratitude']"
hate,"hate 
properties: enemy, anger, violence, darkness","['enemy', 'anger', 'violence', 'darkness']"
help,"help
properties: emergency, teacher, instructions, customer","['emergency', 'teacher', 'instructions', 'customer']"
hint,"hint
properties: clue, whisper, secret, mysterious","['clue', 'whisper', 'secret', 'mysterious']"
home,"home 
properties: family, comfort, furniture, garden","['family', 'comfort', 'furniture', 'garden']"
honor,"honor 
properties: medal, loyalty, respect, reputation","['medal', 'loyalty', 'respect', 'reputation']"
hope,"hope 
properties: lighthouse, rainbow, promise, prayer","['lighthouse', 'rainbow', 'promise', 'prayer']"
horror,"horror 
properties: midnight, zombies, haunted house, screaming","['midnight', 'zombies', 'haunted house', 'screaming']"
humor,"humor: 
comedy, laugh, satire, entertainment",[]
hunger,"hunger 
properties: food, stomach, fatigue, dinner","['food', 'stomach', 'fatigue', 'dinner']"
