word,response,properties
ability,"

word: ability  
properties: climbing, solving puzzles, public speaking, fixing appliances","['climbing', 'solving puzzles', 'public speaking', 'fixing appliances']"
accusation,"

word: accusation  
properties: courtroom, defensiveness, written letter, public controversy","['courtroom', 'defensiveness', 'written letter', 'public controversy']"
achievement,"

word: achievement  
properties: trophy, perseverance, milestone, celebration","['trophy', 'perseverance', 'milestone', 'celebration']"
activity,"

word: activity  
properties: sports, collaboration, energy, event","['sports', 'collaboration', 'energy', 'event']"
addiction,"

word: addiction  
properties: withdrawal symptoms, compulsive behavior, loss of control, social isolation","['withdrawal symptoms', 'compulsive behavior', 'loss of control', 'social isolation']"
admiration,"

word: admiration  
properties: student gazing at teacher, medal on pedestal, warmth spreading through chest, standing silently before a masterpiece","['student gazing at teacher', 'medal on pedestal', 'warmth spreading through chest', 'standing silently before a masterpiece']"
advantage,"

word: advantage  
properties: competitive edge, self-assurance, strategic positioning, unexpected benefit","['competitive edge', 'self-assurance', 'strategic positioning', 'unexpected benefit']"
adventure,"

word: adventure  
properties: exploring an uncharted forest, climbing a treacherous peak, encountering a mysterious creature in the jungle, discovering a hidden cave","['exploring an uncharted forest', 'climbing a treacherous peak', 'encountering a mysterious creature in the jungle', 'discovering a hidden cave']"
advice,"

word: advice  
properties: mentorship, decision-making, trust-building, strategic planning","['mentorship', 'decision-making', 'trust-building', 'strategic planning']"
agony,"

word: agony  
properties: burning flesh, funeral procession, screaming child, shattered bones","['burning flesh', 'funeral procession', 'screaming child', 'shattered bones']"
agreement,"

word: agreement  
properties: signed contract, team collaboration, dispute resolution, written document","['signed contract', 'team collaboration', 'dispute resolution', 'written document']"
amazement,"

word: amazement  
properties: thunderclap, neon lights, lost treasure, silent scream","['thunderclap', 'neon lights', 'lost treasure', 'silent scream']"
ambition,"

word: ambition  
properties: ladder climb, relentless drive, risky ventures, endless striving","['ladder climb', 'relentless drive', 'risky ventures', 'endless striving']"
ambush,"

word: ambush  
properties: hidden threat, element of surprise, predatory strike, sudden vulnerability","['hidden threat', 'element of surprise', 'predatory strike', 'sudden vulnerability']"
amusement,"

word: amusement  
properties: roller coaster, family gathering, clown, carnival","['roller coaster', 'family gathering', 'clown', 'carnival']"
anger,"

word: anger  
properties: flushed cheeks, slammed door, tightened jaw, boiling kettle","['flushed cheeks', 'slammed door', 'tightened jaw', 'boiling kettle']"
anxiety,"

word: anxiety  
properties: chest tightness, racing thoughts, avoidance of social gatherings, fear of the unknown","['chest tightness', 'racing thoughts', 'avoidance of social gatherings', 'fear of the unknown']"
apology,"

word: apology  
properties: public statement, personal reconciliation, written note, emotional relief","['public statement', 'personal reconciliation', 'written note', 'emotional relief']"
appearance,"

word: appearance  
properties: fashion show, forensic analysis, first date, mirror reflection","['fashion show', 'forensic analysis', 'first date', 'mirror reflection']"
appetite,"

word: appetite  
properties: meal, cooking, craving, satiety","['meal', 'cooking', 'craving', 'satiety']"
application,"

word: application  
properties: form submission, mobile app usage, university enrollment, software installation","['form submission', 'mobile app usage', 'university enrollment', 'software installation']"
aptitude,"

word: aptitude  
properties: problem-solving, instinctive skill, career mastery, innate ability","['problem-solving', 'instinctive skill', 'career mastery', 'innate ability']"
argument,"

word: argument  
properties: courtroom, raised voices, mediation, emotional strain","['courtroom', 'raised voices', 'mediation', 'emotional strain']"
art,"

word: art  
properties: canvas, gallery, sculpture, creativity","['canvas', 'gallery', 'sculpture', 'creativity']"
aspect,"

word: aspect  
properties: perspective, detail, angle, dimension","['perspective', 'detail', 'angle', 'dimension']"
assassination,"

word: assassination  
properties: political upheaval, clandestine plotting, blade's edge, irreversible chaos","['political upheaval', 'clandestine plotting', ""blade's edge"", 'irreversible chaos']"
assumption,"

word: assumption  
properties: misjudgment, scientific hypothesis, unspoken expectation, risky decision","['misjudgment', 'scientific hypothesis', 'unspoken expectation', 'risky decision']"
astonishment,"

word: astonishment  
properties: wild animal encounter, moon landing, lottery win, aurora sighting","['wild animal encounter', 'moon landing', 'lottery win', 'aurora sighting']"
attack,"

word: attack  
properties: battlefield, hacker, surprise, damage","['battlefield', 'hacker', 'surprise', 'damage']"
attention,"

word: attention  
properties: laser focus on a task, diverted by a phone notification, sustained eye contact during dialogue, navigating a crowded room without missing cues","['laser focus on a task', 'diverted by a phone notification', 'sustained eye contact during dialogue', 'navigating a crowded room without missing cues']"
attraction,"

word: attraction  
properties: magnetic pull, gravitational force, comet orbit, irresistible charm","['magnetic pull', 'gravitational force', 'comet orbit', 'irresistible charm']"
beauty,"

word: beauty  
properties: sunrise, mirror reflection, roses in bloom, sculpted marble","['sunrise', 'mirror reflection', 'roses in bloom', 'sculpted marble']"
being,"

word: being  
properties: presence, awareness, identity, continuity","['presence', 'awareness', 'identity', 'continuity']"
betrayal,"

word: betrayal  
properties: backstabbing, silent confrontation, political coup, shattered pact","['backstabbing', 'silent confrontation', 'political coup', 'shattered pact']"
blackmail,"

word: blackmail  
properties: secret leverage, coercive threats, hidden messages, reputational ruin","['secret leverage', 'coercive threats', 'hidden messages', 'reputational ruin']"
boredom,"

word: boredom  
properties: waiting in line, folding laundry, rainy day indoors, staring at the ceiling","['waiting in line', 'folding laundry', 'rainy day indoors', 'staring at the ceiling']"
boycott,"

word: boycott  
properties: economic sanctions, public defiance, supply chain disruption, moral stand","['economic sanctions', 'public defiance', 'supply chain disruption', 'moral stand']"
bravery,"

word: bravery  
properties: battlefield, rescue mission, defiant gaze, silent courage","['battlefield', 'rescue mission', 'defiant gaze', 'silent courage']"
career,"

word: career  
properties: internship, promotion, skill-building, job security","['internship', 'promotion', 'skill-building', 'job security']"
carefulness,"

word: carefulness  
properties: magnifying glass, wrapping paper, checklist, slow movements","['magnifying glass', 'wrapping paper', 'checklist', 'slow movements']"
catastrophe,"

word: catastrophe  
properties: hurricane, chain reaction, despair, debris","['hurricane', 'chain reaction', 'despair', 'debris']"
caution,"

word: caution  
properties: yellow triangle, walking on ice, slowing down, slippery floor","['yellow triangle', 'walking on ice', 'slowing down', 'slippery floor']"
challenge,"

word: challenge  
properties: mountain climb, puzzle solving, debate, fear confrontation","['mountain climb', 'puzzle solving', 'debate', 'fear confrontation']"
chaos,"

word: chaos  
properties: urban gridlock, sudden blackout, system malfunction, uncontrolled crowd","['urban gridlock', 'sudden blackout', 'system malfunction', 'uncontrolled crowd']"
character,"

word: character  
properties: narrative complexity, hidden motivations, unexpected actions, evolving traits","['narrative complexity', 'hidden motivations', 'unexpected actions', 'evolving traits']"
charm,"

word: charm  
properties: spells, confidence, lucky trinket, magic circle","['spells', 'confidence', 'lucky trinket', 'magic circle']"
comfort,"

word: comfort  
properties: pillows, warm bath, familiar scent, soft blanket","['pillows', 'warm bath', 'familiar scent', 'soft blanket']"
commitment,"

word: commitment  
properties: long-term project, oath-taking, sacrifice, loyalty","['long-term project', 'oath-taking', 'sacrifice', 'loyalty']"
comparison,"

word: comparison  
properties: shopping for electronics, academic grading, recipe analysis, assessing job candidates","['shopping for electronics', 'academic grading', 'recipe analysis', 'assessing job candidates']"
compassion,"

word: compassion  
properties: helping a stranger in distress, quiet understanding during grief, offering a listening ear, shared meals with those in need","['helping a stranger in distress', 'quiet understanding during grief', 'offering a listening ear', 'shared meals with those in need']"
competence,"

word: competence  
properties: job interview, problem-solving, leadership trust, certification","['job interview', 'problem-solving', 'leadership trust', 'certification']"
compromise,"

word: compromise  
properties: negotiation, conflict resolution, team collaboration, sacrifice","['negotiation', 'conflict resolution', 'team collaboration', 'sacrifice']"
compulsion,"

word: compulsion  
properties: repetitive hand-washing, door-checking ritual, unyielding urge to count, uncontrollable tapping motion","['repetitive hand-washing', 'door-checking ritual', 'unyielding urge to count', 'uncontrollable tapping motion']"
confession,"

word: confession  
properties: confessional booth, vulnerability, truthfulness, absolution","['confessional booth', 'vulnerability', 'truthfulness', 'absolution']"
conflict,"

word: conflict  
properties: chessboard, tectonic plates, internal struggle, negotiation table","['chessboard', 'tectonic plates', 'internal struggle', 'negotiation table']"
consideration,"

word: consideration  
properties: contract drafting, group decision-making, thoughtful gestures, ethical debates","['contract drafting', 'group decision-making', 'thoughtful gestures', 'ethical debates']"
consolation,"

word: consolation  
properties: funeral, tears, memories, candlelight","['funeral', 'tears', 'memories', 'candlelight']"
contempt,"

word: contempt  
properties: scornful glance, derisive remark, trampled path, rejected offering","['scornful glance', 'derisive remark', 'trampled path', 'rejected offering']"
convention,"

word: convention  
properties: panel discussions, trade show booths, attendee networking, formal agenda scheduling","['panel discussions', 'trade show booths', 'attendee networking', 'formal agenda scheduling']"
cooperation,"

word: cooperation  
properties: joint effort, shared goals, interdependence, collaborative problem-solving","['joint effort', 'shared goals', 'interdependence', 'collaborative problem-solving']"
courage,"

word: courage  
properties: battlefield, lion, leap, silence","['battlefield', 'lion', 'leap', 'silence']"
creativity,"

word: creativity  
properties: brainstorming, unconventional methods, spontaneous sketches, unexpected outcomes","['brainstorming', 'unconventional methods', 'spontaneous sketches', 'unexpected outcomes']"
