word,response,properties
ability,"word: ability
properties: practice, limits, opportunity, confidence","['practice', 'limits', 'opportunity', 'confidence']"
accusation,"word: accusation
properties: court, denial, finger-pointing, guilt","['court', 'denial', 'finger-pointing', 'guilt']"
achievement,"word: achievement
properties: medal, sweat, goal, celebration","['medal', 'sweat', 'goal', 'celebration']"
activity,"word: activity
properties: sweat, tired, schedule, fun","['sweat', 'tired', 'schedule', 'fun']"
addiction,"word: addiction
properties: withdrawal, relapse, dopamine, isolation","['withdrawal', 'relapse', 'dopamine', 'isolation']"
admiration,"word: admiration
properties: trophy, gazing, role model, applause","['trophy', 'gazing', 'role model', 'applause']"
advantage,"word: advantage
properties: competition, leverage, head start, exploit","['competition', 'leverage', 'head start', 'exploit']"
adventure,"word: adventure
properties: compass, risk, discovery, strangers","['compass', 'risk', 'discovery', 'strangers']"
advice,"word: advice
properties: listening, reluctant, mentor, crossroads","['listening', 'reluctant', 'mentor', 'crossroads']"
agony,"word: agony
properties: writhing, helplessness, marathon, crucifixion","['writhing', 'helplessness', 'marathon', 'crucifixion']"
agreement,"word: agreement
properties: handshake, contract, compromise, nod","['handshake', 'contract', 'compromise', 'nod']"
amazement,"word: amazement
properties: wide eyes, mouth open, frozen moment, discovery","['wide eyes', 'mouth open', 'frozen moment', 'discovery']"
ambition,"word: ambition
properties: climbing, failure, sleepless nights, envy","['climbing', 'failure', 'sleepless nights', 'envy']"
ambush,"word: ambush
properties: jungle, predator, surprise, trap","['jungle', 'predator', 'surprise', 'trap']"
amusement,"word: amusement
properties: carnival, laughter, distraction, child","['carnival', 'laughter', 'distraction', 'child']"
anger,"word: anger
properties: fist, storm, silence, burn","['fist', 'storm', 'silence', 'burn']"
anxiety,"word: anxiety
properties: racing heart, blank mind, avoidance, insomnia","['racing heart', 'blank mind', 'avoidance', 'insomnia']"
apology,"word: apology
properties: regret, forgiveness, mistake, tears","['regret', 'forgiveness', 'mistake', 'tears']"
appearance,"word: appearance
properties: mirror, judgment, costume, first impression","['mirror', 'judgment', 'costume', 'first impression']"
appetite,"word: appetite
properties: hunger, restaurant, satisfaction, growling","['hunger', 'restaurant', 'satisfaction', 'growling']"
application,"word: application
properties: form, interview, phone, rejection","['form', 'interview', 'phone', 'rejection']"
aptitude,"word: aptitude
properties: test score, natural talent, career path, math problem","['test score', 'natural talent', 'career path', 'math problem']"
argument,"word: argument
properties: raised voices, disagreement, logic, relationship strain","['raised voices', 'disagreement', 'logic', 'relationship strain']"
art,"word: art
properties: museum, creativity, canvas, emotion","['museum', 'creativity', 'canvas', 'emotion']"
aspect,"word: aspect
properties: angle, lens, wrinkle, shadow","['angle', 'lens', 'wrinkle', 'shadow']"
assassination,"word: assassination
properties: conspiracy, history, gunshot, politics","['conspiracy', 'history', 'gunshot', 'politics']"
assumption,"word: assumption
properties: quicksand, detective, foundation, gamble","['quicksand', 'detective', 'foundation', 'gamble']"
astonishment,"word: astonishment
properties: jaw dropping, frozen moment, eyes wide, question mark","['jaw dropping', 'frozen moment', 'eyes wide', 'question mark']"
attack,"word: attack
properties: heart, enemy, sudden, defend","['heart', 'enemy', 'sudden', 'defend']"
attention,"word: attention
properties: spotlight, distraction, child raising hand, reward","['spotlight', 'distraction', 'child raising hand', 'reward']"
attraction,"word: attraction
properties: magnet, gravity, theme park, chemistry","['magnet', 'gravity', 'theme park', 'chemistry']"
beauty,"word: beauty
properties: mirror, garden, fleeting, admiration","['mirror', 'garden', 'fleeting', 'admiration']"
being,"word: being
properties: existence, breathing, present, conscious","['existence', 'breathing', 'present', 'conscious']"
