word,response,properties
ability,"word: ability
properties: muscles, practice, tool, potential","['muscles', 'practice', 'tool', 'potential']"
accusation,"word: accusation
properties: finger, courtroom, denial, secret","['finger', 'courtroom', 'denial', 'secret']"
achievement,"word: achievement
properties: marathon, diploma, peak, trophy","['marathon', 'diploma', 'peak', 'trophy']"
activity,"word: activity
properties: sweat, clock, movement, energy","['sweat', 'clock', 'movement', 'energy']"
addiction,"word: addiction
properties: dopamine, shackles, obsession, recovery","['dopamine', 'shackles', 'obsession', 'recovery']"
admiration,"word: admiration
properties: applause, pedestal, gaze, inspiration","['applause', 'pedestal', 'gaze', 'inspiration']"
advantage,"word: advantage
properties: chess, leverage, peak, headstart","['chess', 'leverage', 'peak', 'headstart']"
adventure,"word: adventure
properties: compass, map, summit, backpack","['compass', 'map', 'summit', 'backpack']"
advice,"word: advice
properties: mentor, crossroads, whispers, compass","['mentor', 'crossroads', 'whispers', 'compass']"
agony,"word: agony
properties: thorns, marathon, shipwreck, silence","['thorns', 'marathon', 'shipwreck', 'silence']"
agreement,"word: agreement
properties: handshake, contract, nod, harmony","['handshake', 'contract', 'nod', 'harmony']"
amazement,"word: amazement
properties: starlight, fireworks, epiphany, gasp","['starlight', 'fireworks', 'epiphany', 'gasp']"
ambition,"word: ambition
properties: marathon, ladder, fuel, summit","['marathon', 'ladder', 'fuel', 'summit']"
ambush,"word: ambush
properties: shadows, camouflage, surprise, jungle","['shadows', 'camouflage', 'surprise', 'jungle']"
amusement,"word: amusement
properties: rollercoasters, laughter, carnivals, puzzles","['rollercoasters', 'laughter', 'carnivals', 'puzzles']"
anger,"word: anger
properties: heat, clenched, injustice, thunder","['heat', 'clenched', 'injustice', 'thunder']"
anxiety,"word: anxiety
properties: heartbeat, restlessness, shadows, static","['heartbeat', 'restlessness', 'shadows', 'static']"
apology,"word: apology
properties: kneeling, letter, silence, bridge","['kneeling', 'letter', 'silence', 'bridge']"
appearance,"word: appearance
properties: mirror, fashion, disguise, observation","['mirror', 'fashion', 'disguise', 'observation']"
appetite,"word: appetite
properties: hunger, banquet, craving, digestion","['hunger', 'banquet', 'craving', 'digestion']"
application,"word: application
properties: smartphone, interview, glue, thesis","['smartphone', 'interview', 'glue', 'thesis']"
aptitude,"word: aptitude
properties: blueprint, gears, telescope, apprenticeship","['blueprint', 'gears', 'telescope', 'apprenticeship']"
argument,"word: argument
properties: shouting, courtroom, misunderstanding, compromise","['shouting', 'courtroom', 'misunderstanding', 'compromise']"
