word,response,properties
ability,"word: ability
properties: climb, solve, create, adapt","['climb', 'solve', 'create', 'adapt']"
accusation,"word: accusation
properties: courtroom, betrayal, silence, blame","['courtroom', 'betrayal', 'silence', 'blame']"
achievement,"word: achievement
properties: medal, podium, applause, milestone","['medal', 'podium', 'applause', 'milestone']"
activity,"word: activity
properties: dance, hike, brainstorm, yoga","['dance', 'hike', 'brainstorm', 'yoga']"
addiction,"word: addiction
properties: compulsive behavior, physical dependence, emotional withdrawal, social isolation","['compulsive behavior', 'physical dependence', 'emotional withdrawal', 'social isolation']"
admiration,"word: admiration
properties: trophy, mentor, awe, quiet smile","['trophy', 'mentor', 'awe', 'quiet smile']"
advantage,"word: advantage
properties: climb, win, pivot, leap","['climb', 'win', 'pivot', 'leap']"
adventure,"word: adventure
properties: mountain peak, pirate ship, jungle trail, glowing cave","['mountain peak', 'pirate ship', 'jungle trail', 'glowing cave']"
advice,"word: advice
properties: mentor, puzzle, compass, calm","['mentor', 'puzzle', 'compass', 'calm']"
agony,"word: agony
properties: scream, silence, trembling, darkness","['scream', 'silence', 'trembling', 'darkness']"
agreement,"word: agreement
properties: contract, compromise, consensus, peace","['contract', 'compromise', 'consensus', 'peace']"
amazement,"word: amazement
properties: awe-struck silence, sudden realization, startled gasp, cosmic wonder","['awe-struck silence', 'sudden realization', 'startled gasp', 'cosmic wonder']"
ambition,"word: ambition
properties: climb, rival, dream, fire","['climb', 'rival', 'dream', 'fire']"
ambush,"word: ambush
properties: stealth, surprise, danger, tension","['stealth', 'surprise', 'danger', 'tension']"
amusement,"word: amusement
properties: circus, laughter, popcorn, games","['circus', 'laughter', 'popcorn', 'games']"
anger,"word: anger
properties: shouting, betrayal, fists, fire","['shouting', 'betrayal', 'fists', 'fire']"
anxiety,"word: anxiety
properties: crowded elevator, silent phone, racing thoughts, trembling hands","['crowded elevator', 'silent phone', 'racing thoughts', 'trembling hands']"
apology,"word: apology
properties: broken vase, silent tears, whispered words, rain-soaked sidewalk","['broken vase', 'silent tears', 'whispered words', 'rain-soaked sidewalk']"
appearance,"word: appearance
properties: mirror, stage, shadow, mask","['mirror', 'stage', 'shadow', 'mask']"
appetite,"word: appetite
properties: midnight snack, spicy curry, hunger pangs, dessert cravings","['midnight snack', 'spicy curry', 'hunger pangs', 'dessert cravings']"
application,"word: application
properties: form, server, user, error","['form', 'server', 'user', 'error']"
aptitude,"word: aptitude
properties: math genius, musical talent, athletic prowess, leadership instinct","['math genius', 'musical talent', 'athletic prowess', 'leadership instinct']"
argument,"word: argument
properties: shouting, silence, broken trust, heated debate","['shouting', 'silence', 'broken trust', 'heated debate']"
art,"word: art
properties: brushstrokes, silent stories, color dreams, fractured mirrors","['brushstrokes', 'silent stories', 'color dreams', 'fractured mirrors']"
aspect,"word: aspect
properties: shadow, texture, angle, flavor","['shadow', 'texture', 'angle', 'flavor']"
assassination,"word: assassination
properties: gun, silence, fear, blood","['gun', 'silence', 'fear', 'blood']"
assumption,"word: assumption
properties: leap, silence, doubt, trust","['leap', 'silence', 'doubt', 'trust']"
astonishment,"word: astonishment
properties: thunder, frozen smile, sudden silence, dropped book","['thunder', 'frozen smile', 'sudden silence', 'dropped book']"
attack,"word: attack
properties: siege, sabotage, ambush, retaliation","['siege', 'sabotage', 'ambush', 'retaliation']"
attention,"word: attention
properties: spotlight, classroom, whisper, focus","['spotlight', 'classroom', 'whisper', 'focus']"
