word,response,properties
ability,"ability: skill, power, talent, capacity",[]
accusation,"word: accusation
properties: courtroom, pointing, guilt, defense","['courtroom', 'pointing', 'guilt', 'defense']"
achievement,"word: achievement
properties: summit, applause, hard work, diploma","['summit', 'applause', 'hard work', 'diploma']"
activity,"word: activity
properties: running, dancing, reading, cooking","['running', 'dancing', 'reading', 'cooking']"
addiction,"addiction: craving, habit, control, escape",[]
admiration,"word: admiration
properties: looking up to, respect, applause, role model","['looking up to', 'respect', 'applause', 'role model']"
advantage,"word: advantage
properties: lead, benefit, opportunity, edge","['lead', 'benefit', 'opportunity', 'edge']"
adventure,"adventure: mountain, map, unknown, excitement",[]
advice,"word: advice
properties: mentor, suggestion, consultation, guidance","['mentor', 'suggestion', 'consultation', 'guidance']"
agony,"word: agony
properties: broken bone, childbirth, torture, grief","['broken bone', 'childbirth', 'torture', 'grief']"
agreement,"word: agreement
properties: contract, handshake, negotiation, consensus","['contract', 'handshake', 'negotiation', 'consensus']"
amazement,"word: amazement
properties: wide eyes, gasping, disbelief, wonder","['wide eyes', 'gasping', 'disbelief', 'wonder']"
ambition,"word: ambition
properties: climbing, goals, hunger, success","['climbing', 'goals', 'hunger', 'success']"
ambush,"word: ambush
properties: surprise, trap, hiding, attack","['surprise', 'trap', 'hiding', 'attack']"
amusement,"word: amusement
properties: laughter, circus, game, surprise","['laughter', 'circus', 'game', 'surprise']"
anger,"word: anger
properties: clenched fist, yelling, red face, frustration","['clenched fist', 'yelling', 'red face', 'frustration']"
anxiety,"word: anxiety
properties: racing heart, sweaty palms, dread, shallow breathing","['racing heart', 'sweaty palms', 'dread', 'shallow breathing']"
apology,"apology: regret, forgiveness, reconciliation, humility",[]
appearance,"word: appearance
properties: mirror, clothing, first impression, costume","['mirror', 'clothing', 'first impression', 'costume']"
appetite,"word: appetite
properties: hunger, meal, craving, food","['hunger', 'meal', 'craving', 'food']"
application,"application: form, software, job, resume",[]
aptitude,"word: aptitude
properties: talent, learning, skill, potential","['talent', 'learning', 'skill', 'potential']"
argument,"word: argument
properties: disagreement, debate, shouting, evidence","['disagreement', 'debate', 'shouting', 'evidence']"
art,"word: art
properties: paint, canvas, gallery, sculpture","['paint', 'canvas', 'gallery', 'sculpture']"
aspect,"word: aspect
properties: angle, detail, feature, viewpoint","['angle', 'detail', 'feature', 'viewpoint']"
assassination,"word: assassination
properties: betrayal, security, power, secret","['betrayal', 'security', 'power', 'secret']"
assumption,"word: assumption
properties: guess, belief, hypothesis, presumption","['guess', 'belief', 'hypothesis', 'presumption']"
astonishment,"word: astonishment
properties: wide eyes, dropped jaw, sudden silence, disbelief","['wide eyes', 'dropped jaw', 'sudden silence', 'disbelief']"
attack,"word: attack
properties: sword, alarm, defense, strategy","['sword', 'alarm', 'defense', 'strategy']"
attention,"word: attention
properties: focus, notice, observe, listen","['focus', 'notice', 'observe', 'listen']"
attraction,"attraction: magnet, pull, gravity, magnetism",[]
beauty,"word: beauty
properties: nature, art, kindness, music","['nature', 'art', 'kindness', 'music']"
being,"word: being
properties: existence, essence, consciousness, life","['existence', 'essence', 'consciousness', 'life']"
betrayal,"word: betrayal
properties: broken trust, secret, stab in the back, deception","['broken trust', 'secret', 'stab in the back', 'deception']"
blackmail,"blackmail: threat, extortion, secrets, guilt",[]
boredom,"word: boredom
properties: staring, sighing, long hours, quiet room","['staring', 'sighing', 'long hours', 'quiet room']"
boycott,"word: boycott
properties: protest, refusal, strike, consumer","['protest', 'refusal', 'strike', 'consumer']"
bravery,"word: bravery
properties: fire, warrior, shield, leap","['fire', 'warrior', 'shield', 'leap']"
career,"word: career
properties: ambition, growth, skill, impact","['ambition', 'growth', 'skill', 'impact']"
carefulness,"word: carefulness
properties: seatbelt, fire extinguisher, helmet, proofreading","['seatbelt', 'fire extinguisher', 'helmet', 'proofreading']"
catastrophe,"word: catastrophe
properties: tsunami, earthquake, fire, collapse","['tsunami', 'earthquake', 'fire', 'collapse']"
caution,"word: caution
properties: warning, hazard, careful, brake","['warning', 'hazard', 'careful', 'brake']"
challenge,"word: challenge
properties: mountain, obstacle, debate, puzzle","['mountain', 'obstacle', 'debate', 'puzzle']"
chaos,"word: chaos
properties: tangled yarn, toddler tantrum, unexpected storm, overflowing trash can","['tangled yarn', 'toddler tantrum', 'unexpected storm', 'overflowing trash can']"
character,"character: actor, villain, hero, flaw",[]
charm,"word: charm
properties: spell, magnet, smile, grace","['spell', 'magnet', 'smile', 'grace']"
comfort,"word: comfort
properties: blanket, warm, relief, peace","['blanket', 'warm', 'relief', 'peace']"
commitment,"word: commitment
properties: wedding, promise, loyalty, dedication","['wedding', 'promise', 'loyalty', 'dedication']"
comparison,"word: comparison
properties: scales, weighing, judging, differences","['scales', 'weighing', 'judging', 'differences']"
compassion,"compassion: empathy, helping, comfort, kindness",[]
competence,"word: competence
properties: skill, experience, knowledge, proficiency","['skill', 'experience', 'knowledge', 'proficiency']"
compromise,"compromise: negotiation, agreement, concession, middle ground",[]
