word,response,properties
ability,"word: ability
properties: magic, brain, sports, hero","['magic', 'brain', 'sports', 'hero']"
accusation,"word: accusation
properties: finger, courtroom, defense, anger","['finger', 'courtroom', 'defense', 'anger']"
achievement,"word: achievement
properties: medal, stage, sweat, applause","['medal', 'stage', 'sweat', 'applause']"
activity,"word: activity
properties: playground, sweat, schedule, noise","['playground', 'sweat', 'schedule', 'noise']"
addiction,"word: addiction
properties: smartphone, relapse, dopamine, therapy","['smartphone', 'relapse', 'dopamine', 'therapy']"
admiration,"word: admiration
properties: mentor, applause, trophy, stage","['mentor', 'applause', 'trophy', 'stage']"
advantage,"word: advantage
properties: race, height, strategy, wealth","['race', 'height', 'strategy', 'wealth']"
adventure,"word: adventure
properties: map, mountains, adrenaline, treasure","['map', 'mountains', 'adrenaline', 'treasure']"
advice,"word: advice
properties: compass, coffee, ear, crossroads","['compass', 'coffee', 'ear', 'crossroads']"
agony,"word: agony
properties: tears, fire, clock, scream","['tears', 'fire', 'clock', 'scream']"
agreement,"word: agreement
properties: handshake, nod, pen, boardroom","['handshake', 'nod', 'pen', 'boardroom']"
amazement,"word: amazement
properties: fireworks, magic, gasp, stars","['fireworks', 'magic', 'gasp', 'stars']"
ambition,"word: ambition
properties: ladder, mountain, sweat, coffee","['ladder', 'mountain', 'sweat', 'coffee']"
ambush,"word: ambush
properties: jungle, shadows, tiger, heartbeat","['jungle', 'shadows', 'tiger', 'heartbeat']"
amusement,"word: amusement
properties: roller coaster, popcorn, ticket, carnival","['roller coaster', 'popcorn', 'ticket', 'carnival']"
anger,"word: anger
properties: fire, shouting, red, traffic","['fire', 'shouting', 'red', 'traffic']"
anxiety,"word: anxiety
properties: heartbeat, exams, pacing, shadows","['heartbeat', 'exams', 'pacing', 'shadows']"
apology,"word: apology
properties: flowers, argument, tears, letter","['flowers', 'argument', 'tears', 'letter']"
appearance,"word: appearance
properties: mirror, stage, makeup, camera","['mirror', 'stage', 'makeup', 'camera']"
appetite,"word: appetite
properties: aroma, Thanksgiving, stomach, menu","['aroma', 'Thanksgiving', 'stomach', 'menu']"
application,"word: application
properties: resume, icon, desk, deadline","['resume', 'icon', 'desk', 'deadline']"
aptitude,"word: aptitude
properties: test, career, brain, puzzle","['test', 'career', 'brain', 'puzzle']"
argument,"word: argument
properties: tension, tears, courtroom, logic","['tension', 'tears', 'courtroom', 'logic']"
art,"word: art
properties: paint, museum, canvas, emotion","['paint', 'museum', 'canvas', 'emotion']"
aspect,"word: aspect
properties: lighting, puzzle, lens, shadow","['lighting', 'puzzle', 'lens', 'shadow']"
assassination,"word: assassination
properties: politics, sniper, conspiracy, history","['politics', 'sniper', 'conspiracy', 'history']"
assumption,"word: assumption
properties: risk, argument, leap, blindfold","['risk', 'argument', 'leap', 'blindfold']"
astonishment,"word: astonishment
properties: gasp, magic, fireworks, silence","['gasp', 'magic', 'fireworks', 'silence']"
attack,"word: attack
properties: castle, shark, alarm, blood","['castle', 'shark', 'alarm', 'blood']"
attention,"word: attention
properties: spotlight, teacher, whistle, eyes","['spotlight', 'teacher', 'whistle', 'eyes']"
attraction,"word: attraction
properties: magnet, rollercoaster, blushing, gravity","['magnet', 'rollercoaster', 'blushing', 'gravity']"
beauty,"word: beauty
properties: sunset, painting, smile, nature","['sunset', 'painting', 'smile', 'nature']"
being,"word: being
properties: breath, earth, soul, heartbeat","['breath', 'earth', 'soul', 'heartbeat']"
betrayal,"word: betrayal
properties: knife, trust, tears, secret","['knife', 'trust', 'tears', 'secret']"
blackmail,"word: blackmail
properties: secrets, photographs, cash, fear","['secrets', 'photographs', 'cash', 'fear']"
boredom,"word: boredom
properties: clock, yawning, doodling, waiting","['clock', 'yawning', 'doodling', 'waiting']"
boycott,"word: boycott
properties: signs, bus, products, megaphone","['signs', 'bus', 'products', 'megaphone']"
bravery,"word: bravery
properties: firefighter, lion, cliff, shield","['firefighter', 'lion', 'cliff', 'shield']"
career,"word: career
properties: ladder, suit, promotion, commute","['ladder', 'suit', 'promotion', 'commute']"
carefulness,"word: carefulness
properties: glass, ice, scissors, baby","['glass', 'ice', 'scissors', 'baby']"
catastrophe,"word: catastrophe
properties: sirens, rubble, panic, meteor","['sirens', 'rubble', 'panic', 'meteor']"
caution,"word: caution
properties: yellow, tape, cone, ice","['yellow', 'tape', 'cone', 'ice']"
challenge,"word: challenge
properties: mountain, sweat, puzzle, trophy","['mountain', 'sweat', 'puzzle', 'trophy']"
chaos,"word: chaos
properties: sirens, tornado, crowd, fire","['sirens', 'tornado', 'crowd', 'fire']"
character,"word: character
properties: book, courage, game, ink","['book', 'courage', 'game', 'ink']"
charm,"word: charm
properties: bracelet, smile, magic, prince","['bracelet', 'smile', 'magic', 'prince']"
comfort,"word: comfort
properties: blanket, tea, fireplace, rain","['blanket', 'tea', 'fireplace', 'rain']"
commitment,"word: commitment
properties: ring, marathon, handshake, roots","['ring', 'marathon', 'handshake', 'roots']"
comparison,"word: comparison
properties: scale, mirror, chart, shopping","['scale', 'mirror', 'chart', 'shopping']"
compassion,"word: compassion
properties: tears, blanket, shelter, heart","['tears', 'blanket', 'shelter', 'heart']"
competence,"word: competence
properties: trust, promotion, degree, calm","['trust', 'promotion', 'degree', 'calm']"
compromise,"word: compromise
properties: handshake, marriage, scales, tug-of-war","['handshake', 'marriage', 'scales', 'tug-of-war']"
compulsion,"word: compulsion
properties: handwashing, locks, counting, casino","['handwashing', 'locks', 'counting', 'casino']"
confession,"word: confession
properties: priest, tears, police, love","['priest', 'tears', 'police', 'love']"
conflict,"word: conflict
properties: shouting, tears, courtroom, stress","['shouting', 'tears', 'courtroom', 'stress']"
consideration,"word: consideration
properties: door, silence, gift, contract","['door', 'silence', 'gift', 'contract']"
consolation,"word: consolation
properties: prize, tissue, failure, shoulder","['prize', 'tissue', 'failure', 'shoulder']"
contempt,"word: contempt
properties: courtroom, glare, silence, distance","['courtroom', 'glare', 'silence', 'distance']"
convention,"word: convention
properties: cosplay, lanyard, hotel, booths","['cosplay', 'lanyard', 'hotel', 'booths']"
cooperation,"word: cooperation
properties: ants, puzzle, orchestra, bridge","['ants', 'puzzle', 'orchestra', 'bridge']"
courage,"word: courage
properties: lion, firefighter, shield, stage","['lion', 'firefighter', 'shield', 'stage']"
creativity,"word: creativity
properties: paintbrush, spark, colors, chaos","['paintbrush', 'spark', 'colors', 'chaos']"
crime,"word: crime
properties: mask, siren, jail, alley","['mask', 'siren', 'jail', 'alley']"
criticism,"word: criticism
properties: boss, improvement, tears, stage","['boss', 'improvement', 'tears', 'stage']"
cruelty,"word: cruelty
properties: whip, cage, tears, villain","['whip', 'cage', 'tears', 'villain']"
culture,"word: culture
properties: art, food, language, museum","['art', 'food', 'language', 'museum']"
curiosity,"word: curiosity
properties: cat, magnifying glass, space, child","['cat', 'magnifying glass', 'space', 'child']"
custom,"word: custom
properties: passport, suit, festival, car","['passport', 'suit', 'festival', 'car']"
danger,"word: danger
properties: red, cliff, alarm, adrenaline","['red', 'cliff', 'alarm', 'adrenaline']"
death,"word: death
properties: funeral, grief, skeleton, cold","['funeral', 'grief', 'skeleton', 'cold']"
decision,"word: decision
properties: crossroads, future, regret, paths","['crossroads', 'future', 'regret', 'paths']"
demand,"word: demand
properties: supply, ransom, megaphone, toddler","['supply', 'ransom', 'megaphone', 'toddler']"
desire,"word: desire
properties: fire, apple, magnet, heart","['fire', 'apple', 'magnet', 'heart']"
