word,response,properties
ability,"word: ability
properties: skill, practice, talent, achievement","['skill', 'practice', 'talent', 'achievement']"
accusation,"word: accusation
properties: courtroom, finger-pointing, defendant, wrongdoing","['courtroom', 'finger-pointing', 'defendant', 'wrongdoing']"
achievement,"word: achievement
properties: trophy, milestone, effort, pride","['trophy', 'milestone', 'effort', 'pride']"
activity,"word: activity
properties: movement, playground, schedule, energy","['movement', 'playground', 'schedule', 'energy']"
addiction,"word: addiction
properties: cigarettes, craving, withdrawal, compulsion","['cigarettes', 'craving', 'withdrawal', 'compulsion']"
admiration,"word: admiration
properties: telescope, pedestal, applause, glowing","['telescope', 'pedestal', 'applause', 'glowing']"
advantage,"word: advantage
properties: chess, headstart, leverage, competition","['chess', 'headstart', 'leverage', 'competition']"
adventure,"word: adventure
properties: jungle, compass, unknown, backpack","['jungle', 'compass', 'unknown', 'backpack']"
advice,"word: advice
properties: mentor, wisdom, caution, guidance","['mentor', 'wisdom', 'caution', 'guidance']"
agony,"word: agony
properties: writhing, battlefield, torn, scream","['writhing', 'battlefield', 'torn', 'scream']"
agreement,"word: agreement
properties: handshake, contract, nod, signature","['handshake', 'contract', 'nod', 'signature']"
amazement,"word: amazement
properties: gasp, wide eyes, fireworks, speechless","['gasp', 'wide eyes', 'fireworks', 'speechless']"
ambition,"word: ambition
properties: ladder, fire, sleepless, mountain","['ladder', 'fire', 'sleepless', 'mountain']"
ambush,"word: ambush
properties: jungle, surprise, hiding, soldiers","['jungle', 'surprise', 'hiding', 'soldiers']"
amusement,"word: amusement
properties: roller coaster, laughter, carnival, clown","['roller coaster', 'laughter', 'carnival', 'clown']"
anger,"word: anger
properties: red, fist, volcano, shouting","['red', 'fist', 'volcano', 'shouting']"
anxiety,"word: anxiety
properties: racing heart, exam, breathless, spiral","['racing heart', 'exam', 'breathless', 'spiral']"
apology,"word: apology
properties: mistake, sorry, forgiveness, embarrassment","['mistake', 'sorry', 'forgiveness', 'embarrassment']"
