word,response,properties
ability,"word: ability
properties: skill, strength, practice, talent","['skill', 'strength', 'practice', 'talent']"
accusation,"word: accusation
properties: courtroom, finger-pointing, denial, guilt","['courtroom', 'finger-pointing', 'denial', 'guilt']"
achievement,"word: achievement
properties: trophy, hard work, milestone, pride","['trophy', 'hard work', 'milestone', 'pride']"
activity,"word: activity
properties: movement, playground, energy, schedule","['movement', 'playground', 'energy', 'schedule']"
addiction,"word: addiction
properties: craving, cigarettes, withdrawal, compulsion","['craving', 'cigarettes', 'withdrawal', 'compulsion']"
admiration,"word: admiration
properties: telescope, trophy, applause, pedestal","['telescope', 'trophy', 'applause', 'pedestal']"
advantage,"word: advantage
properties: chess, headstart, competition, leverage","['chess', 'headstart', 'competition', 'leverage']"
adventure,"word: adventure
properties: jungle, compass, unknown, backpack","['jungle', 'compass', 'unknown', 'backpack']"
advice,"word: advice
properties: mentor, wisdom, listen, guidance","['mentor', 'wisdom', 'listen', 'guidance']"
agony,"word: agony
properties: writhing, battlefield, broken bone, scream","['writhing', 'battlefield', 'broken bone', 'scream']"
agreement,"word: agreement
properties: handshake, contract, nodding, peace","['handshake', 'contract', 'nodding', 'peace']"
amazement,"word: amazement
properties: fireworks, gasp, magic, wide-eyed","['fireworks', 'gasp', 'magic', 'wide-eyed']"
ambition,"word: ambition
properties: ladder, fire, sleepless, mountain","['ladder', 'fire', 'sleepless', 'mountain']"
ambush,"word: ambush
properties: jungle, surprise, hidden, trap","['jungle', 'surprise', 'hidden', 'trap']"
amusement,"word: amusement
properties: carousel, laughter, clown, popcorn","['carousel', 'laughter', 'clown', 'popcorn']"
anger,"word: anger
properties: red, fists, shouting, steam","['red', 'fists', 'shouting', 'steam']"
anxiety,"word: anxiety
properties: racing heart, sweaty palms, deadline, stomach knot","['racing heart', 'sweaty palms', 'deadline', 'stomach knot']"
apology,"word: apology
properties: mistake, forgiveness, embarrassment, sorry","['mistake', 'forgiveness', 'embarrassment', 'sorry']"
appearance,"word: appearance
properties: mirror, costume, first impression, stage","['mirror', 'costume', 'first impression', 'stage']"
