word,response,properties
ability,"word: ability
properties: practice, challenge, growth, tool","['practice', 'challenge', 'growth', 'tool']"
accusation,"word: accusation
properties: courtroom, finger-pointing, doubt, denial","['courtroom', 'finger-pointing', 'doubt', 'denial']"
achievement,"word: achievement
properties: medal, podium, growth, applause","['medal', 'podium', 'growth', 'applause']"
activity,"word: activity
properties: movement, sweat, busyness, energy","['movement', 'sweat', 'busyness', 'energy']"
addiction,"word: addiction
properties: craving, chain, struggle, cycle","['craving', 'chain', 'struggle', 'cycle']"
admiration,"word: admiration
properties: applause, mentor, learning, shine","['applause', 'mentor', 'learning', 'shine']"
advantage,"word: advantage
properties: head start, strength, leverage, edge","['head start', 'strength', 'leverage', 'edge']"
adventure,"word: adventure
properties: map, backpack, summit, discovery","['map', 'backpack', 'summit', 'discovery']"
advice,"advice: confusion, wisdom, crossroads, ear",[]
agony,"word: agony
properties: scream, wound, despair, struggle","['scream', 'wound', 'despair', 'struggle']"
agreement,"word: agreement
properties: handshake, contract, consensus, nod","['handshake', 'contract', 'consensus', 'nod']"
amazement,"word: amazement
properties: wide eyes, gasp, magic show, silence","['wide eyes', 'gasp', 'magic show', 'silence']"
ambition,"word: ambition
properties: mountain peak, late nights, blueprint, podium","['mountain peak', 'late nights', 'blueprint', 'podium']"
ambush,"word: ambush
properties: hidden, surprise, trap, forest","['hidden', 'surprise', 'trap', 'forest']"
amusement,"word: amusement
properties: laughter, theme park, smiling, game","['laughter', 'theme park', 'smiling', 'game']"
anger,"word: anger
properties: red face, shouting, fist, boiling","['red face', 'shouting', 'fist', 'boiling']"
anxiety,"word: anxiety
properties: knot, future, pacing, cloud","['knot', 'future', 'pacing', 'cloud']"
apology,"word: apology
properties: flowers, forgiveness, vulnerability, mending","['flowers', 'forgiveness', 'vulnerability', 'mending']"
appearance,"word: appearance
properties: outfit, mirror, judgment, light","['outfit', 'mirror', 'judgment', 'light']"
appetite,"word: appetite
properties: meal, stomach, curiosity, energy","['meal', 'stomach', 'curiosity', 'energy']"
application,"word: application
properties: form, software, university, permit","['form', 'software', 'university', 'permit']"
aptitude,"word: aptitude
properties: quick grasp, progression, natural fit, curiosity","['quick grasp', 'progression', 'natural fit', 'curiosity']"
argument,"word: argument
properties: logic, raised voices, frustration, courtroom","['logic', 'raised voices', 'frustration', 'courtroom']"
art,"word: art
properties: brush, museum, sculpture, color","['brush', 'museum', 'sculpture', 'color']"
aspect,"word: aspect
properties: angle, window, light, layer","['angle', 'window', 'light', 'layer']"
assassination,"word: assassination
properties: bullet, conspiracy, target, grassy knoll","['bullet', 'conspiracy', 'target', 'grassy knoll']"
assumption,"word: assumption
properties: guesswork, premise, risk, bias","['guesswork', 'premise', 'risk', 'bias']"
astonishment,"word: astonishment
properties: wide eyes, magic trick, silence, dropped jaw","['wide eyes', 'magic trick', 'silence', 'dropped jaw']"
