word,response,properties
ability,"word: ability
properties: practice, performance, potential, challenge","['practice', 'performance', 'potential', 'challenge']"
accusation,"word: accusation
properties: courtroom, pointed finger, denial, suspicion","['courtroom', 'pointed finger', 'denial', 'suspicion']"
achievement,"word: achievement
properties: goal, effort, pride, trophy","['goal', 'effort', 'pride', 'trophy']"
activity,"word: activity
properties: movement, energy, fun, task","['movement', 'energy', 'fun', 'task']"
addiction,"word: addiction
properties: craving, alcohol, gaming, isolation","['craving', 'alcohol', 'gaming', 'isolation']"
admiration,"word: admiration
properties: hero, skill, gaze, podium","['hero', 'skill', 'gaze', 'podium']"
advantage,"word: advantage
properties: chess, lead, experience, home field","['chess', 'lead', 'experience', 'home field']"
adventure,"word: adventure
properties: map, challenge, wilderness, story","['map', 'challenge', 'wilderness', 'story']"
advice,"word: advice
properties: parent, ear, compass, crossroads","['parent', 'ear', 'compass', 'crossroads']"
agony,"word: agony
properties: broken bone, heartbreak, scream, writhing","['broken bone', 'heartbreak', 'scream', 'writhing']"
agreement,"word: agreement
properties: handshake, nodding, contract, compromise","['handshake', 'nodding', 'contract', 'compromise']"
amazement,"word: amazement
properties: wide eyes, magic show, gasp, discovery","['wide eyes', 'magic show', 'gasp', 'discovery']"
ambition,"word: ambition
properties: goal setting, ladder climbing, late nights, burning desire","['goal setting', 'ladder climbing', 'late nights', 'burning desire']"
ambush,"word: ambush
properties: hidden, sudden, trap, forest","['hidden', 'sudden', 'trap', 'forest']"
amusement,"word: amusement
properties: laughter, circus, popcorn, game","['laughter', 'circus', 'popcorn', 'game']"
anger,"word: anger
properties: red face, loud voice, slamming door, punching bag","['red face', 'loud voice', 'slamming door', 'punching bag']"
anxiety,"word: anxiety
properties: racing heart, what-if scenarios, tapping foot, upcoming deadline","['racing heart', 'what-if scenarios', 'tapping foot', 'upcoming deadline']"
apology,"word: apology
properties: regret, reconciliation, mistake, flower","['regret', 'reconciliation', 'mistake', 'flower']"
appearance,"word: appearance
properties: clothing, mirror, first impression, stage","['clothing', 'mirror', 'first impression', 'stage']"
appetite,"word: appetite
properties: stomach growl, dinner table, energy, cooking","['stomach growl', 'dinner table', 'energy', 'cooking']"
application,"word: application
properties: job, form, app, sunscreen","['job', 'form', 'app', 'sunscreen']"
aptitude,"word: aptitude
properties: test, future, learning, piano","['test', 'future', 'learning', 'piano']"
argument,"word: argument
properties: voices, conflict, reasoning, frustration","['voices', 'conflict', 'reasoning', 'frustration']"
art,"art: properties: paint, gallery, creativity, sculpture","['paint', 'gallery', 'creativity', 'sculpture']"
aspect,"word: aspect
properties: angle, detail, light, thought","['angle', 'detail', 'light', 'thought']"
assassination,"word: assassination
properties: bullet, conspiracy, power vacuum, public figure","['bullet', 'conspiracy', 'power vacuum', 'public figure']"
assumption,"word: assumption
properties: blueprint, stereotype, surprise, blindfold","['blueprint', 'stereotype', 'surprise', 'blindfold']"
astonishment,"word: astonishment
properties: wide eyes, dropped jaw, magic trick, gasp","['wide eyes', 'dropped jaw', 'magic trick', 'gasp']"
