word,response,properties
ability,"word: ability
properties: piano, mountain, flight, hands","['piano', 'mountain', 'flight', 'hands']"
accusation,"word: accusation
properties: finger, gavel, whispers, interrogation","['finger', 'gavel', 'whispers', 'interrogation']"
achievement,"word: achievement
properties: trophy, sweat, podium, diploma","['trophy', 'sweat', 'podium', 'diploma']"
activity,"word: activity
properties: playground, sweat, schedule, mountain","['playground', 'sweat', 'schedule', 'mountain']"
addiction,"word: addiction
properties: roulette, needle, chains, midnight","['roulette', 'needle', 'chains', 'midnight']"
admiration,"word: admiration
properties: telescope, applause, museum, gold medal","['telescope', 'applause', 'museum', 'gold medal']"
advantage,"word: advantage
properties: height, chess, race, hill","['height', 'chess', 'race', 'hill']"
adventure,"word: adventure
properties: map, backpack, compass, mountain","['map', 'backpack', 'compass', 'mountain']"
advice,"word: advice
properties: mentor, crossroads, ear, notebook","['mentor', 'crossroads', 'ear', 'notebook']"
agony,"word: agony
properties: scream, marathon, thorns, tears","['scream', 'marathon', 'thorns', 'tears']"
agreement,"word: agreement
properties: handshake, nod, pen, table","['handshake', 'nod', 'pen', 'table']"
amazement,"word: amazement
properties: jaw, fireworks, magician, stars","['jaw', 'fireworks', 'magician', 'stars']"
ambition,"word: ambition
properties: mountain, ladder, midnight, telescope","['mountain', 'ladder', 'midnight', 'telescope']"
ambush,"word: ambush
properties: camouflage, jungle, silence, shadows","['camouflage', 'jungle', 'silence', 'shadows']"
amusement,"word: amusement
properties: roller coaster, popcorn, dimples, clown","['roller coaster', 'popcorn', 'dimples', 'clown']"
anger,"word: anger
properties: red, steam, fist, fire","['red', 'steam', 'fist', 'fire']"
anxiety,"word: anxiety
properties: heartbeat, deadline, pacing, coffee","['heartbeat', 'deadline', 'pacing', 'coffee']"
apology,"word: apology
properties: flowers, letter, mistake, hug","['flowers', 'letter', 'mistake', 'hug']"
appearance,"word: appearance
properties: mirror, stage, mist, suit","['mirror', 'stage', 'mist', 'suit']"
appetite,"word: appetite
properties: stomach, kitchen, growl, menu","['stomach', 'kitchen', 'growl', 'menu']"
application,"word: application
properties: pen, resume, screen, skin","['pen', 'resume', 'screen', 'skin']"
aptitude,"word: aptitude
properties: test, piano, blueprint, logic","['test', 'piano', 'blueprint', 'logic']"
argument,"word: argument
properties: raised voice, pointed finger, slammed door, logic","['raised voice', 'pointed finger', 'slammed door', 'logic']"
art,"word: art
properties: museum, brush, canvas, frame","['museum', 'brush', 'canvas', 'frame']"
aspect,"word: aspect
properties: diamond, telescope, verb, shadow","['diamond', 'telescope', 'verb', 'shadow']"
assassination,"word: assassination
properties: grassy knoll, scope, balcony, poison","['grassy knoll', 'scope', 'balcony', 'poison']"
assumption,"word: assumption
properties: gavel, iceberg, silence, trap","['gavel', 'iceberg', 'silence', 'trap']"
