word,response,properties
ability,"

word: ability  
properties: competition, mastery, training, recognition","['competition', 'mastery', 'training', 'recognition']"
accusation,"

word: accusation  
properties: courtroom drama, defensive silence, slanderous whispers, legal repercussions","['courtroom drama', 'defensive silence', 'slanderous whispers', 'legal repercussions']"
achievement,"

word: achievement  
properties: late nights studying, public acknowledgment, milestone markers, relieved smile","['late nights studying', 'public acknowledgment', 'milestone markers', 'relieved smile']"
activity,"

word: activity  
properties: sports game, school play, outdoor hike, art class","['sports game', 'school play', 'outdoor hike', 'art class']"
addiction,"

word: addiction  
properties: withdrawal, obsession, euphoria, relapse","['withdrawal', 'obsession', 'euphoria', 'relapse']"
admiration,"

word: admiration  
properties: trophy, blushing, silent gaze, glowing sun","['trophy', 'blushing', 'silent gaze', 'glowing sun']"
advantage,"

word: advantage  
properties: superior tools, favorable timing, tactical position, exclusive access","['superior tools', 'favorable timing', 'tactical position', 'exclusive access']"
adventure,"

word: adventure  
properties: compass, wilderness, risk, discovery","['compass', 'wilderness', 'risk', 'discovery']"
advice,"

word: advice  
properties: job interview prep, medical consultations, family event planning, career decisions","['job interview prep', 'medical consultations', 'family event planning', 'career decisions']"
agony,"

word: agony  
properties: broken bone, funeral procession, burning throat, silent scream","['broken bone', 'funeral procession', 'burning throat', 'silent scream']"
agreement,"

word: agreement  
properties: legal contract, handshake, dispute resolution, collaboration","['legal contract', 'handshake', 'dispute resolution', 'collaboration']"
amazement,"

word: amazement  
properties: sunset, rare coin discovery, self-driving car demonstration, live theater performance","['sunset', 'rare coin discovery', 'self-driving car demonstration', 'live theater performance']"
ambition,"

word: ambition  
properties: climbing a mountain, outpacing rivals, relentless drive, legacy-building","['climbing a mountain', 'outpacing rivals', 'relentless drive', 'legacy-building']"
ambush,"

word: ambush  
properties: hidden trap, sudden strike, tense anticipation, stealthy positioning","['hidden trap', 'sudden strike', 'tense anticipation', 'stealthy positioning']"
amusement,"

word: amusement  
properties: roller coaster, clown act, carnival game, comedy club","['roller coaster', 'clown act', 'carnival game', 'comedy club']"
anger,"

word: anger  
properties: clenched fist, road rage, red-faced, shouting","['clenched fist', 'road rage', 'red-faced', 'shouting']"
anxiety,"

word: anxiety  
properties: racing heart, waiting for news, tight chest, isolation","['racing heart', 'waiting for news', 'tight chest', 'isolation']"
apology,"

word: apology  
properties: collision, letter, sincerity, forgiveness","['collision', 'letter', 'sincerity', 'forgiveness']"
appearance,"

word: appearance  
properties: first impressions, mask, photograph, illusion","['first impressions', 'mask', 'photograph', 'illusion']"
appetite,"

word: appetite  
properties: hunger pangs, dining table, savoring, fullness","['hunger pangs', 'dining table', 'savoring', 'fullness']"
application,"

word: application  
properties: form, code, interview, purpose","['form', 'code', 'interview', 'purpose']"
aptitude,"

word: aptitude  
properties: standardized tests, career advancement, problem-solving, mentorship","['standardized tests', 'career advancement', 'problem-solving', 'mentorship']"
argument,"

word: argument  
properties: heated discussion, family dinner conflict, political debate, road rage incident","['heated discussion', 'family dinner conflict', 'political debate', 'road rage incident']"
art,"

word: art  
properties: canvas, gallery, brushstrokes, muse","['canvas', 'gallery', 'brushstrokes', 'muse']"
aspect,"

word: aspect  
properties: camera lens, architectural orientation, philosophical truth, seasonal shift","['camera lens', 'architectural orientation', 'philosophical truth', 'seasonal shift']"
assassination,"

word: assassination  
properties: historical events, silent strike, political upheaval, shattered trust","['historical events', 'silent strike', 'political upheaval', 'shattered trust']"
assumption,"

word: assumption  
properties: meeting room, scientific experiment, legal trial, cultural bias","['meeting room', 'scientific experiment', 'legal trial', 'cultural bias']"
astonishment,"

word: astonishment  
properties: thunderclap, reuniting with a lost relative, meteor shower, first glimpse of a self-driving car","['thunderclap', 'reuniting with a lost relative', 'meteor shower', 'first glimpse of a self-driving car']"
attack,"

word: attack  
properties: ambush, cybersecurity breach, physical confrontation, emotional trauma","['ambush', 'cybersecurity breach', 'physical confrontation', 'emotional trauma']"
attention,"

word: attention  
properties: focused, distraction, valued, presence","['focused', 'distraction', 'valued', 'presence']"
attraction,"

word: attraction  
properties: magnetic pull, first date, butterfly fluttering, car headlights","['magnetic pull', 'first date', 'butterfly fluttering', 'car headlights']"
beauty,"

word: beauty  
properties: mirror reflection, flower garden, symphony, sunset","['mirror reflection', 'flower garden', 'symphony', 'sunset']"
being,"

word: being  
properties: presence, continuity, awareness, community","['presence', 'continuity', 'awareness', 'community']"
betrayal,"

word: betrayal  
properties: double cross, hidden dagger, shattered trust, silent accusation","['double cross', 'hidden dagger', 'shattered trust', 'silent accusation']"
blackmail,"

word: blackmail  
properties: threats, secrets, coercion, betrayal","['threats', 'secrets', 'coercion', 'betrayal']"
boredom,"

word: boredom  
properties: waiting in line, empty room, repetitive task, daydreaming","['waiting in line', 'empty room', 'repetitive task', 'daydreaming']"
boycott,"

word: boycott  
properties: refusal to buy products, organized protests, economic impact on businesses, public pressure for change","['refusal to buy products', 'organized protests', 'economic impact on businesses', 'public pressure for change']"
bravery,"

word: bravery  
properties: charging into battle, standing alone in protest, enduring physical pain, risking personal safety","['charging into battle', 'standing alone in protest', 'enduring physical pain', 'risking personal safety']"
career,"

word: career  
properties: promotion, internship, networking, burnout","['promotion', 'internship', 'networking', 'burnout']"
carefulness,"

word: carefulness  
properties: double-checking documents, handling fragile items, meticulous note-taking, avoiding haste","['double-checking documents', 'handling fragile items', 'meticulous note-taking', 'avoiding haste']"
catastrophe,"

word: catastrophe  
properties: earthquake, plane crash, chaos, emergency relief","['earthquake', 'plane crash', 'chaos', 'emergency relief']"
caution,"

word: caution  
properties: yellow triangle, icy sidewalk, safety gear, watchful gaze","['yellow triangle', 'icy sidewalk', 'safety gear', 'watchful gaze']"
