word,response,properties
ability,"word: ability  
properties: learning, overcoming, growth, confidence","['learning', 'overcoming', 'growth', 'confidence']"
accusation,"word: accusation  
properties: courtroom, betrayal, denial, scandal","['courtroom', 'betrayal', 'denial', 'scandal']"
achievement,"word: achievement  
properties: medal, first time, confidence boost, milestone celebration","['medal', 'first time', 'confidence boost', 'milestone celebration']"
activity,"word: activity  
properties: sports event, classroom lesson, park run, dance performance","['sports event', 'classroom lesson', 'park run', 'dance performance']"
addiction,"word: addiction  
properties: compulsive behavior, physical dependence, loss of control, hidden shame","['compulsive behavior', 'physical dependence', 'loss of control', 'hidden shame']"
admiration,"word: admiration  
properties: compliment, quiet moment, eyes shining, standing tall","['compliment', 'quiet moment', 'eyes shining', 'standing tall']"
advantage,"word: advantage  
properties: negotiation, competition, strategy, edge","['negotiation', 'competition', 'strategy', 'edge']"
adventure,"word: adventure  
properties: mountain peak, unknown forest, treasure map, solo hike","['mountain peak', 'unknown forest', 'treasure map', 'solo hike']"
advice,"word: advice  
properties: career choice, relationship conflict, life decision, personal growth","['career choice', 'relationship conflict', 'life decision', 'personal growth']"
agony,"word: agony  
properties: sharp pain, helplessness, silent tears, suffocating silence","['sharp pain', 'helplessness', 'silent tears', 'suffocating silence']"
agreement,"word: agreement  
properties: contract, compromise, peace, collaboration","['contract', 'compromise', 'peace', 'collaboration']"
amazement,"word: amazement  
properties: witnessing a miracle, first seeing a comet, discovering a hidden room, hearing a child's laugh at dawn","['witnessing a miracle', 'first seeing a comet', 'discovering a hidden room', ""hearing a child's laugh at dawn""]"
ambition,"word: ambition  
properties: early morning rise, uncharted path, relentless drive, long-term vision","['early morning rise', 'uncharted path', 'relentless drive', 'long-term vision']"
ambush,"word: ambush  
properties: surprise attack, hidden trap, sudden violence, strategic surprise","['surprise attack', 'hidden trap', 'sudden violence', 'strategic surprise']"
amusement,"word: amusement  
properties: carnival, laughter, roller coaster, comic book","['carnival', 'laughter', 'roller coaster', 'comic book']"
