word,response,properties
ability,"word: ability
properties: talent, skill, power, potential","['talent', 'skill', 'power', 'potential']"
accusation,"word: accusation
properties: trial, guilt, anger, evidence","['trial', 'guilt', 'anger', 'evidence']"
achievement,"word: achievement
properties: effort, reward, pride, recognition","['effort', 'reward', 'pride', 'recognition']"
activity,"word: activity
properties: running, noise, energy, group","['running', 'noise', 'energy', 'group']"
addiction,"word: addiction
properties: withdrawal, cravings, shame, loss","['withdrawal', 'cravings', 'shame', 'loss']"
admiration,"word: admiration
properties: applause, respect, loyalty, gratitude","['applause', 'respect', 'loyalty', 'gratitude']"
advantage,"word: advantage
properties: win, boost, edge, help","['win', 'boost', 'edge', 'help']"
adventure,"word: adventure
properties: journey, risk, excitement, map","['journey', 'risk', 'excitement', 'map']"
advice,"word: advice
properties: guidance, listening, wisdom, regret","['guidance', 'listening', 'wisdom', 'regret']"
agony,"word: agony
properties: pain, tears, silence, darkness","['pain', 'tears', 'silence', 'darkness']"
agreement,"word: agreement
properties: contract, compromise, discussion, signature","['contract', 'compromise', 'discussion', 'signature']"
amazement,"word: amazement
properties: fireworks, gasp, wide-eyed, stillness","['fireworks', 'gasp', 'wide-eyed', 'stillness']"
ambition,"word: ambition
properties: striving, pressure, reward, legacy","['striving', 'pressure', 'reward', 'legacy']"
ambush,"word: ambush
properties: darkness, surprise, trap, danger","['darkness', 'surprise', 'trap', 'danger']"
amusement,"word: amusement
properties: laughter, circus, games, park","['laughter', 'circus', 'games', 'park']"
anger,"word: anger
properties: heat, shouting, fists, red","['heat', 'shouting', 'fists', 'red']"
anxiety,"word: anxiety
properties: racing, tightness, worry, breath","['racing', 'tightness', 'worry', 'breath']"
apology,"word: apology
properties: regret, silence, forgiveness, shame","['regret', 'silence', 'forgiveness', 'shame']"
appearance,"word: appearance
properties: reflection, costume, shadow, blur","['reflection', 'costume', 'shadow', 'blur']"
appetite,"word: appetite
properties: hunger, food, craving, fullness","['hunger', 'food', 'craving', 'fullness']"
application,"word: application
properties: form, process, software, job","['form', 'process', 'software', 'job']"
aptitude,"word: aptitude
properties: test, learning, skill, potential","['test', 'learning', 'skill', 'potential']"
argument,"word: argument
properties: shouting, frustration, disagreement, damage","['shouting', 'frustration', 'disagreement', 'damage']"
art,"word: art
properties: canvas, brush, color, sculpture","['canvas', 'brush', 'color', 'sculpture']"
aspect,"word: aspect
properties: shadow, view, detail, form","['shadow', 'view', 'detail', 'form']"
assassination,"word: assassination
properties: chaos, target, silence, fear","['chaos', 'target', 'silence', 'fear']"
assumption,"word: assumption
properties: bias, mistake, belief, risk","['bias', 'mistake', 'belief', 'risk']"
astonishment,"word: astonishment
properties: shock, silence, wide-eyed, breathlessness","['shock', 'silence', 'wide-eyed', 'breathlessness']"
attack,"word: attack
properties: explosion, fear, combat, damage","['explosion', 'fear', 'combat', 'damage']"
attention,"word: attention
properties: spotlight, focus, awareness, request","['spotlight', 'focus', 'awareness', 'request']"
attraction,"word: attraction
properties: magnet, pull, heat, sparkle","['magnet', 'pull', 'heat', 'sparkle']"
beauty,"word: beauty
properties: light, reflection, feeling, sculpture","['light', 'reflection', 'feeling', 'sculpture']"
being,"word: being
properties: existence, soul, life, self","['existence', 'soul', 'life', 'self']"
betrayal,"word: betrayal
properties: pain, distrust, silence, ruins","['pain', 'distrust', 'silence', 'ruins']"
blackmail,"word: blackmail
properties: secrets, fear, money, consequences","['secrets', 'fear', 'money', 'consequences']"
boredom,"word: boredom
properties: grey, rain, silence, slow","['grey', 'rain', 'silence', 'slow']"
boycott,"word: boycott
properties: protest, strike, refusal, impact","['protest', 'strike', 'refusal', 'impact']"
bravery,"word: bravery
properties: shield, risk, courage, battle","['shield', 'risk', 'courage', 'battle']"
career,"word: career
properties: pressure, ambition, timeline, ladder","['pressure', 'ambition', 'timeline', 'ladder']"
carefulness,"word: carefulness
properties: mistake, repair, shield, slow","['mistake', 'repair', 'shield', 'slow']"
