word,response,properties
ability,"word: ability  
properties: learning, overcoming, growth, adaptability","['learning', 'overcoming', 'growth', 'adaptability']"
accusation,"word: accusation  
properties: courtroom, betrayal, denial, legal proceeding","['courtroom', 'betrayal', 'denial', 'legal proceeding']"
achievement,"word: achievement  
properties: medal, hard work, pride, milestone","['medal', 'hard work', 'pride', 'milestone']"
activity,"word: activity  
properties: sports event, classroom project, weekend hike, dance rehearsal","['sports event', 'classroom project', 'weekend hike', 'dance rehearsal']"
addiction,"word: addiction  
properties: compulsive behavior, loss of control, negative consequences, craving cycle","['compulsive behavior', 'loss of control', 'negative consequences', 'craving cycle']"
admiration,"word: admiration  
properties: compliment, quiet moment, eye contact, standing still","['compliment', 'quiet moment', 'eye contact', 'standing still']"
advantage,"word: advantage  
properties: negotiation, competition, strategy, timing","['negotiation', 'competition', 'strategy', 'timing']"
adventure,"word: adventure  
properties: mountain peak, foreign language, lost map, campfire story","['mountain peak', 'foreign language', 'lost map', 'campfire story']"
advice,"word: advice  
properties: career choice, relationship conflict, personal growth, decision-making dilemma","['career choice', 'relationship conflict', 'personal growth', 'decision-making dilemma']"
agony,"word: agony  
properties: sharp pain, emotional breakdown, silent tears, suffocating silence","['sharp pain', 'emotional breakdown', 'silent tears', 'suffocating silence']"
agreement,"word: agreement  
properties: contract, compromise, collaboration, peace","['contract', 'compromise', 'collaboration', 'peace']"
amazement,"word: amazement  
properties: witnessing a miracle, seeing a long-lost relative, discovering a hidden room, hearing a child's first word","['witnessing a miracle', 'seeing a long-lost relative', 'discovering a hidden room', ""hearing a child's first word""]"
ambition,"word: ambition  
properties: early rising, self-doubt, long-term goals, relentless drive","['early rising', 'self-doubt', 'long-term goals', 'relentless drive']"
ambush,"word: ambush  
properties: surprise attack, hidden trap, sudden strike, stealthy movement","['surprise attack', 'hidden trap', 'sudden strike', 'stealthy movement']"
amusement,"word: amusement  
properties: carnival, laughter, roller coaster, joke","['carnival', 'laughter', 'roller coaster', 'joke']"
anger,"word: anger  
properties: shouting, betrayal, clenched fists, road rage","['shouting', 'betrayal', 'clenched fists', 'road rage']"
anxiety,"word: anxiety  
properties: racing heart, crowded room, panic attack, future uncertainty","['racing heart', 'crowded room', 'panic attack', 'future uncertainty']"
