word,response,properties
ability,"word: ability
properties: skill, talent, potential, strength","['skill', 'talent', 'potential', 'strength']"
accusation,"word: accusation
properties: finger, courtroom, denial, blame","['finger', 'courtroom', 'denial', 'blame']"
achievement,"word: achievement
properties: trophy, graduation, milestone, pride","['trophy', 'graduation', 'milestone', 'pride']"
activity,"word: activity
properties: buzzing, playground, schedule, sweat","['buzzing', 'playground', 'schedule', 'sweat']"
addiction,"word: addiction
properties: craving, withdrawal, spiral, substance","['craving', 'withdrawal', 'spiral', 'substance']"
admiration,"word: admiration
properties: pedestal, gaze, hero, applause","['pedestal', 'gaze', 'hero', 'applause']"
advantage,"word: advantage
properties: edge, competition, leverage, unfair","['edge', 'competition', 'leverage', 'unfair']"
adventure,"word: adventure
properties: jungle, compass, thrill, unknown","['jungle', 'compass', 'thrill', 'unknown']"
advice,"word: advice
properties: mentor, column, unsolicited, wisdom","['mentor', 'column', 'unsolicited', 'wisdom']"
agony,"word: agony
properties: scream, wound, writhing, hospital","['scream', 'wound', 'writhing', 'hospital']"
agreement,"word: agreement
properties: handshake, contract, nod, compromise","['handshake', 'contract', 'nod', 'compromise']"
amazement,"word: amazement
properties: wide eyes, magic trick, gasping, childlike","['wide eyes', 'magic trick', 'gasping', 'childlike']"
ambition,"word: ambition
properties: ladder, drive, sleepless, summit","['ladder', 'drive', 'sleepless', 'summit']"
ambush,"word: ambush
properties: jungle, surprise, hidden, predator","['jungle', 'surprise', 'hidden', 'predator']"
amusement,"word: amusement
properties: roller coaster, laughter, popcorn, carnival","['roller coaster', 'laughter', 'popcorn', 'carnival']"
anger,"word: anger
properties: fist, red, shout, volcano","['fist', 'red', 'shout', 'volcano']"
anxiety,"word: anxiety
properties: sweating, exam, tightness, sleepless","['sweating', 'exam', 'tightness', 'sleepless']"
apology,"word: apology
properties: regret, letter, forgiveness, sincerity","['regret', 'letter', 'forgiveness', 'sincerity']"
appearance,"word: appearance
properties: mirror, first impression, costume, deceptive","['mirror', 'first impression', 'costume', 'deceptive']"
appetite,"word: appetite
properties: hunger, buffet, growling, insatiable","['hunger', 'buffet', 'growling', 'insatiable']"
application,"word: application
properties: resume, software, rejection, form","['resume', 'software', 'rejection', 'form']"
aptitude,"word: aptitude
properties: test, talent, learning, potential","['test', 'talent', 'learning', 'potential']"
argument,"word: argument
properties: heated, debate, courtroom, fist","['heated', 'debate', 'courtroom', 'fist']"
art,"word: art
properties: canvas, museum, creativity, brush","['canvas', 'museum', 'creativity', 'brush']"
aspect,"word: aspect
properties: facet, perspective, diamond, ratio","['facet', 'perspective', 'diamond', 'ratio']"
assassination,"word: assassination
properties: bullet, conspiracy, president, shadow","['bullet', 'conspiracy', 'president', 'shadow']"
assumption,"word: assumption
properties: leap, unproven, risk, premise","['leap', 'unproven', 'risk', 'premise']"
astonishment,"word: astonishment
properties: gasp, wide-eyes, unexpected, thunderclap","['gasp', 'wide-eyes', 'unexpected', 'thunderclap']"
attack,"word: attack
properties: shield, surprise, heart, strategy","['shield', 'surprise', 'heart', 'strategy']"
attention,"word: attention
properties: spotlight, classroom, deficit, salute","['spotlight', 'classroom', 'deficit', 'salute']"
attraction,"word: attraction
properties: magnet, rollercoaster, chemistry, gravity","['magnet', 'rollercoaster', 'chemistry', 'gravity']"
beauty,"word: beauty
properties: mirror, rose, sunset, admiration","['mirror', 'rose', 'sunset', 'admiration']"
being,"word: being
properties: existence, alive, presence, human","['existence', 'alive', 'presence', 'human']"
betrayal,"word: betrayal
properties: knife, trust, shadow, tears","['knife', 'trust', 'shadow', 'tears']"
blackmail,"word: blackmail
properties: secret, envelope, threat, leverage","['secret', 'envelope', 'threat', 'leverage']"
boredom,"word: boredom
properties: clock, yawn, rainy, restless","['clock', 'yawn', 'rainy', 'restless']"
boycott,"word: boycott
properties: protest, refusal, consumer, strike","['protest', 'refusal', 'consumer', 'strike']"
bravery,"word: bravery
properties: firefighter, lion, medal, battlefield","['firefighter', 'lion', 'medal', 'battlefield']"
career,"word: career
properties: ladder, ambition, resume, promotion","['ladder', 'ambition', 'resume', 'promotion']"
carefulness,"word: carefulness
properties: tightrope, glass, surgeon, slow","['tightrope', 'glass', 'surgeon', 'slow']"
catastrophe,"word: catastrophe
properties: earthquake, devastation, emergency, sirens","['earthquake', 'devastation', 'emergency', 'sirens']"
caution,"word: caution
properties: yellow, wet floor, tape, slow","['yellow', 'wet floor', 'tape', 'slow']"
challenge,"word: challenge
properties: mountain, opponent, growth, dare","['mountain', 'opponent', 'growth', 'dare']"
chaos,"word: chaos
properties: tornado, scattered, panic, entropy","['tornado', 'scattered', 'panic', 'entropy']"
character,"word: character
properties: novel, personality, alphabet, role","['novel', 'personality', 'alphabet', 'role']"
charm,"word: charm
properties: bracelet, spell, lucky, snake","['bracelet', 'spell', 'lucky', 'snake']"
comfort,"word: comfort
properties: blanket, couch, warmth, home","['blanket', 'couch', 'warmth', 'home']"
commitment,"word: commitment
properties: ring, dedication, promise, marathon","['ring', 'dedication', 'promise', 'marathon']"
comparison,"word: comparison
properties: scale, shopping, jealousy, chart","['scale', 'shopping', 'jealousy', 'chart']"
compassion,"word: compassion
properties: warmth, helping, tears, kindness","['warmth', 'helping', 'tears', 'kindness']"
competence,"word: competence
properties: skill, interview, confidence, threshold","['skill', 'interview', 'confidence', 'threshold']"
compromise,"word: compromise
properties: negotiation, middle ground, sacrifice, agreement","['negotiation', 'middle ground', 'sacrifice', 'agreement']"
