word,response,properties
ability,,"['coding', 'negotiating', 'hiking', 'time management']"
accusation,,"['courtroom', 'evidence', 'witness', 'jury']"
achievement,,"['milestone', 'recognition', 'challenge', 'progress']"
activity,,"['sports', 'meeting', 'project', 'hobby']"
addiction,,"['cigarettes', 'withdrawal', 'rehab', 'obsession']"
admiration,,"['stadium cheers', ""mentor's proud smile"", 'sunrise over mountains', 'handwritten thank-you note']"
advantage,,"['first mover', 'training', 'network', 'insight']"
adventure,,"['cliff‑jumping', 'cabin‑in‑the‑woods', 'lost city', 'skydiving']"
advice,,"['mother', 'coffee', 'mentorship', 'advice column']"
agony,,"['broken violin', 'city in lockdown', ""lawyer's final cross‑examination"", 'artillery barrage']"
agreement,,"['handshake', 'treaty', 'compromise', 'signature']"
amazement,,"['firework display', ""newborn's first cry"", 'cliff‑edge view', 'uncharted planet discovery']"
ambition,,"['startup', 'space race', 'press conference', 'sunrise']"
ambush,,"['forest', 'silence', 'hidden weapon', 'sudden clash']"
amusement,,"['roller coaster', 'prank', 'stand-up comedy', 'clown festival']"
anger,,"['clenched fist', 'traffic jam', 'thunderstorm', 'hot sauce']"
anxiety,,"['pause before a phone call', 'ticking of a wall clock', 'sudden urge to check phone', 'feeling of being unseen']"
apology,,"['awkward silence', 'handwritten note', 'second chance', 'apology video']"
appearance,,"['reflection', 'runway', 'first impression', 'mask']"
appetite,,"['buffet', 'dessert', 'aroma', 'chef']"
application,,"['résumé submission', 'college admission form', 'software download', 'loan approval']"
aptitude,,"['aptitude test', 'career counseling', 'IQ assessment', 'inner drive']"
argument,,"['courtroom', 'math proof', 'heated debate', 'email chain']"
art,,"['gallery', 'sculpture', 'color', 'inspiration']"
aspect,,"['ratio', 'temporal', 'composition', 'interface']"
assassination,,"['politics', 'shadows', 'betrayal', 'silence']"
assumption,,"['blindfolded crosswalk', 'predictive coding error', 'missing data model', 'courtroom standard burden']"
astonishment,,"['cliffside vista', 'unexpected kindness', 'alien artifact', 'midnight aurora']"
attack,,"['battle', 'missile', 'protest', 'police']"
attention,,"['lecture', 'neon sign', 'cliff', 'advertisement']"
attraction,,"['theme park', ""moon's pull on ocean tides"", ""lovers' glances"", 'tourist destination']"
beauty,,"['golden sunrise', ""child's laughter"", 'silhouette at sunset', 'rainbow']"
being,,"['breath', 'heartbeat', 'reflection', 'silence']"
betrayal,,"['knife', 'secret', 'hidden motive', 'cold shoulder']"
blackmail,,"['mysterious phone call demanding a secret', 'leaked political emails sparking a scandal', ""victim's looming fear of public exposure"", 'final confrontation over a closed-door dinner table']"
boredom,,"['waiting at a slow-moving bus', 'scrolling through endless scroll', 'staring out a rainy window', 'humming to a lullaby in the quiet kitchen']"
boycott,,"['protest', 'consumer', 'brand', 'campaign']"
bravery,,"['heroic rescue', 'fearless explorer', 'military life', 'first day at school']"
career,,"['entrepreneurship', 'job interview', 'professional development', 'glass ceiling']"
carefulness,,"['safety goggles', 'tightrope walking', 'anesthesia ward', 'quality control']"
catastrophe,,"['earthquake', 'flood', 'plane crash', 'stock market crash']"
caution,,"['construction zone', 'spill warning tape', 'restricted access gate', 'emergency exit alert']"
challenge,,"['mountain', 'deadline', 'mentor', 'escape room']"
chaos,,"['traffic jam', 'storm', 'protest', 'music festival']"
character,,"['hero', 'villain', 'narrator', 'sidekick']"
charm,,"['silk tie', 'garden tea', 'soft jazz', 'dinner guests']"
comfort,,"['warm blanket', 'family gathering', 'quiet evening', 'warm tea']"
commitment,,"['marriage vows', 'corporate quarterly deadline', 'university thesis', 'volunteer service']"
comparison,,"['side‑by‑side apples', 'test score table', 'price comparison website', 'nutrition label comparison']"
compassion,,"['volunteer', 'listening', 'comforting hug', 'physician']"
competence,,"['performance review', 'team leadership', 'benchmarking', 'professional growth']"
compromise,,"['mediator', 'parking spot', 'shared pizza', 'handshake']"
compulsion,,"['anxiety', 'ritual', 'urge', 'buying frenzy']"
confession,,"['secret truth', 'confessional booth', 'courtroom testimony', 'therapy']"
conflict,,"['battlefield', 'ceasefire', 'mediator', 'tension']"
consideration,,"['time', 'books', 'future', 'polite']"
consolation,,"['tea', 'listening ear', 'supportive friends', 'quiet room']"
contempt,,"['scoffing laugh', 'dismissive glance', 'ignored request', 'lack of acknowledgement']"
convention,,"['dress code', 'political rally', 'cultural festival', 'committee']"
cooperation,,"['research team', 'relief convoy', 'symphony', 'corporate partnership']"
courage,,"['first step', 'protest', 'rescue', 'bungee']"
creativity,,"['paint', 'brainstorming', 'graffiti', 'hackathon']"
crime,,"['police', 'investigation', 'judge', 'jail']"
criticism,,"['teacher grading homework', 'film premiere', 'budget audit', 'online review post']"
cruelty,,"['bloodstained knife', 'savage laughter', 'iron cage', 'poisonous stench']"
culture,,"['festival', 'cuisine', 'language', 'fashion']"
curiosity,,"['mysterious attic', 'science fair', 'treasure hunt', 'garden exploration']"
custom,,"['tailoring', 'holiday', 'handshake', 'giftwrap']"
danger,,"['cliff', 'wildfire', 'human attack', 'storm']"
death,,"['funeral', 'hearing', 'obituary', 'cemetery']"
decision,,"['crossroads', 'deadline', 'jury', 'balance']"
demand,,"['deadline', 'boss', 'contract', 'price negotiation']"
desire,,"['ambition', 'midnight road trip', 'whispered secret', 'first taste of freedom']"
desperation,,"['midnight SOS text', 'abandoned house', 'empty wallet', 'last chance offer']"
destruction,,"['earthquake', 'flood', 'war zone', 'nuclear accident']"
detection,,"['scent sniff', 'lab test', 'camera feed', 'heart monitor']"
dictatorship,,"['censorship', 'fear', 'propaganda', 'surveillance']"
difference,,"['math subtraction', 'cultural diversity', 'innovation', 'contrasting colors']"
difficulty,,"['traffic jam', 'math exam', 'budget cut', 'communication gap']"
dignity,,"['resilience', 'calm', 'humanitarian stance', 'public service']"
diligence,,"['calendar', 'deadline', 'project board', 'study notes']"
disadvantage,,"['unequal odds', 'higher cost', 'limited options', 'negative perception']"
disappointment,,"['empty shelf', 'collapsed bridge', 'missed deadline', 'broken promise']"
discovery,,"['eureka moment', 'microscope', 'telescope', 'archaeological dig']"
disgust,,"['rotten apple', 'garbage odor', 'vomit', 'neon green']"
dismay,,"['flood alert on TV', 'missed bus at station', 'coffee machine boiled over', 'broken zipper while getting dressed']"
dispute,,"['courtroom', 'political debate', 'email exchange', 'social media thread']"
distance,,"['travel', 'time', 'space', 'isolation']"
distraction,,"['phone buzz', 'elevator music', 'flashing billboard', 'office gossip']"
diversity,,"['street food bazaar', 'multilingual classroom', 'coral reef', 'cultural festivals']"
doubt,,"[""detective's uneasy hunch"", 'misplaced phone call', 'summer thunder', 'half-sweet cake']"
downfall,,"['empire collapse', 'stock market crash', 'bridge collapse', 'sudden defeat in sport']"
dream,,"['moonlit', 'espresso', 'kite', 'compass']"
duty,,"['council meeting', 'volunteer work', 'memorial service', 'deadline']"
eagerness,,"['handshake at job interview', 'first bite of chocolate', 'ticket to a concert', 'new book in hand']"
effort,,"['morning jog', 'coding marathon', 'charity clean‑up', 'language study']"
elegance,,"['crystal chandelier', 'waltz dance', 'silk scarf', 'classical architecture']"
emotion,,"['heartbeat', 'applause', 'brushstroke', 'silhouette']"
enchantment,,"['fairy', 'moon', 'whisper', 'glow']"
enthusiasm,,"['first skateboard trick', 'sunrise hike', 'spontaneous road trip', 'cooking a new recipe']"
envy,,"['green‑eyed monster', 'social media comparison', 'sibling rivalry', 'missing out on a promotion']"
error,,"['debug session', 'warning message', 'red highlight', 'support ticket']"
event,,"['concert', 'graduation', 'marathon', 'award ceremony']"
excitement,,"['roller coaster', 'fireworks', 'surprise party', 'new job']"
expectation,,"['deadline', 'promise', 'budget', 'revenue']"
experience,,"['graduation', 'road trip', 'first job', 'concert']"
explanation,,"['classroom lecture', 'lab demonstration', 'courtroom testimony', 'investigative report']"
exploitation,,"['slave labor', 'data harvesting', 'environmental degradation', 'workplace bullying']"
faithfulness,,"['golden retriever', 'wedding vows', 'daily train commute', 'winter firewood stash']"
fantasy,,"['dragon', 'enchanted forest', 'wizard', 'moonlit castle']"
fate,,"['winning lottery ticket', 'crystal ball', 'black cat crossing the street', 'a sudden midnight cafe encounter']"
fear,,"['darkness', 'heartbeat', 'cliff', 'unknown']"
fight,,"['arena', 'argument', 'self‑defense', 'training']"
fitness,,"['morning jog', 'protein shake', 'treadmill', 'post-workout glow']"
flexibility,,"['yoga', 'agile schedule', 'bending metal', 'negotiation']"
force,,"['gravity', 'shockwave', 'torque', 'magnetism']"
forgiveness,,"['reconciliation', 'release', 'hope', 'growth']"
freedom,,"['open road', 'bird in flight', 'protest rally', 'self-determined career']"
fright,,"['thunderstorm', 'haunted house', 'sudden drop', 'blood pressure↑']"
frustration,,"['traffic jam', 'paper jam', 'bread stuck in toaster', 'crowded elevator']"
fun,,"['games', 'party', 'laughter', 'dance']"
fury,,"['lava', 'courtroom', 'traffic', 'storm']"
future,,"['space exploration', 'climate crisis', 'generational change', 'personal growth']"
genius,,"['Leonardo', 'notebooks', 'midnight', 'patents']"
glory,,"['battlefield', 'sunrise', 'trophy', 'parade']"
grace,,"['swan', 'piano', 'apology', 'deadline']"
gratitude,,"['handwritten note', 'quiet dusk', 'warm fire', 'gentle smile']"
greed,,"['ambition', 'money', 'power', 'addiction']"
guess,,"['curiosity', 'riddle', 'poker', 'lottery']"
habit,,"['coffee', 'exercise', 'nailbite', 'music']"
happiness,,"['sunrise', 'laughter', 'cake', 'hug']"
hate,,"['political rallies', 'cinema villains', 'social media backlash', 'war']"
help,,"['ambulance', 'volunteer', 'donation', 'rescue']"
hint,,"['whisper', 'mystery', 'boardgame', 'spy']"
home,,"['family', 'kitchen aroma', 'doorbell', 'backyard swing']"
honor,,"['ceremony', 'medal', 'oath', 'tradition']"
hope,,"['sunrise', 'candlelight', 'patient waiting', 'seed sprouting']"
horror,,"['empty church', 'creaking floorboards', 'night vision camera', 'unknown voice']"
humor,,"['office prank', 'movie night', 'internet meme', 'wedding joke']"
hunger,,"['empty stomach', 'growling belly', 'snack', 'cooking']"
hurry,,"['traffic jam', 'missed bus', 'deadline alarm', 'early breakfast rush']"
idea,,"['brainstorm', 'whiteboard', 'prototype', 'eureka']"
ideal,,"['blueprint', 'utopia', 'dream', 'benchmark']"
illusion,,"['optical illusion', 'magician trick', 'deepfake video', 'desert mirage']"
impression,,"['museum', 'scratch on a light bulb', 'first handshake', 'coffee aroma']"
incentive,,"['promotion', 'competition', 'charity', 'gamification']"
independence,,"['first-year college student', 'starting a small business', 'moving into a new apartment alone', 'learning a new hobby from scratch']"
indifference,,"['shrug', 'silence', 'stare', 'static']"
influence,,"['mentor', 'advertising', 'social media', 'cultural shift']"
insanity,,"['labyrinth', 'circus', 'glitch', 'thunderstorm']"
insight,,"['lens', 'data', 'mentor', 'puzzle']"
insult,,"['facepalm', 'meme war', 'email chain', 'fortune cookie joke']"
insurrection,,"['student sit‑in', 'occupying parliament', 'hashtag‑driven activism', 'police crackdown']"
intention,,"['mindful breathing', 'startup pitch deck', 'apology letter', 'car maintenance schedule']"
interest,,"['bank', 'stock', 'lecture', 'museum']"
invention,,"['lightbulb', 'prototype', 'patent', 'breakthrough']"
jealousy,,"['spiteful', 'protective', 'comparison', 'insecurity']"
joy,,"[""children's laughter"", 'sunrise beach', 'confetti burst', 'pizza aroma']"
judgement,,"['courtroom', 'conscience', 'bias', 'critical thinking']"
justice,,"['courtroom', 'scales', 'protest', 'human rights']"
justification,,"['courtroom', 'apology', 'moral compass', 'evidence']"
kindness,,"['volunteer', 'neighbor', 'surprise', 'smile']"
knowledge,,"['library', 'hypothesis', 'curiosity', 'question']"
love,,"['candlelight dinner', 'first kiss', 'nurturing', 'fight to reconciliation']"
luck,,"['horse race', 'black cat', 'lottery ticket', 'chance encounter']"
lust,,"['midnight', 'perfume', 'dancing', 'heartbeat']"
luxury,,"['spa retreat', 'private jet', 'Michelin star restaurant', 'gold‑plated watch']"
magic,,"['circus', 'fireworks', 'illusion', 'wish']"
manipulation,,"['political spin', 'algorithmic bias', 'data exploitation', 'workplace bullying']"
manners,,"['table settings', 'handshake', 'apology', 'polite smile']"
matter,,"['physics', 'debate', 'case', 'importance']"
meanness,,"['flickering neon', 'a chipped ceramic mug', 'a sudden wind chill', 'a quiet cafeteria corner']"
memory,,"['childhood home', 'scent of old books', 'music playlist', 'photo album']"
menace,,"['shark', 'storm', 'shadow', 'silence']"
mercy,,"['judicial pardon', 'rescue mission', 'community garden', 'sunrise over the valley']"
miracle,,"['unexpected reunion', 'impossible rescue', 'life‑saving rain', 'first‑time love.']"
misdemeanor,,"['parking meter ticket', 'speed limit sign', 'brief court hearing', 'community service']"
misery,,"['rain-soaked streets', 'abandoned theater', 'empty stomach', 'silent house']"
mockery,,"['satirical headline', 'classroom tease', 'viral meme', 'political jab']"
model,,"['runway', 'architectural mockup', 'statistical simulation', 'celebrity icon']"
moment,,"['sunrise', 'heartbeat', 'laughter', 'ticking clock']"
mood,,"['coffee', 'sunrise', 'theater', 'storm']"
mourning,,"['black veil', 'cathedral bells', 'condolence cards', 'memorial garden']"
need,,"['hunger', 'shelter', 'help', 'urgency']"
nervousness,,"['quivering handshake', 'stage knee-jerk jump', 'rapid breathing before first note', 'fingers clinging to pen']"
nightmare,,"['darkness', 'echo', 'insomnia', 'hallway']"
notion,,"['spark', 'doodle', 'whisper', 'horizon']"
obedience,,"['dog training', 'military drills', 'classroom etiquette', 'traffic rules']"
objection,,"['courtroom', 'town hall', 'protest march', 'committee debate']"
obligation,,"['tax deadline', 'wedding vow', 'loan repayment', 'school attendance']"
observation,,"['microscope', 'stargazing', 'field notes', 'traffic']"
occupation,,"['blueprint', 'calloused hands', 'suit', 'power drill']"
order,,"['line up', 'restaurant receipt', 'filing cabinet', 'commanding the troops']"
ostracism,,"['empty chair', 'silent room', 'unanswered text', 'forgotten birthday']"
overview,,"['project timeline', 'slide deck', 'city skyline', 'high‑altitude photo']"
pain,,"['injury', 'doctor', 'crying', 'tension']"
panic,,"['rapid heartbeat', 'sweaty palms', 'racing thoughts', 'sudden urge to flee']"
pardon,,"['court ruling', 'presidential mercy', ""priest's absolution"", 'prison release']"
passion,,"['flame', 'rhythm', 'painting', 'purpose']"
past,,"['childhood photos', 'shadows in the hallway', 'old letters', 'echoes of laughter']"
peace,,"['yoga retreat', 'sunset at the lake', 'march for social justice', 'family reunion after estrangement']"
perception,,"['camera', 'bias', 'fog', 'brain']"
perfection,,"['laser engraving', 'knotless braid', 'sunrise over lake', 'even spacing of tiles']"
performance,,"['concert', 'marathon', 'sales report', 'critique']"
perspective,,"['optical illusion', 'film camera', 'boardroom decision', 'ancient map']"
