word,response,properties
ability,"word: ability
properties: sportsmanship, confidence, natural talent, certification","['sportsmanship', 'confidence', 'natural talent', 'certification']"
accusation,"word: accusation
properties: investigation, lawyer, shame, evidence","['investigation', 'lawyer', 'shame', 'evidence']"
achievement,"achievement: badge, diploma, Olympic gold medal, team effort",[]
activity,"activity: 
- physical effort
- group collaboration
- daily routine
- sport competition",[]
addiction,"addiction:

 properties: withdrawal, teenager, high-risk, rehab","['withdrawal', 'teenager', 'high-risk', 'rehab']"
admiration,"word: admiration 
properties: admiration shows appreciation, it sparks creativity, being admired is empowering, heartfelt admiration can be fleeting","['admiration shows appreciation', 'it sparks creativity', 'being admired is empowering', 'heartfelt admiration can be fleeting']"
advantage,"word: advantage
properties: sport, marketing, politician, puzzle","['sport', 'marketing', 'politician', 'puzzle']"
adventure,"adventure:
 properties: map, treasure, bandit, camping","['map', 'treasure', 'bandit', 'camping']"
advice,"advice: mentor, journal, lawyer, therapist",[]
agony,"agony: 
- screams 
- dark room
- medical test
- emotional toll",[]
agreement,"agreement: contract, negotiation, handshake, lawsuit",[]
amazement,"word: amazement
properties: fairy lights, rollercoaster, childlike wonder, cosmic explosion","['fairy lights', 'rollercoaster', 'childlike wonder', 'cosmic explosion']"
ambition,"word: ambition
properties: trophy, late nights, self-confidence, Olympic games","['trophy', 'late nights', 'self-confidence', 'Olympic games']"
ambush,"ambush: 
properties: war room, surprise attack, hidden dangers, stealthy movement","['war room', 'surprise attack', 'hidden dangers', 'stealthy movement']"
amusement,"amusement: fireworks, carnival, rollercoaster, laughter",[]
anger,"anger: 

 properties: fist, solitude, traffic jam rage, screaming","['fist', 'solitude', 'traffic jam rage', 'screaming']"
anxiety,"anxiety : 
    sleep deprivation
    heart palpitations
    medical checkup
    tight muscles",[]
apology,"apology: 
 properties: regret, tears, forgiveness, apology letter","['regret', 'tears', 'forgiveness', 'apology letter']"
appearance,"word: appearance
properties: mirror, fashion show, disguise, beauty pageant","['mirror', 'fashion show', 'disguise', 'beauty pageant']"
appetite,"appetite: 
- midnight snacking
- food critic
- restaurant ambiance
- Thanksgiving dinner",[]
application,"word: application
properties: resume, interview, software, permission","['resume', 'interview', 'software', 'permission']"
aptitude,"aptitude: sports ability, academic performance, career potential, interviewing skills",[]
argument,"argument: 
properties: anger, debate, marriage, courtroom","['anger', 'debate', 'marriage', 'courtroom']"
art,"word: art
properties: gallery, studio, brush, masterpiece","['gallery', 'studio', 'brush', 'masterpiece']"
aspect,"aspect: angle
properties: perspective, drawing, architecture, viewpoint","['perspective', 'drawing', 'architecture', 'viewpoint']"
assassination,"assassination: 
 properties:  president, gunshots, conspiracy, courtroom","['president', 'gunshots', 'conspiracy', 'courtroom']"
assumption,"word: assumption
properties: bias, agreement, connotation, prediction","['bias', 'agreement', 'connotation', 'prediction']"
astonishment,"word: astonishment
properties: jaw drop, roller coaster, lightning strike, silent stare","['jaw drop', 'roller coaster', 'lightning strike', 'silent stare']"
attack,"word: attack
properties: battle, surprise, soldier, weapon","['battle', 'surprise', 'soldier', 'weapon']"
attention,"attention: meditation, focus, classroom, spotlight",[]
attraction,"attraction: theme park, vacation planning, carnival games, scenery",[]
beauty,"word: beauty
properties: sunrise, diamonds, garden, fragrance","['sunrise', 'diamonds', 'garden', 'fragrance']"
being,"word: being
 properties: presence, vulnerability, alive, energy","['presence', 'vulnerability', 'alive', 'energy']"
betrayal,"betrayal: 
 1. backstabbing 
 2. secret affair 
 3. Shakespearean drama 
 4. heartbreak song",[]
blackmail,"blackmail: 
properties: prison, politician, email, ransom","['prison', 'politician', 'email', 'ransom']"
boredom,"word: boredom
properties: homework, afternoon, sleepiness, library","['homework', 'afternoon', 'sleepiness', 'library']"
boycott,"boycott: protest, politics, boycott signs, activists",[]
bravery,"word: bravery
properties: scars, medals, stormy weather, hero","['scars', 'medals', 'stormy weather', 'hero']"
career,"career: mentorship 
 professional network
 salary increase
 student loans",[]
carefulness,"carefulness: precision, elderliness, accidents, craftsmanship",[]
catastrophe,"catastrophe:
 properties: relief, wildfire, emergency room, flood","['relief', 'wildfire', 'emergency room', 'flood']"
caution,"caution: warning light, breaking rules, construction site, helmet",[]
challenge,"challenge: 
rise, winner, obstacle, test",[]
chaos,"chaos: 
properties:  destruction, circus, art, anarchy","['destruction', 'circus', 'art', 'anarchy']"
character,"character: 
properties: fictional, traits, mask, story","['fictional', 'traits', 'mask', 'story']"
charm,"word: charm
properties: necklace, magic tricks, fairy tale, perfume","['necklace', 'magic tricks', 'fairy tale', 'perfume']"
comfort,"comfort: warm blankets, cozy home, gentle touch, family movie night",[]
commitment,"commitment: loyalty, family bonds, vows, marathon training",[]
comparison,"word: comparison
properties: charts, stereotypes, mirror, evaluation","['charts', 'stereotypes', 'mirror', 'evaluation']"
compassion,"compassion: 
properties: kindness, listening ears, peaceful refuge, warm smile","['kindness', 'listening ears', 'peaceful refuge', 'warm smile']"
competence,"competence: 
expertise, teamwork, confidence, certification",[]
compromise,"compromise: 
 properties: conflict resolution, middle ground, power imbalance, business deal","['conflict resolution', 'middle ground', 'power imbalance', 'business deal']"
compulsion,"word: compulsion
properties: addiction, nervousness, designer handbags, habit","['addiction', 'nervousness', 'designer handbags', 'habit']"
confession,"word: confession
properties: journal, priest, guilt, nighttime","['journal', 'priest', 'guilt', 'nighttime']"
conflict,"conflict: 
war zone, wounded soul, argumentative person, bitter resolution",[]
consideration,"consideration: 
properties: lawyer, award, wedding, kindness","['lawyer', 'award', 'wedding', 'kindness']"
consolation,"consolation:
 properties: memory, flower, grief, melody","['memory', 'flower', 'grief', 'melody']"
contempt,"contempt: silence, mask, superior, darkness",[]
convention,"convention:
properties: costume, networking event, badges, conference hall","['costume', 'networking event', 'badges', 'conference hall']"
cooperation,"word: cooperation 
properties: teamwork, mutual respect, economic growth, diplomacy","['teamwork', 'mutual respect', 'economic growth', 'diplomacy']"
courage,"courage: heroes, danger, legacy, strength",[]
creativity,"word: creativity
properties: art, invention, music, dream","['art', 'invention', 'music', 'dream']"
crime,"crime: police, investigator, prison cell, trial",[]
criticism,"word: criticism
properties: movie review, self-reflection, emotional pain, public speech","['movie review', 'self-reflection', 'emotional pain', 'public speech']"
cruelty,"cruelty: pain, animal shelters, prison cells, war zones",[]
culture,"culture: 
properties: museum, music, tattoo, family picnics","['museum', 'music', 'tattoo', 'family picnics']"
curiosity,"curiosity:
 properties: detective, library, stars, puzzle","['detective', 'library', 'stars', 'puzzle']"
custom,"word: custom
properties: car dealership, holiday gift, traditional dress, design requirement","['car dealership', 'holiday gift', 'traditional dress', 'design requirement']"
danger,"danger: 
rockslide,
floodlight,
lifesaver,
ambulance",[]
death,"death: 
property1: coffin
property2: mourning
property3: afterlife
property4: funeral",[]
decision,"decision: 
properties: weigh, vote, committee, responsibility","['weigh', 'vote', 'committee', 'responsibility']"
demand,"demand: 
properties: strike, supply chain, auction, salary","['strike', 'supply chain', 'auction', 'salary']"
desire,"desire: 
properties: midnight, beauty, temptation, forbidden","['midnight', 'beauty', 'temptation', 'forbidden']"
desperation,"desperation:
 properties: midnight, whisper, cry, escape","['midnight', 'whisper', 'cry', 'escape']"
destruction,"destruction: 
chaos, 
nuclear war, 
decay, 
explosion",[]
detection,"word: detection
properties: surveillance, alertness, signal, warning","['surveillance', 'alertness', 'signal', 'warning']"
dictatorship,"dictatorship: 
properties: prison, coup, propaganda, fear","['prison', 'coup', 'propaganda', 'fear']"
difference,"difference: contrast, statistics, puzzle, inequality",[]
difficulty,"difficulty: 

 properties: learning curve, puzzle piece, mountain climb, time constraint","['learning curve', 'puzzle piece', 'mountain climb', 'time constraint']"
dignity,"word: dignity
properties: crown, honor system, pride, monument","['crown', 'honor system', 'pride', 'monument']"
diligence,"diligence: 
hard work, productivity meetings, academic achievement, punctual trains",[]
disadvantage,"disadvantage: 
1. physical impairment
2. mental health struggles
3. career setbacks
4. financial difficulties",[]
disappointment,"disappointment:
 properties: dark room, grey skies, old photograph, forgotten birthday","['dark room', 'grey skies', 'old photograph', 'forgotten birthday']"
discovery,"word: discovery
properties: adventure, mystery, treasure, science","['adventure', 'mystery', 'treasure', 'science']"
disgust,"word: disgust
properties: nausea, sour taste, germ infestation, spoiled food","['nausea', 'sour taste', 'germ infestation', 'spoiled food']"
dismay,"dismay:
 properties: loss, stormy weather, sadness in her eyes, forgotten goodbye","['loss', 'stormy weather', 'sadness in her eyes', 'forgotten goodbye']"
dispute,"word: dispute
properties: court, anger, mediation, scars","['court', 'anger', 'mediation', 'scars']"
distance,"distance:  
properties: mountains, navigation, train, silence","['mountains', 'navigation', 'train', 'silence']"
distraction,"word: distraction
properties: interruption, classroom, attention span, driver's seat","['interruption', 'classroom', 'attention span', ""driver's seat""]"
diversity,"diversity:
 properties: 
1.  Pride Parade
2.  Mosaic art
3.  Language class
4.  Cultural exchange program","['1.  Pride Parade', '2.  Mosaic art', '3.  Language class', '4.  Cultural exchange program']"
doubt,"doubt: 
uncertainty, 

fear of answers, 

hidden truths, 

hesitation",[]
