word,response,properties
ability,,"['challenge', 'practice', 'confidence', 'unlock']"
accusation,,"['courtroom', 'denial', 'guilt', 'betrayal']"
achievement,,"['medal', 'struggle', 'pride', 'finish line']"
activity,,"['sweat', 'schedule', 'energy', 'playground']"
addiction,,"['withdrawal', 'dopamine', 'chains', 'relapse']"
admiration,,"['trophy', 'hero', 'applause', 'inspire']"
advantage,,"['competition', 'leverage', 'first move', 'gain']"
adventure,,"['mountain', 'danger', 'discovery', 'heart-pounding']"
advice,,"['asking', 'reluctant', 'unsolicited', 'consequences']"
agony,,"['twisted', 'scream', 'helpless', 'writhing']"
agreement,,"['handshake', 'contract', 'compromise', 'nod']"
amazement,,"['wide eyes', 'silence', 'discovery', 'gasping']"
ambition,,"['climb', 'sleepless', 'trophy', 'sacrifice']"
ambush,,"['jungle', 'trap', 'surprise', 'soldiers']"
amusement,,"['roller coaster', 'laughter', 'arcade', 'escape']"
anger,,"['flushed face', 'slammed door', 'clenched fist', 'regret']"
anxiety,,"['racing heart', 'blank mind', 'avoidance', 'sleepless nights']"
apology,,"['mistake', 'forgiveness', 'sincere', 'repair']"
appearance,,"['mirror', 'judgment', 'disguise', 'first impression']"
appetite,,"['growling stomach', 'pizza', 'late night', 'satisfaction']"
application,,"['form', 'phone', 'job interview', 'rejection letter']"
aptitude,,"['test', 'musician', 'natural talent', 'improvement']"
argument,,"['raised voices', 'kitchen table', 'winning', 'bitter silence']"
art,,"['museum', 'creativity', 'canvas', 'emotion']"
aspect,,"['angle', 'examine', 'difficult', 'perspective']"
assassination,,"['history', 'conspiracy', 'darkness', 'power']"
assumption,,"['quicksand', 'detective', 'shaky ladder', 'inheritance']"
astonishment,,"['wide eyes', 'silence', 'jaw drop', 'unexpected news']"
attack,,"['tiger', 'sudden', 'defense', 'heart']"
attention,,"['spotlight', 'fidget', 'grades', 'spotlight']"
attraction,,"['magnet', 'gravity', 'theme park', 'chemistry']"
beauty,,"['mirror', 'garden', 'time', 'pain']"
being,,"['breath', 'existence', 'consciousness', 'presence']"
betrayal,,"['knife in the back', 'trust broken', 'alone', 'bitter resentment']"
blackmail,,"['envelope', 'secret', 'threat', 'money']"
boredom,,"['clock', 'yawn', 'scrolling', 'homework']"
boycott,,"['protest', 'grapes', 'economic pressure', 'silence']"
bravery,,"['fire', 'soldier', 'trembling', 'choice']"
career,,"['ladder', 'resume', 'promotion', 'cubicle']"
carefulness,,"[""surgeon's hands"", 'eggshells', 'crossing streets', 'proofreading']"
catastrophe,,"['earthquake', 'insurance', 'survival', 'blame']"
caution,,"['yellow tape', 'slippery floor', 'heartbeat quickens', 'oncoming traffic']"
challenge,,"['mountain climbing', 'competition', 'doubt', 'growth']"
chaos,,"['tornado', 'screaming', 'lost', 'paperwork']"
character,,"['actor', 'moral compass', 'distinctive quirk', 'storyline']"
charm,,"['spell', 'bracelet', 'smile', 'magic']"
comfort,,"['blanket', 'sigh', 'couch', 'familiar']"
commitment,,"['wedding ring', 'long hours', 'breaking trust', 'growth']"
comparison,,"['mirror', 'choice', 'hierarchy', 'measurement']"
compassion,,"['suffering', 'tears', 'action', 'bridge']"
competence,,"['certification', 'athlete', 'confidence', 'mastery']"
compromise,,"['negotiation', 'bitter taste', 'bridge', 'settling']"
compulsion,,"['hand-washing', 'confession', 'gambling', 'irresistible urge']"
confession,,"['priest', 'guilt', 'secret', 'relief']"
conflict,,"['war', 'compromise', 'stubborn', 'breaking']"
consideration,,"['pause', 'weight', 'scales', 'compromise']"
consolation,,"['tears', 'hospital', 'warm embrace', 'moving forward']"
contempt,,"['sneer', 'hierarchy', 'dismissal', 'poison']"
convention,,"['formal dress code', 'handshake', 'hotel ballroom', 'name badge']"
cooperation,,"['puzzle', 'workplace', 'trust', 'compromise']"
courage,,"['fire', 'trembling', 'choice', 'alone']"
creativity,,"['blank canvas', 'breakthrough moment', 'constraint', 'flow state']"
crime,,"['prison', 'detective', 'victim', 'punishment']"
criticism,,"['feedback', 'improvement', 'defensiveness', 'review']"
cruelty,,"['whip', 'silence', 'powerless', 'laugh']"
culture,,"['festivals', 'traditions', 'language', 'identity']"
curiosity,,"['cat', 'question mark', 'exploration', 'child']"
custom,,"['tailored suit', 'wedding ceremony', 'passed down generations', 'breaking tradition']"
danger,,"['warning', 'cliff', 'heartbeat', 'escape']"
death,,"['silence', 'grief', 'legacy', 'ending']"
decision,,"['crossroads', 'consequences', 'hesitation', 'commitment']"
demand,,"['payment', 'protest', 'exhaustion', 'negotiation']"
desire,,"['flame', 'forbidden', 'ache', 'pursuit']"
desperation,,"['drowning', 'cornered', 'last resort', 'trembling hands']"
destruction,,"['rubble', 'irreversible', 'earthquake', 'silence']"
detection,,"['radar', 'crime scene', 'early warning', 'hidden object']"
dictatorship,,"['propaganda', 'oppression', 'single leader', 'surveillance']"
difference,,"['bridge', 'conflict', 'measurement', 'perspective']"
difficulty,,"['climbing', 'sweat', 'frustration', 'breakthrough']"
dignity,,"['posture', 'silence', 'refusal', 'ceremony']"
diligence,,"['clock', 'student', 'promotion', 'marathon']"
disadvantage,,"['climbing uphill', 'starting line', 'broken tool', 'dark room']"
disappointment,,"['exam results', 'deflated balloon', 'silence after applause', 'unopened gift']"
discovery,,"['microscope', 'unexpected', 'archaeologist', 'eureka']"
disgust,,"['vomit', 'rotten food', 'recoil', 'betrayal']"
dismay,,"['unexpected news', 'frozen expression', 'sinking feeling', 'plans ruined']"
dispute,,"['court', 'resolution', 'anger', 'contract']"
distance,,"['horizon', 'longing', 'measurement', 'silence']"
distraction,,"['phone buzzing', 'missed deadline', 'classroom giggling', 'road accident']"
diversity,,"['puzzle', 'strength', 'conflict', 'classroom']"
doubt,,"['hesitation', 'shadow', 'question mark', 'quicksand']"
downfall,,"['bankruptcy', 'pride', 'steep cliff', 'domino effect']"
dream,,"['flying', 'sleep', 'forgotten', 'hope']"
duty,,"['soldier', 'burden', 'obligation', 'clock']"
eagerness,,"['athlete at starting line', 'trembling hands', 'interrupting others', 'dawn']"
effort,,"['sweat', 'muscle', 'goal', 'tired']"
elegance,,"['silk', 'ballroom', 'posture', 'simplicity']"
emotion,,"['tears', 'racing heart', 'decision-making', 'music']"
enchantment,,"['spell', 'forest', 'sparkle', 'captivated']"
enthusiasm,,"['contagious', 'energy', 'project', 'smile']"
envy,,"['green', 'comparison', 'resentment', 'wanting']"
error,,"['correction', 'debugging', 'embarrassment', 'trial']"
event,,"['schedule', 'crowd', 'unexpected', 'celebration']"
excitement,,"['racing heart', 'anticipation', 'celebration', 'adrenaline']"
expectation,,"['disappointed', 'waiting', 'future', 'pressure']"
experience,,"['scars', 'travel', 'wisdom', 'failure']"
explanation,,"['teacher', 'confusion', 'detective', 'manual']"
exploitation,,"['factory', 'powerless', 'profit', 'chains']"
