word,response,properties
ability,"word: ability
properties: climb, solve, create, adapt","['climb', 'solve', 'create', 'adapt']"
accusation,"word: accusation
properties: courtroom, betrayal, silence, blame","['courtroom', 'betrayal', 'silence', 'blame']"
achievement,"word: achievement
properties: medal, climb, breakthrough, applause","['medal', 'climb', 'breakthrough', 'applause']"
activity,"word: activity
properties: dance, hike, game, storm","['dance', 'hike', 'game', 'storm']"
addiction,"word: addiction
properties: compulsive behavior, physiological dependence, social isolation, mental escape","['compulsive behavior', 'physiological dependence', 'social isolation', 'mental escape']"
admiration,"word: admiration
properties: applause, mentor, awe, triumph","['applause', 'mentor', 'awe', 'triumph']"
advantage,"word: advantage
properties: climb, win, shelter, leap","['climb', 'win', 'shelter', 'leap']"
adventure,"word: adventure
properties: mountain peak, lost map, dragon’s lair, midnight river","['mountain peak', 'lost map', 'dragon’s lair', 'midnight river']"
advice,"word: advice
properties: mentor, puzzle, compass, trust","['mentor', 'puzzle', 'compass', 'trust']"
agony,"word: agony
properties: scream, silence, fear, collapse","['scream', 'silence', 'fear', 'collapse']"
agreement,"word: agreement
properties: contract, compromise, harmony, pact","['contract', 'compromise', 'harmony', 'pact']"
amazement,"word: amazement
properties: awe-struck silence, falling stars, startled gasp, wonder-filled eyes","['awe-struck silence', 'falling stars', 'startled gasp', 'wonder-filled eyes']"
ambition,"word: ambition
properties: climb, rival, goal, fire","['climb', 'rival', 'goal', 'fire']"
ambush,"word: ambush
properties: stealth, surprise, danger, tension","['stealth', 'surprise', 'danger', 'tension']"
amusement,"word: amusement
properties: circus, laughter, roller coaster, popcorn","['circus', 'laughter', 'roller coaster', 'popcorn']"
anger,"word: anger
properties: shouting, betrayal, fist, storm","['shouting', 'betrayal', 'fist', 'storm']"
anxiety,"word: anxiety
properties: crowded elevator, racing heart, silent scream, trembling hands","['crowded elevator', 'racing heart', 'silent scream', 'trembling hands']"
apology,"word: apology
properties: broken vase, quiet room, handwritten note, tearful smile","['broken vase', 'quiet room', 'handwritten note', 'tearful smile']"
appearance,"word: appearance
properties: mirror, stage, shadow, costume","['mirror', 'stage', 'shadow', 'costume']"
appetite,"word: appetite
properties: midnight snack, spicy curry, hungry traveler, dessert craving","['midnight snack', 'spicy curry', 'hungry traveler', 'dessert craving']"
application,"word: application
properties: form, server, interface, error","['form', 'server', 'interface', 'error']"
aptitude,"word: aptitude
properties: math genius, musical prodigy, athletic prowess, linguistic fluency","['math genius', 'musical prodigy', 'athletic prowess', 'linguistic fluency']"
argument,"word: argument
properties: shouting, silence, breakup, red face","['shouting', 'silence', 'breakup', 'red face']"
art,"word: art
properties: brushstrokes, museum, rebellion, silence","['brushstrokes', 'museum', 'rebellion', 'silence']"
aspect,"word: aspect
properties: shadow, texture, angle, taste","['shadow', 'texture', 'angle', 'taste']"
assassination,"word: assassination
properties: gunpowder, shadow, silence, blood","['gunpowder', 'shadow', 'silence', 'blood']"
assumption,"word: assumption
properties: bias, error, trust, leap","['bias', 'error', 'trust', 'leap']"
astonishment,"word: astonishment
properties: thunder, sudden silence, frozen statue, spilled coffee","['thunder', 'sudden silence', 'frozen statue', 'spilled coffee']"
attack,"word: attack
properties: chaos, fear, strategy, defense","['chaos', 'fear', 'strategy', 'defense']"
attention,"word: attention
properties: spotlight, classroom, headphones, stage","['spotlight', 'classroom', 'headphones', 'stage']"
