word,response,properties
ability,"word: ability
properties: practice, obstacles, confidence, potential","['practice', 'obstacles', 'confidence', 'potential']"
accusation,"word: accusation
properties: court, finger-pointing, denial, evidence","['court', 'finger-pointing', 'denial', 'evidence']"
achievement,"word: achievement
properties: medal, effort, goal, celebration","['medal', 'effort', 'goal', 'celebration']"
activity,"word: activity
properties: energy, schedule, children, progress","['energy', 'schedule', 'children', 'progress']"
addiction,"word: addiction
properties: withdrawal, dopamine, relapse, isolation","['withdrawal', 'dopamine', 'relapse', 'isolation']"
admiration,"word: admiration
properties: applause, mentor, inspiration, achievement","['applause', 'mentor', 'inspiration', 'achievement']"
advantage,"word: advantage
properties: competition, head start, leverage, exploit","['competition', 'head start', 'leverage', 'exploit']"
adventure,"word: adventure
properties: compass, risk, discovery, mountains","['compass', 'risk', 'discovery', 'mountains']"
advice,"word: advice
properties: guru, hesitation, unsolicited, consequences","['guru', 'hesitation', 'unsolicited', 'consequences']"
agony,"word: agony
properties: writhing, silence, waiting, betrayal","['writhing', 'silence', 'waiting', 'betrayal']"
agreement,"word: agreement
properties: handshake, contract, compromise, nod","['handshake', 'contract', 'compromise', 'nod']"
amazement,"word: amazement
properties: wide eyes, gasping, magic trick, discovery","['wide eyes', 'gasping', 'magic trick', 'discovery']"
ambition,"word: ambition
properties: ladder, sleepless nights, competition, empty feeling","['ladder', 'sleepless nights', 'competition', 'empty feeling']"
ambush,"word: ambush
properties: hiding, soldiers, surprise, trap","['hiding', 'soldiers', 'surprise', 'trap']"
amusement,"word: amusement
properties: carousel, laughter, distraction, ticket booth","['carousel', 'laughter', 'distraction', 'ticket booth']"
anger,"word: anger
properties: red face, broken things, shouting, storm","['red face', 'broken things', 'shouting', 'storm']"
anxiety,"word: anxiety
properties: racing heart, dark thoughts, procrastination, insomnia","['racing heart', 'dark thoughts', 'procrastination', 'insomnia']"
apology,"word: apology
properties: mistake, forgiveness, sincere voice, repair","['mistake', 'forgiveness', 'sincere voice', 'repair']"
