word,response,properties
ability,"word: ability
properties: screwdriver, marathon, chess, blueprint","['screwdriver', 'marathon', 'chess', 'blueprint']"
accusation,"word: accusation
properties: finger, courtroom, betrayal, defense","['finger', 'courtroom', 'betrayal', 'defense']"
achievement,"word: achievement
properties: marathon, diploma, promotion, summit","['marathon', 'diploma', 'promotion', 'summit']"
activity,"word: activity
properties: sweat, calendar, motion, pulse","['sweat', 'calendar', 'motion', 'pulse']"
addiction,"word: addiction
properties: cycle, void, withdrawal, obsession","['cycle', 'void', 'withdrawal', 'obsession']"
admiration,"word: admiration
properties: applause, stars, mentorship, pedestal","['applause', 'stars', 'mentorship', 'pedestal']"
advantage,"word: advantage
properties: headstart, leverage, peak, perspective","['headstart', 'leverage', 'peak', 'perspective']"
adventure,"word: adventure
properties: map, compass, mountain, horizon","['map', 'compass', 'mountain', 'horizon']"
advice,"word: advice
properties: mentor, crossroads, whispers, caution","['mentor', 'crossroads', 'whispers', 'caution']"
agony,"word: agony
properties: scream, marathon, dentist, embers","['scream', 'marathon', 'dentist', 'embers']"
agreement,"word: agreement
properties: handshake, contract, nod, harmony","['handshake', 'contract', 'nod', 'harmony']"
amazement,"word: amazement
properties: wide-eyes, silence, stars, gasp","['wide-eyes', 'silence', 'stars', 'gasp']"
ambition,"word: ambition
properties: ladder, marathon, sunrise, blueprint","['ladder', 'marathon', 'sunrise', 'blueprint']"
ambush,"word: ambush
properties: thicket, silence, surprise, camouflage","['thicket', 'silence', 'surprise', 'camouflage']"
amusement,"word: amusement
properties: rollercoasters, laughter, carnival, games","['rollercoasters', 'laughter', 'carnival', 'games']"
anger,"word: anger
properties: heat, shout, fist, red","['heat', 'shout', 'fist', 'red']"
anxiety,"word: anxiety
properties: heartbeat, tight, anticipation, shadow","['heartbeat', 'tight', 'anticipation', 'shadow']"
apology,"word: apology
properties: kneeling, letter, forgiveness, sincerity","['kneeling', 'letter', 'forgiveness', 'sincerity']"
appearance,"word: appearance
properties: mirror, fashion, disguise, observation","['mirror', 'fashion', 'disguise', 'observation']"
appetite,"word: appetite
properties: hunger, banquet, cravings, digestion","['hunger', 'banquet', 'cravings', 'digestion']"
application,"word: application
properties: smartphone, interview, glue, thesis","['smartphone', 'interview', 'glue', 'thesis']"
aptitude,"word: aptitude
properties: blueprint, gears, practice, compass","['blueprint', 'gears', 'practice', 'compass']"
argument,"word: argument
properties: shouting, courtroom, misunderstanding, logic","['shouting', 'courtroom', 'misunderstanding', 'logic']"
