word,response,properties
accusation,"word: accusation
properties: courtroom, denial, finger pointing, suspicion","['courtroom', 'denial', 'finger pointing', 'suspicion']"
activity,"word: activity
properties: museum, exercise, project, concert","['museum', 'exercise', 'project', 'concert']"
addiction,"word: addiction
properties: relapse, cravings, denial, support groups","['relapse', 'cravings', 'denial', 'support groups']"
admiration,"word: admiration
properties: applause, mentor, skill, portrait","['applause', 'mentor', 'skill', 'portrait']"
adventure,"word: adventure
properties: map, unknown, courage, backpack","['map', 'unknown', 'courage', 'backpack']"
agony,"word: agony
properties: scream, hospital, failure, darkness","['scream', 'hospital', 'failure', 'darkness']"
agreement,"word: agreement
properties: contract, handshake, compromise, negotiation","['contract', 'handshake', 'compromise', 'negotiation']"
ambition,"word: ambition
properties: ladder, sleeplessness, legacy, drive","['ladder', 'sleeplessness', 'legacy', 'drive']"
apology,"word: apology
properties: regret, flowers, sincerity, consequence","['regret', 'flowers', 'sincerity', 'consequence']"
aptitude,"word: aptitude
properties: puzzles, learning, potential, strategy","['puzzles', 'learning', 'potential', 'strategy']"
argument,"word: argument
properties: raised voices, legal case, debate, disagreement","['raised voices', 'legal case', 'debate', 'disagreement']"
art,"word: art
properties: canvas, sculpture, museum, expression","['canvas', 'sculpture', 'museum', 'expression']"
aspect,"word: aspect
properties: angle, reflection, facet, perspective","['angle', 'reflection', 'facet', 'perspective']"
assumption,"word: assumption
properties: guesswork, bias, leap, prejudgment","['guesswork', 'bias', 'leap', 'prejudgment']"
attention,"word: attention
properties: spotlight, listening, focus, performance","['spotlight', 'listening', 'focus', 'performance']"
attraction,"word: attraction
properties: magnetism, amusement park, butterflies, gravity","['magnetism', 'amusement park', 'butterflies', 'gravity']"
boredom,"word: boredom
properties: rain, staring, clock, sigh","['rain', 'staring', 'clock', 'sigh']"
boycott,"boycott
properties: protest, consumer, strike, ethics","['protest', 'consumer', 'strike', 'ethics']"
bravery,"word: bravery
properties: shield, rescue, defiance, climb","['shield', 'rescue', 'defiance', 'climb']"
career,"word: career
properties: interview, promotion, mentorship, portfolio","['interview', 'promotion', 'mentorship', 'portfolio']"
carefulness,"word: carefulness
properties: planning, quiet, safety, detail","['planning', 'quiet', 'safety', 'detail']"
charm,"word: charm
properties: smile, magic, antique, confidence","['smile', 'magic', 'antique', 'confidence']"
comfort,"word: comfort
properties: blanket, fireplace, silence, memory","['blanket', 'fireplace', 'silence', 'memory']"
comparison,"word: comparison
properties: scales, debate, evolution, mirror","['scales', 'debate', 'evolution', 'mirror']"
competence,"word: competence
properties: project, confidence, skill, trust","['project', 'confidence', 'skill', 'trust']"
compromise,"compromise
properties: negotiation, splitting, concession, tolerance","['negotiation', 'splitting', 'concession', 'tolerance']"
confession,"word: confession
properties: courtroom, tears, guilt, secret","['courtroom', 'tears', 'guilt', 'secret']"
consideration,"word: consideration
properties: empathy, planning, politeness, compromise","['empathy', 'planning', 'politeness', 'compromise']"
consolation,"word: consolation
properties: blanket, rain, listening, apology","['blanket', 'rain', 'listening', 'apology']"
contempt,"word: contempt
properties: sneer, dismissal, icy, judgment","['sneer', 'dismissal', 'icy', 'judgment']"
creativity,"word: creativity
properties: brainstorming, sculpture, improvisation, daydreaming","['brainstorming', 'sculpture', 'improvisation', 'daydreaming']"
criticism,"word: criticism
properties: improvement, defensiveness, feedback, evaluation","['improvement', 'defensiveness', 'feedback', 'evaluation']"
cruelty,"word: cruelty
properties: scars, isolation, power, manipulation","['scars', 'isolation', 'power', 'manipulation']"
curiosity,"word: curiosity
properties: telescope, question, forest, puzzle","['telescope', 'question', 'forest', 'puzzle']"
custom,"word: custom
properties: wedding, tradition, tailoring, souvenir","['wedding', 'tradition', 'tailoring', 'souvenir']"
danger,"word: danger
properties: cliff, warning, storm, shadow","['cliff', 'warning', 'storm', 'shadow']"
desire,"word: desire
properties: ambition, hunger, yearning, collection","['ambition', 'hunger', 'yearning', 'collection']"
destruction,"word: destruction
properties: wildfire, demolition, fallout, chaos","['wildfire', 'demolition', 'fallout', 'chaos']"
detection,"word: detection
properties: fingerprint, radar, lie, anomaly","['fingerprint', 'radar', 'lie', 'anomaly']"
difficulty,"word: difficulty
properties: puzzle, learning, patience, challenge","['puzzle', 'learning', 'patience', 'challenge']"
dignity,"word: dignity
properties: posture, silence, respect, resilience","['posture', 'silence', 'respect', 'resilience']"
diligence,"word: diligence
properties: spreadsheets, persistence, early mornings, craftsmanship","['spreadsheets', 'persistence', 'early mornings', 'craftsmanship']"
