word,response,properties
ability,"word: ability
properties: talent, skill, effort, success","['talent', 'skill', 'effort', 'success']"
accusation,"word: accusation
properties: courtroom, finger-pointing, denial, scandal","['courtroom', 'finger-pointing', 'denial', 'scandal']"
achievement,"word: achievement
properties: trophy, graduation, effort, mountain","['trophy', 'graduation', 'effort', 'mountain']"
activity,"word: activity
properties: movement, sports, classroom, energy","['movement', 'sports', 'classroom', 'energy']"
addiction,"word: addiction
properties: craving, withdrawal, relapse, secrecy","['craving', 'withdrawal', 'relapse', 'secrecy']"
admiration,"word: admiration
properties: applause, role model, achievement, shining eyes","['applause', 'role model', 'achievement', 'shining eyes']"
advantage,"word: advantage
properties: competition, head start, leverage, winning","['competition', 'head start', 'leverage', 'winning']"
adventure,"word: adventure
properties: map, backpack, forest, risk","['map', 'backpack', 'forest', 'risk']"
advice,"word: advice
properties: parent, warning, decision, conversation","['parent', 'warning', 'decision', 'conversation']"
agony,"word: agony
properties: scream, injury, tears, hospital","['scream', 'injury', 'tears', 'hospital']"
agreement,"word: agreement
properties: handshake, contract, signature, consensus","['handshake', 'contract', 'signature', 'consensus']"
amazement,"word: amazement
properties: fireworks, wide eyes, silence, discovery","['fireworks', 'wide eyes', 'silence', 'discovery']"
ambition,"word: ambition
properties: ladder, late nights, promotion, skyline","['ladder', 'late nights', 'promotion', 'skyline']"
ambush,"word: ambush
properties: forest, soldiers, surprise, trap","['forest', 'soldiers', 'surprise', 'trap']"
amusement,"word: amusement
properties: laughter, carnival, games, audience","['laughter', 'carnival', 'games', 'audience']"
anger,"word: anger
properties: shouting, red face, argument, slammed door","['shouting', 'red face', 'argument', 'slammed door']"
anxiety,"word: anxiety
properties: racing heart, sleepless night, sweaty palms, overthinking","['racing heart', 'sleepless night', 'sweaty palms', 'overthinking']"
apology,"word: apology
properties: mistake, guilt, forgiveness, letter","['mistake', 'guilt', 'forgiveness', 'letter']"
appearance,"word: appearance
properties: mirror, outfit, first impression, hairstyle","['mirror', 'outfit', 'first impression', 'hairstyle']"
appetite,"word: appetite
properties: stomach, dinner, growling, aroma","['stomach', 'dinner', 'growling', 'aroma']"
application,"word: application
properties: form, deadline, interview, status","['form', 'deadline', 'interview', 'status']"
aptitude,"word: aptitude
properties: exam, talent, puzzle, learning","['exam', 'talent', 'puzzle', 'learning']"
argument,"word: argument
properties: shouting, tension, disagreement, apology","['shouting', 'tension', 'disagreement', 'apology']"
art,"word: art
properties: museum, paint, canvas, gallery","['museum', 'paint', 'canvas', 'gallery']"
aspect,"word: aspect
properties: angle, perspective, detail, side","['angle', 'perspective', 'detail', 'side']"
assassination,"word: assassination
properties: conspiracy, sniper, motorcade, headline","['conspiracy', 'sniper', 'motorcade', 'headline']"
assumption,"word: assumption
properties: guess, misunderstanding, expectation, shortcut","['guess', 'misunderstanding', 'expectation', 'shortcut']"
astonishment,"word: astonishment
properties: wide eyes, dropped jaw, magic trick, unexpected news","['wide eyes', 'dropped jaw', 'magic trick', 'unexpected news']"
attack,"word: attack
properties: alarm, siren, panic, defense","['alarm', 'siren', 'panic', 'defense']"
attention,"word: attention
properties: classroom, spotlight, focus, warning","['classroom', 'spotlight', 'focus', 'warning']"
attraction,"word: attraction
properties: magnet, amusement park, chemistry, attention","['magnet', 'amusement park', 'chemistry', 'attention']"
beauty,"word: beauty
properties: mirror, flower, elegance, smile","['mirror', 'flower', 'elegance', 'smile']"
being,"word: being
properties: existence, human, consciousness, presence","['existence', 'human', 'consciousness', 'presence']"
betrayal,"word: betrayal
properties: knife, secret, trust, revenge","['knife', 'secret', 'trust', 'revenge']"
blackmail,"word: blackmail
properties: secret, threat, money, scandal","['secret', 'threat', 'money', 'scandal']"
boredom,"word: boredom
properties: waiting room, clockwatching, rainy afternoon, doodling","['waiting room', 'clockwatching', 'rainy afternoon', 'doodling']"
