word,response,properties
ability,"word: ability  
properties: practice, growth, challenge, confidence","['practice', 'growth', 'challenge', 'confidence']"
accusation,"word: accusation  
properties: courtroom, evidence, tension, reputation","['courtroom', 'evidence', 'tension', 'reputation']"
achievement,"word: achievement  
properties: trophy, graduation, hard work, celebration","['trophy', 'graduation', 'hard work', 'celebration']"
activity,"activity: workout, calendar, collaboration, boredom",[]
addiction,"word: addiction  
properties: cravings, withdrawal, cycles, triggers","['cravings', 'withdrawal', 'cycles', 'triggers']"
admiration,"word: admiration  
properties: applause, role model, achievement, awe","['applause', 'role model', 'achievement', 'awe']"
advantage,"word: advantage  
properties: leverage, competition, edge, opportunity","['leverage', 'competition', 'edge', 'opportunity']"
adventure,"word: adventure  
properties: map, campfire, unknown path, treasure hunt","['map', 'campfire', 'unknown path', 'treasure hunt']"
advice,"advice: mentor, notebook, crossroads, coffee chat",[]
agony,"word: agony  
properties: hospital, scream, night, betrayal","['hospital', 'scream', 'night', 'betrayal']"
agreement,"word: agreement  
properties: handshake, contract, compromise, consensus","['handshake', 'contract', 'compromise', 'consensus']"
amazement,"word: amazement  
properties: fireworks, first steps, discovery, wide eyes","['fireworks', 'first steps', 'discovery', 'wide eyes']"
ambition,"word: ambition  
properties: ladder, marathon, sunrise, trophy","['ladder', 'marathon', 'sunrise', 'trophy']"
ambush,"word: ambush  
properties: hidden trap, sudden surprise, forest shadows, guerrilla tactics","['hidden trap', 'sudden surprise', 'forest shadows', 'guerrilla tactics']"
amusement,"word: amusement  
properties: rollercoaster, popcorn, fireworks, circus tent","['rollercoaster', 'popcorn', 'fireworks', 'circus tent']"
anger,"word: anger  
properties: clenched fists, red face, heated argument, slammed door","['clenched fists', 'red face', 'heated argument', 'slammed door']"
anxiety,"word: anxiety  
properties: racing heart, restless nights, crowded rooms, endless to‑do lists","['racing heart', 'restless nights', 'crowded rooms', 'endless to‑do lists']"
apology,"word: apology  
properties: remorse, handwritten note, courtroom, reconciliation","['remorse', 'handwritten note', 'courtroom', 'reconciliation']"
appearance,"word: appearance  
properties: mirror, first impression, makeup, camouflage","['mirror', 'first impression', 'makeup', 'camouflage']"
appetite,"word: appetite  
properties: buffet, cravings, dieting, midnight snack","['buffet', 'cravings', 'dieting', 'midnight snack']"
application,"word: application  
properties: resume, software, job interview, form filling","['resume', 'software', 'job interview', 'form filling']"
aptitude,"word: aptitude  
properties: puzzles, career, learning, potential","['puzzles', 'career', 'learning', 'potential']"
argument,"word: argument  
properties: debate, courtroom, raised voices, stubbornness","['debate', 'courtroom', 'raised voices', 'stubbornness']"
art,"word: art  
properties: canvas, gallery, imagination, performance","['canvas', 'gallery', 'imagination', 'performance']"
aspect,"word: aspect  
properties: angle, perspective, detail, facet","['angle', 'perspective', 'detail', 'facet']"
assassination,"word: assassination  
properties: secret plot, bullet, power shift, historical intrigue","['secret plot', 'bullet', 'power shift', 'historical intrigue']"
assumption,"word: assumption  
properties: hypothesis, bias, expectation, default setting","['hypothesis', 'bias', 'expectation', 'default setting']"
astonishment,"word: astonishment  
properties: wide‑eyes, sudden gasp, unexpected twist, fireworks burst","['wide‑eyes', 'sudden gasp', 'unexpected twist', 'fireworks burst']"
