word,response,properties
ability,"word: ability
properties: exam, coach, growth, challenge","['exam', 'coach', 'growth', 'challenge']"
accusation,"word: accusation  
properties: courtroom, evidence, defamation, investigation","['courtroom', 'evidence', 'defamation', 'investigation']"
achievement,"word: achievement  
properties: trophy, graduation, promotion, public applause","['trophy', 'graduation', 'promotion', 'public applause']"
activity,"word: activity  
properties: hiking, community service, creative workshop, dance rehearsal","['hiking', 'community service', 'creative workshop', 'dance rehearsal']"
addiction,"word: addiction  
properties: cigarette, hangover, midnight scrolling, broken wallet","['cigarette', 'hangover', 'midnight scrolling', 'broken wallet']"
admiration,"word: admiration
properties: concert, hero, portrait, sunrise","['concert', 'hero', 'portrait', 'sunrise']"
advantage,"word: advantage  
properties: strategy, network, insight, innovation","['strategy', 'network', 'insight', 'innovation']"
adventure,"word: adventure  
properties: trek, unknown, risk, thrill","['trek', 'unknown', 'risk', 'thrill']"
advice,"word: advice  
properties: mentor, dentist, deadline, recipe","['mentor', 'dentist', 'deadline', 'recipe']"
agony,"word: agony  
properties: restless sleep, midnight whisper, cracked phone screen, ticking watch","['restless sleep', 'midnight whisper', 'cracked phone screen', 'ticking watch']"
agreement,"word: agreement  
properties: handshake, compromise, signing, settlement","['handshake', 'compromise', 'signing', 'settlement']"
amazement,"word: amazement properties: thunderous applause, newborn's first step, hidden door behind bookcase, midnight fireworks","['thunderous applause', ""newborn's first step"", 'hidden door behind bookcase', 'midnight fireworks']"
ambition,"word: ambition
properties: career ladder, rocket, trophy, winning","['career ladder', 'rocket', 'trophy', 'winning']"
ambush,"word: ambush properties: forest, silence, camouflage, strategy","['forest', 'silence', 'camouflage', 'strategy']"
amusement,"word: amusement
properties: carnival, clown, laughter, popcorn","['carnival', 'clown', 'laughter', 'popcorn']"
anger,"word: anger  
properties: storm, clenching fists, road rage, fiery debate","['storm', 'clenching fists', 'road rage', 'fiery debate']"
anxiety,"word: anxiety  
properties: college entrance exam, rush hour traffic, missing your flight, waiting for a reply  

","['college entrance exam', 'rush hour traffic', 'missing your flight', 'waiting for a reply']"
apology,"word: apology
properties: heartfelt face‑to‑face conversation, handwritten apology letter, friendly gift (e.g., pizza), public statement on social media","['heartfelt face‑to‑face conversation', 'handwritten apology letter', 'friendly gift (e.g.', 'pizza)', 'public statement on social media']"
appearance,"word: appearance  
properties: red carpet, mirror, stage entrance, costume","['red carpet', 'mirror', 'stage entrance', 'costume']"
appetite,"word: appetite  
properties: aroma, family dinner, calorie counter, chef plating","['aroma', 'family dinner', 'calorie counter', 'chef plating']"
application,"word: application  
properties: software, résumé, paint, grant","['software', 'résumé', 'paint', 'grant']"
aptitude,"word: aptitude  
properties: coding bootcamp, music lessons, board game strategy, volunteer tutoring","['coding bootcamp', 'music lessons', 'board game strategy', 'volunteer tutoring']"
argument,"word: argument  
properties: heated confrontation, family disagreement, courtroom trial, robust online discussion","['heated confrontation', 'family disagreement', 'courtroom trial', 'robust online discussion']"
art,"word: art
properties: gallery, canvas, exhibition, brush","['gallery', 'canvas', 'exhibition', 'brush']"
aspect,"word: aspect  
properties: camera, challenge, horizon, feature","['camera', 'challenge', 'horizon', 'feature']"
assassination,"word: assassination
properties: political intrigue, covert operations, sudden death, high-profile targets","['political intrigue', 'covert operations', 'sudden death', 'high-profile targets']"
assumption,"word: assumption
properties: shortcut, default, risk, missing evidence","['shortcut', 'default', 'risk', 'missing evidence']"
astonishment,"word: astonishment  
properties: unseen, massive, starlight, silence","['unseen', 'massive', 'starlight', 'silence']"
attack,"word: attack  
properties: bombing, hacking, predation, protest","['bombing', 'hacking', 'predation', 'protest']"
attention,"word: attention
properties: billboard, eye patch, applause, phone notification","['billboard', 'eye patch', 'applause', 'phone notification']"
attraction,"word: attraction  
properties: carnival ride, planetary gravity, magnetic field, celebrity crush","['carnival ride', 'planetary gravity', 'magnetic field', 'celebrity crush']"
beauty,"word: beauty  
properties: sunrise, jasmine, saxophone, puppy","['sunrise', 'jasmine', 'saxophone', 'puppy']"
being,"word: being  
properties: mirror, shadow, rain, pulse","['mirror', 'shadow', 'rain', 'pulse']"
betrayal,"word: betrayal  
properties: lover cheating, political corruption, corporate espionage, best friend stealing credit","['lover cheating', 'political corruption', 'corporate espionage', 'best friend stealing credit']"
blackmail,"word: blackmail  
properties: hidden diary, scandal, power play, moral dilemma","['hidden diary', 'scandal', 'power play', 'moral dilemma']"
boredom,"word: boredom  
properties: long lecture, static TV, empty parking lot, blank spreadsheet","['long lecture', 'static TV', 'empty parking lot', 'blank spreadsheet']"
boycott,"word: boycott
properties: protest rally, supply chain halt, consumer activism, global brand criticism","['protest rally', 'supply chain halt', 'consumer activism', 'global brand criticism']"
bravery,"word: bravery
properties: firefighter entering blaze, solo mountaineer on steep ridge, startup founder pitching to investors, protester marching under police barrier","['firefighter entering blaze', 'solo mountaineer on steep ridge', 'startup founder pitching to investors', 'protester marching under police barrier']"
career,"word: career  
properties: resume, networking, promotions, office","['resume', 'networking', 'promotions', 'office']"
carefulness,"word: carefulness  
properties: quality control, proof‑reading, risk assessment, packaging design","['quality control', 'proof‑reading', 'risk assessment', 'packaging design']"
