word,response,properties
ability,"word: ability
properties: skill, chance, growth, test","['skill', 'chance', 'growth', 'test']"
accusation,"word: accusation
properties: courtroom, blame, protest, silence","['courtroom', 'blame', 'protest', 'silence']"
achievement,"word: achievement
properties: trophy, hard work, celebration, recognition","['trophy', 'hard work', 'celebration', 'recognition']"
activity,"word: activity
properties: movement, energy, schedule, outcome","['movement', 'energy', 'schedule', 'outcome']"
addiction,"word: addiction
properties: craving, withdrawal, dependency, relapse","['craving', 'withdrawal', 'dependency', 'relapse']"
admiration,"word: admiration  
properties: awe, respect, spotlight, gratitude","['awe', 'respect', 'spotlight', 'gratitude']"
advantage,"word: advantage
properties: strategy, edge, opportunity, benefit","['strategy', 'edge', 'opportunity', 'benefit']"
adventure,"word: adventure
properties: map, compass, unknown, courage","['map', 'compass', 'unknown', 'courage']"
advice,"word: advice
properties: mentor, decision, doubt, wisdom","['mentor', 'decision', 'doubt', 'wisdom']"
agony,"word: agony
properties: scream, collapse, fire, silence","['scream', 'collapse', 'fire', 'silence']"
agreement,"word: agreement
properties: contract, compromise, treaty, consensus","['contract', 'compromise', 'treaty', 'consensus']"
amazement,"word: amazement  
properties: wonder, silence, awe, disbelief","['wonder', 'silence', 'awe', 'disbelief']"
ambition,"word: ambition
properties: climb, goal, drive, spotlight","['climb', 'goal', 'drive', 'spotlight']"
ambush,"word: ambush
properties: surprise, danger, stealth, sudden","['surprise', 'danger', 'stealth', 'sudden']"
amusement,"word: amusement
properties: clown, popcorn, laughter, circus","['clown', 'popcorn', 'laughter', 'circus']"
anger,"word: anger
properties: fists, silence, fire, betrayal","['fists', 'silence', 'fire', 'betrayal']"
anxiety,"word: anxiety
properties: racing heart, dark thoughts, trembling hands, avoidance","['racing heart', 'dark thoughts', 'trembling hands', 'avoidance']"
apology,"word: apology
properties: regret, forgiveness, silence, tears","['regret', 'forgiveness', 'silence', 'tears']"
appearance,"word: appearance
properties: disguise, reflection, first impression, costume","['disguise', 'reflection', 'first impression', 'costume']"
appetite,"word: appetite
properties: hunger, cravings, feasts, cravings","['hunger', 'cravings', 'feasts', 'cravings']"
application,"word: application
properties: form, download, approval, error","['form', 'download', 'approval', 'error']"
aptitude,"word: aptitude
properties: test, skill, learning, match","['test', 'skill', 'learning', 'match']"
argument,"word: argument
properties: shouting, disagreement, pause, resolution","['shouting', 'disagreement', 'pause', 'resolution']"
art,"word: art
properties: canvas, brush, muse, gallery","['canvas', 'brush', 'muse', 'gallery']"
aspect,"word: aspect
properties: angle, detail, view, dimension","['angle', 'detail', 'view', 'dimension']"
assassination,"word: assassination
properties: blood, silence, power, fear","['blood', 'silence', 'power', 'fear']"
assumption,"word: assumption
properties: error, bias, confidence, consequence","['error', 'bias', 'confidence', 'consequence']"
astonishment,"word: astonishment  
properties: gasp, silence, disbelief, wonder","['gasp', 'silence', 'disbelief', 'wonder']"
attack,"word: attack
properties: surprise, danger, defense, chaos","['surprise', 'danger', 'defense', 'chaos']"
attention,"word: attention
properties: focus, interruption, spotlight, curiosity","['focus', 'interruption', 'spotlight', 'curiosity']"
attraction,"word: attraction
properties: magnet, crowd, sparkle, pull","['magnet', 'crowd', 'sparkle', 'pull']"
beauty,"word: beauty
properties: mirror, dawn, whisper, silk","['mirror', 'dawn', 'whisper', 'silk']"
being,"word: being
properties: existence, identity, change, presence","['existence', 'identity', 'change', 'presence']"
betrayal,"word: betrayal
properties: broken trust, hidden motives, shattered loyalty, sudden abandonment","['broken trust', 'hidden motives', 'shattered loyalty', 'sudden abandonment']"
blackmail,"word: blackmail
properties: threat, money, secrecy, coercion","['threat', 'money', 'secrecy', 'coercion']"
boredom,"word: boredom
properties: waiting, silence, TV, daydream","['waiting', 'silence', 'TV', 'daydream']"
boycott,"word: boycott
properties: protest, refusal, market, silence","['protest', 'refusal', 'market', 'silence']"
bravery,"word: bravery
properties: courage, risk, sacrifice, defiance","['courage', 'risk', 'sacrifice', 'defiance']"
career,"word: career
properties: ambition, office, growth, routine","['ambition', 'office', 'growth', 'routine']"
carefulness,"word: carefulness
properties: slow steps, double-checking, quiet focus, safety nets","['slow steps', 'double-checking', 'quiet focus', 'safety nets']"
