word,response,properties
ability,"word: ability
properties: guitar, mountain, stage, blueprint","['guitar', 'mountain', 'stage', 'blueprint']"
accusation,"word: accusation
properties: finger, gavel, silence, sweat","['finger', 'gavel', 'silence', 'sweat']"
achievement,"word: achievement
properties: medal, summit, applause, champagne","['medal', 'summit', 'applause', 'champagne']"
activity,"word: activity
properties: running, playground, heartbeat, schedule","['running', 'playground', 'heartbeat', 'schedule']"
addiction,"word: addiction
    properties: screen, dice, sugar, chains","['screen', 'dice', 'sugar', 'chains']"
admiration,"word: admiration
properties: applause, mentor, statue, gaze","['applause', 'mentor', 'statue', 'gaze']"
advantage,"word: advantage
properties: tennis, hill, sprint, binoculars","['tennis', 'hill', 'sprint', 'binoculars']"
adventure,"word: adventure
properties: compass, backpack, binoculars, campfire","['compass', 'backpack', 'binoculars', 'campfire']"
advice,"word: advice
properties: crossroads, whisper, compass, grandfather","['crossroads', 'whisper', 'compass', 'grandfather']"
agony,"word: agony
properties: marathon, fists, hospital, wait","['marathon', 'fists', 'hospital', 'wait']"
agreement,"word: agreement
properties: handshake, signature, nod, meeting","['handshake', 'signature', 'nod', 'meeting']"
amazement,"word: amazement
properties: fireworks, mouth, stars, magic","['fireworks', 'mouth', 'stars', 'magic']"
ambition,"word: ambition
properties: ladder, mountain, alarm clock, blueprints","['ladder', 'mountain', 'alarm clock', 'blueprints']"
ambush,"word: ambush
properties: camouflage, thickets, adrenaline, shadows","['camouflage', 'thickets', 'adrenaline', 'shadows']"
amusement,"word: amusement
properties: rollercoaster, giggles, popcorn, ticket","['rollercoaster', 'giggles', 'popcorn', 'ticket']"
anger,"word: anger
properties: red face, boiling water, broken glass, clenched fist","['red face', 'boiling water', 'broken glass', 'clenched fist']"
anxiety,"word: anxiety
properties: sweating, clock, coffee, stage","['sweating', 'clock', 'coffee', 'stage']"
apology,"word: apology
properties: flowers, note, blush, bridge","['flowers', 'note', 'blush', 'bridge']"
