word,response,properties
accusation,"word: accusation
properties: courtroom, denial, anger, investigation","['courtroom', 'denial', 'anger', 'investigation']"
activity,"word: activity
properties: hiking, learning, volunteering, concert","['hiking', 'learning', 'volunteering', 'concert']"
addiction,"word: addiction
properties: relapse, craving, isolation, denial","['relapse', 'craving', 'isolation', 'denial']"
admiration,"word: admiration
properties: applause, mentor, talent, museum","['applause', 'mentor', 'talent', 'museum']"
adventure,"word: adventure
properties: map, unknown, courage, backpack","['map', 'unknown', 'courage', 'backpack']"
agony,"word: agony
properties: shattered, scream, pressure, darkness","['shattered', 'scream', 'pressure', 'darkness']"
agreement,"word: agreement
properties: contract, handshake, compromise, negotiation","['contract', 'handshake', 'compromise', 'negotiation']"
ambition,"word: ambition
properties: ladder, sleeplessness, legacy, drive","['ladder', 'sleeplessness', 'legacy', 'drive']"
ambush,"word: ambush
properties: jungle, surprise, silence, target","['jungle', 'surprise', 'silence', 'target']"
apology,"word: apology
properties: regret, flowers, silence, consequence","['regret', 'flowers', 'silence', 'consequence']"
aptitude,"word: aptitude
properties: puzzles, coding, music, sports","['puzzles', 'coding', 'music', 'sports']"
argument,"word: argument
properties: raised voices, legal case, debate, disagreement","['raised voices', 'legal case', 'debate', 'disagreement']"
art,"word: art
properties: canvas, sculpture, museum, expression","['canvas', 'sculpture', 'museum', 'expression']"
assumption,"word: assumption
properties: guesswork, bias, leap, prejudgment","['guesswork', 'bias', 'leap', 'prejudgment']"
attention,"word: attention
properties: spotlight, listening, focus, detail","['spotlight', 'listening', 'focus', 'detail']"
attraction,"word: attraction
properties: magnets, butterflies, orbit, magnetism","['magnets', 'butterflies', 'orbit', 'magnetism']"
boredom,"word: boredom
properties: rain, staring, clock, silence","['rain', 'staring', 'clock', 'silence']"
boycott,"boycott
properties: protest, strike, consumer, ethics","['protest', 'strike', 'consumer', 'ethics']"
bravery,"word: bravery
properties: shield, risk, silence, climb","['shield', 'risk', 'silence', 'climb']"
carefulness,"word: carefulness
properties: planning, quiet, safety, detail","['planning', 'quiet', 'safety', 'detail']"
charm,"word: charm
properties: smile, trinket, stage, magnet","['smile', 'trinket', 'stage', 'magnet']"
comfort,"word: comfort
properties: blanket, fireplace, silence, memory","['blanket', 'fireplace', 'silence', 'memory']"
competence,"word: competence
properties: project, confidence, skill, trust","['project', 'confidence', 'skill', 'trust']"
compromise,"compromise
properties: negotiation, splitting, concession, stalemate","['negotiation', 'splitting', 'concession', 'stalemate']"
confession,"word: confession
properties: courtroom, tears, secret, burden","['courtroom', 'tears', 'secret', 'burden']"
consideration,"word: consideration
properties: empathy, planning, politeness, compromise","['empathy', 'planning', 'politeness', 'compromise']"
consolation,"word: consolation
properties: tissues, apology, silence, tea","['tissues', 'apology', 'silence', 'tea']"
contempt,"word: contempt
properties: sneer, dismissal, scorn, isolation","['sneer', 'dismissal', 'scorn', 'isolation']"
creativity,"word: creativity
properties: brainstorming, sculpture, improvisation, color","['brainstorming', 'sculpture', 'improvisation', 'color']"
criticism,"word: criticism
properties: debate, improvement, defensiveness, observation","['debate', 'improvement', 'defensiveness', 'observation']"
cruelty,"word: cruelty
properties: scars, isolation, dominance, manipulation","['scars', 'isolation', 'dominance', 'manipulation']"
curiosity,"word: curiosity
properties: telescope, question, forest, puzzle","['telescope', 'question', 'forest', 'puzzle']"
