word,response,properties
ability,"word: ability
properties: tool, practice, growth, challenge","['tool', 'practice', 'growth', 'challenge']"
accusation,"word: accusation
properties: courtroom, finger-pointing, denial, whispers","['courtroom', 'finger-pointing', 'denial', 'whispers']"
achievement,"word: achievement
properties: pride, trophy, podium, hard work","['pride', 'trophy', 'podium', 'hard work']"
activity,"word: activity
properties: movement, engagement, busy, energy","['movement', 'engagement', 'busy', 'energy']"
addiction,"word: addiction
properties: craving, withdrawal, loop, shadow","['craving', 'withdrawal', 'loop', 'shadow']"
admiration,"word: admiration
properties: stage, skill, applause, mentor","['stage', 'skill', 'applause', 'mentor']"
advantage,"advantage: properties: high ground, winning, strategy, lead","['high ground', 'winning', 'strategy', 'lead']"
adventure,"word: adventure
properties: explore, wilderness, discovery, gear","['explore', 'wilderness', 'discovery', 'gear']"
advice,"word: advice
properties: crossroads, reflection, book, direction","['crossroads', 'reflection', 'book', 'direction']"
agony,"word: agony
properties: scream, wound, despair, claw","['scream', 'wound', 'despair', 'claw']"
agreement,"word: agreement
properties: handshake, contract, compromise, peace","['handshake', 'contract', 'compromise', 'peace']"
amazement,"word: amazement
properties: wide eyes, magic trick, gasp, silence","['wide eyes', 'magic trick', 'gasp', 'silence']"
ambition,"word: ambition
properties: mountain, ladder, blueprint, early morning","['mountain', 'ladder', 'blueprint', 'early morning']"
ambush,"word: ambush
properties: hiding, waiting, surprise, trap","['hiding', 'waiting', 'surprise', 'trap']"
amusement,"word: amusement
properties: laughter, smile, circus, clown","['laughter', 'smile', 'circus', 'clown']"
anger,"word: anger
properties: red face, fist, shout, broken plate","['red face', 'fist', 'shout', 'broken plate']"
anxiety,"word: anxiety
properties: racing heart, public speaking, overthinking, pacing","['racing heart', 'public speaking', 'overthinking', 'pacing']"
apology,"word: apology
properties: mistake, healing, humble, silence","['mistake', 'healing', 'humble', 'silence']"
appearance,"word: appearance
properties: clothes, first impression, mirror, stage","['clothes', 'first impression', 'mirror', 'stage']"
appetite,"word: appetite
properties: stomach, smell, plate, energy","['stomach', 'smell', 'plate', 'energy']"
application,"word: application
properties: job, phone, form, paint","['job', 'phone', 'form', 'paint']"
aptitude,"word: aptitude
properties: learning, test, career, future","['learning', 'test', 'career', 'future']"
argument,"word: argument
properties: frustration, loud voices, courtroom, evidence","['frustration', 'loud voices', 'courtroom', 'evidence']"
art,"word: art
properties: brush, museum, expression, color","['brush', 'museum', 'expression', 'color']"
aspect,"word: aspect
properties: light, frame, perspective, nuance","['light', 'frame', 'perspective', 'nuance']"
assassination,"word: assassination
properties: sniper rifle, head of state, motorcade chaos, power vacuum","['sniper rifle', 'head of state', 'motorcade chaos', 'power vacuum']"
assumption,"word: assumption
properties: guesswork, basis, error, silent","['guesswork', 'basis', 'error', 'silent']"
astonishment,"astonishment: wide eyes, dropped jaw, magic trick, speechless",[]
attack,"word: attack
properties: dog, fortress, keyboard, heart","['dog', 'fortress', 'keyboard', 'heart']"
attention,"word: attention
properties: spotlight, child crying, audience, red pen","['spotlight', 'child crying', 'audience', 'red pen']"
attraction,"word: attraction
properties: magnet, theme park, beauty, gravity","['magnet', 'theme park', 'beauty', 'gravity']"
beauty,"word: beauty
properties: sunset, awe, smile, garden","['sunset', 'awe', 'smile', 'garden']"
being,"word: being
properties: existence, awareness, entity, moment","['existence', 'awareness', 'entity', 'moment']"
betrayal,"word: betrayal
properties: secret, wound, whisper, glass","['secret', 'wound', 'whisper', 'glass']"
blackmail,"word: blackmail
properties: secret, leverage, envelope, photograph","['secret', 'leverage', 'envelope', 'photograph']"
boredom,"word: boredom
properties: staring, clock, doodle, yawn","['staring', 'clock', 'doodle', 'yawn']"
boycott,"word: boycott
properties: protest, empty shelves, consumer power, change","['protest', 'empty shelves', 'consumer power', 'change']"
bravery,"word: bravery
properties: firefighter, standing up for someone, lion, first step","['firefighter', 'standing up for someone', 'lion', 'first step']"
career,"word: career
properties: growth, path, aspiration, desk","['growth', 'path', 'aspiration', 'desk']"
carefulness,"word: carefulness
properties: tightrope, pacing, microscope, glassblower","['tightrope', 'pacing', 'microscope', 'glassblower']"
catastrophe,"word: catastrophe
properties: rubble, emergency siren, loss, tears","['rubble', 'emergency siren', 'loss', 'tears']"
