word,response,properties
ability,"word: ability
properties: skill, talent, potential, capability

Wait, let me redo this to avoid synonyms.

word: ability
properties: strength, test, superhero, learning","['skill', 'talent', 'potential', 'capability']"
accusation,"word: accusation
properties: finger, courtroom, denial, guilt","['finger', 'courtroom', 'denial', 'guilt']"
achievement,"word: achievement
properties: trophy, graduation, milestone, pride","['trophy', 'graduation', 'milestone', 'pride']"
activity,"word: activity
properties: buzzing, playground, schedule, sweat","['buzzing', 'playground', 'schedule', 'sweat']"
addiction,"word: addiction
properties: craving, withdrawal, spiral, substance","['craving', 'withdrawal', 'spiral', 'substance']"
admiration,"word: admiration
properties: gaze, pedestal, applause, hero","['gaze', 'pedestal', 'applause', 'hero']"
advantage,"word: advantage
properties: edge, competition, leverage, chess","['edge', 'competition', 'leverage', 'chess']"
adventure,"word: adventure
properties: jungle, treasure, risk, compass","['jungle', 'treasure', 'risk', 'compass']"
advice,"word: advice
properties: mentor, unsolicited, column, wisdom","['mentor', 'unsolicited', 'column', 'wisdom']"
agony,"word: agony
properties: scream, wound, writhing, hospital","['scream', 'wound', 'writhing', 'hospital']"
agreement,"word: agreement
properties: handshake, contract, nod, compromise","['handshake', 'contract', 'nod', 'compromise']"
amazement,"word: amazement
properties: wide eyes, magic trick, gasp, unexpected","['wide eyes', 'magic trick', 'gasp', 'unexpected']"
ambition,"word: ambition
properties: ladder, fire, sleepless, summit","['ladder', 'fire', 'sleepless', 'summit']"
ambush,"word: ambush
properties: jungle, surprise, hidden, predator","['jungle', 'surprise', 'hidden', 'predator']"
amusement,"word: amusement
properties: roller coaster, laughter, cotton candy, carnival","['roller coaster', 'laughter', 'cotton candy', 'carnival']"
anger,"word: anger
properties: fist, red, shout, volcano","['fist', 'red', 'shout', 'volcano']"
anxiety,"word: anxiety
properties: sweating, exam, chest tightness, overthinking","['sweating', 'exam', 'chest tightness', 'overthinking']"
apology,"word: apology
properties: regret, letter, forgiveness, flowers","['regret', 'letter', 'forgiveness', 'flowers']"
appearance,"word: appearance
properties: mirror, first impression, costume, deceptive","['mirror', 'first impression', 'costume', 'deceptive']"
appetite,"word: appetite
properties: hunger, buffet, growling, insatiable","['hunger', 'buffet', 'growling', 'insatiable']"
application,"word: application
properties: resume, software, rejection, form","['resume', 'software', 'rejection', 'form']"
aptitude,"word: aptitude
properties: test, talent, learning, potential","['test', 'talent', 'learning', 'potential']"
argument,"word: argument
properties: heated, debate, courtroom, fists","['heated', 'debate', 'courtroom', 'fists']"
art,"word: art
properties: canvas, museum, creativity, brush","['canvas', 'museum', 'creativity', 'brush']"
aspect,"word: aspect
properties: facet, perspective, diamond, ratio","['facet', 'perspective', 'diamond', 'ratio']"
assassination,"word: assassination
properties: bullet, president, conspiracy, shadow","['bullet', 'president', 'conspiracy', 'shadow']"
assumption,"word: assumption
properties: leap, hypothesis, risk, unverified","['leap', 'hypothesis', 'risk', 'unverified']"
astonishment,"word: astonishment
properties: gasp, wide-eyes, magician, unexpected","['gasp', 'wide-eyes', 'magician', 'unexpected']"
attack,"word: attack
properties: sword, surprise, heart, defend","['sword', 'surprise', 'heart', 'defend']"
attention,"word: attention
properties: spotlight, classroom, deficit, salute","['spotlight', 'classroom', 'deficit', 'salute']"
